"istatId","population","lng","lat","ANPR","name","province","region","month","d15","d16","d17","d18","d19","d20","mar19","mar20","officialCovid","istatMarch","ecoBG","bsToday"
"18076","4592","8.99214762","45.17717695","18076","Gropello Cairoli","Pavia","Lombardia","3","8","1","5","4","4","29","0","0","0","1","0","0"
"18077","1390","9.38426433","45.19858107","18077","Inverno e Monteleone","Pavia","Lombardia","3","0","0","0","0","0","0","0","0","0","0","0","0"
"18078","5917","9.25958712","45.31128201","18078","Landriano","Pavia","Lombardia","3","3","2","9","5","3","14","0","0","0","1","0","0"
"18079","436","8.56284388","45.21533301","18079","Langosco","Pavia","Lombardia","3","0","0","0","0","0","0","0","0","0","0","0","0"
"18080","1200","9.23437570","45.23543708","18080","Lardirago","Pavia","Lombardia","3","0","0","0","0","0","0","0","0","0","0","0","0"
"18081","2754","9.26788550","45.16021171","18081","Linarolo","Pavia","Lombardia","3","0","2","1","3","2","4","0","0","0","1","0","0"
"18082","136","9.25553586","44.99401253","18082","Lirio","Pavia","Lombardia","3","0","0","0","0","0","0","0","0","0","0","0","0"
"18083","2295","8.79265237","45.12176665","18083","Lomello","Pavia","Lombardia","3","5","0","7","1","6","6","0","0","0","1","0","0"
"18084","2412","9.07858780","45.04490566","18084","Lungavilla","Pavia","Lombardia","3","4","2","6","4","4","5","0","0","0","1","0","0"
"18085","1690","9.32949555","45.22244980","18085","Magherno","Pavia","Lombardia","3","2","0","1","0","3","8","0","0","0","1","0","0"
"18086","2440","9.07736899","45.25435216","18086","Marcignago","Pavia","Lombardia","3","0","0","0","0","0","0","0","0","0","0","0","0"
"18087","1559","9.29457635","45.24758600",NULL,"Marzano","Pavia","Lombardia","3","0","0","0","0","0","0","0","0","0","0","0","0"
"18088","6912","8.73661355","45.09693827",NULL,"Mede","Pavia","Lombardia","3","0","0","0","0","0","0","0","0","0","0","0","0"
"18089","378","9.27906118","44.79595014","18089","Menconico","Pavia","Lombardia","3","0","0","0","0","0","0","0","0","0","0","0","0"
"18090","1108","8.84596057","45.06088008","18090","Mezzana Bigli","Pavia","Lombardia","3","0","0","0","0","0","0","0","0","0","0","0","0"
"18091","502","9.03229261","45.09470572",NULL,"Mezzana Rabattone","Pavia","Lombardia","3","0","0","0","0","0","0","0","0","0","0","0","0"
"18092","1494","9.20681323","45.12638643","18092","Mezzanino","Pavia","Lombardia","3","0","0","0","0","0","0","0","0","0","0","0","0"
"18093","3792","9.44317001","45.17163506","18093","Miradolo Terme","Pavia","Lombardia","3","2","1","2","3","1","13","0","0","0","1","0","0"
"18094","924","9.20733549","44.97961147","18094","Montalto Pavese","Pavia","Lombardia","3","0","0","0","0","0","0","0","0","0","0","0","0"
"18095","1689","9.10100735","44.99970083","18095","Montebello della Battaglia","Pavia","Lombardia","3","2","2","3","5","1","8","0","0","0","1","0","0"
"18096","561","9.28398668","44.97040409","18096","Montecalvo Versiggia","Pavia","Lombardia","3","0","0","0","0","0","0","0","0","0","0","0","0"
"18097","383","9.29733537","45.03180352","18097","Montescano","Pavia","Lombardia","3","0","0","0","0","0","0","0","0","0","0","0","0"
"18098","307","9.12689667","44.90637183","18098","Montesegale","Pavia","Lombardia","3","0","0","0","0","0","0","0","0","0","0","0","0"
"18099","711","9.51274019","45.11050666","18099","Monticelli Pavese","Pavia","Lombardia","3","0","0","0","0","0","0","0","0","0","0","0","0"
"18100","1722","9.31241837","45.03883483","18100","Mont� Beccaria","Pavia","Lombardia","3","3","2","2","1","2","10","0","0","0","1","0","0"
"18101","721","9.20647093","45.00921957","18101","Mornico Losana","Pavia","Lombardia","3","0","0","0","0","0","0","0","0","0","0","0","0"
"18102","15156","8.73806527","45.25183779","18102","Mortara","Pavia","Lombardia","3","20","14","25","29","15","64","0","0","0","1","0","0"
"18103","364","8.66718852","45.28514650","18103","Nicorvo","Pavia","Lombardia","3","0","0","0","0","0","0","0","0","0","0","0","0"
"18104","783","8.71747483","45.21321772","18104","Olevano di Lomellina","Pavia","Lombardia","3","0","0","0","0","0","0","0","0","0","0","0","0"
"18105","173","9.17362666","45.00533323","18105","Oliva Gessi","Pavia","Lombardia","3","0","0","0","0","0","0","0","0","0","0","0","0"
"18106","1181","8.83215280","45.15127105","18106","Ottobiano","Pavia","Lombardia","3","2","0","0","3","1","12","0","0","0","1","0","0"
"18107","1885","8.53467742","45.30584066",NULL,"Palestro","Pavia","Lombardia","3","0","0","0","0","0","0","0","0","0","0","0","0"
"18108","316","9.05106462","45.07522925","18108","Pancarana","Pavia","Lombardia","3","0","0","0","0","0","0","0","0","0","0","0","0"
"18109","1987","8.74981845","45.28261312","18109","Parona","Pavia","Lombardia","3","0","3","2","3","2","7","0","0","0","1","0","0"
"18110","68280","9.16015719","45.18509264","18110","Pavia","Pavia","Lombardia","3","85","69","65","75","85","135","0","0","0","1","0","0"
"18111","915","9.22976461","45.02082580","18111","Pietra de' Giorgi","Pavia","Lombardia","3","0","0","0","0","0","0","0","0","0","0","0","0"
"18112","916","8.96031338","45.11312662",NULL,"Pieve Albignola","Pavia","Lombardia","3","0","0","0","0","0","0","0","0","0","0","0","0"
"18113","2108","8.80510102","45.04897446","18113","Pieve del Cairo","Pavia","Lombardia","3","3","3","2","0","3","5","0","0","0","1","0","0"
"18114","2788","9.43845739","45.11250986","18114","Pieve Porto Morone","Pavia","Lombardia","3","4","3","3","2","5","8","0","0","0","1","0","0"
"18115","1702","9.16481430","45.06602995","18115","Pinarolo Po","Pavia","Lombardia","3","1","2","2","5","4","11","0","0","0","1","0","0"
"18116","722","9.04731478","45.03431401","18116","Pizzale","Pavia","Lombardia","3","0","0","0","0","0","0","0","0","0","0","0","0"
"18117","811","9.09737005","44.85187405","18117","Ponte Nizza","Pavia","Lombardia","3","0","0","0","0","0","0","0","0","0","0","0","0"
"18118","1551","9.32259546","45.09940690","18118","Portalbera","Pavia","Lombardia","3","0","0","0","0","0","0","0","0","0","0","0","0"
"18119","432","9.15434003","45.11386906","18119","Rea","Pavia","Lombardia","3","0","0","0","0","0","0","0","0","0","0","0","0"
"18120","1056","9.20401766","45.03773197","18120","Redavalle","Pavia","Lombardia","3","0","0","0","0","0","0","0","0","0","0","0","0"
"18121","1506","9.03634536","44.94922806","18121","Retorbido","Pavia","Lombardia","3","0","0","1","4","1","4","0","0","0","1","0","0"
"18122","5186","9.01644721","44.93053102","18122","Rivanazzano Terme","Pavia","Lombardia","3","9","6","3","9","7","7","0","0","0","1","0","0"
"18123","6164","8.59395750","45.28911604","18123","Robbio","Pavia","Lombardia","3","2","12","7","7","6","10","0","0","0","1","0","0"
"18124","569","9.14865428","45.04842105","18124","Robecco Pavese","Pavia","Lombardia","3","0","0","0","0","0","0","0","0","0","0","0","0"
"18125","79","9.25216656","44.97158431","18125","Rocca de' Giorgi","Pavia","Lombardia","3","0","0","0","0","0","0","0","0","0","0","0","0"
"18126","234","9.09596542","44.91275863","18126","Rocca Susella","Pavia","Lombardia","3","0","0","0","0","0","0","0","0","0","0","0","0"
"18127","619","9.08992208","45.28881563","18127","Rognano","Pavia","Lombardia","3","0","0","0","0","0","0","0","0","0","0","0","0"
"18128","744","9.32948080","44.83722972","18128","Romagnese","Pavia","Lombardia","3","0","2","3","0","3","8","0","0","0","1","0","0"
"18129","1385","9.27692361","45.22572761",NULL,"Roncaro","Pavia","Lombardia","3","0","0","0","0","0","0","0","0","0","0","0","0"
"18130","638","8.57927243","45.25030244","18130","Rosasco","Pavia","Lombardia","3","0","0","0","0","0","0","0","0","0","0","0","0"
"18131","917","9.35012702","45.01374627","18131","Rovescala","Pavia","Lombardia","3","0","0","0","0","0","0","0","0","0","0","0","0"
"18133","516","9.28086220","45.10908756","18133","San Cipriano Po","Pavia","Lombardia","3","0","0","0","0","0","0","0","0","0","0","0","0"
"18134","719","9.34857225","45.02712110","18134","San Damiano al Colle","Pavia","Lombardia","3","0","0","0","0","0","0","0","0","0","0","0","0"
"18135","3788","9.17987326","45.23284900","18135","San Genesio ed Uniti","Pavia","Lombardia","3","2","3","5","2","2","4","0","0","0","1","0","0"
"18136","1155","8.79111791","45.17380714","18136","San Giorgio di Lomellina","Pavia","Lombardia","3","0","0","0","0","0","0","0","0","0","0","0","0"
"18137","5738","9.13451976","45.15715963",NULL,"San Martino Siccomario","Pavia","Lombardia","3","0","0","0","0","0","0","0","0","0","0","0","0"
"18138","5644","8.90828982","45.10316308",NULL,"Sannazzaro de' Burgondi","Pavia","Lombardia","3","0","0","0","0","0","0","0","0","0","0","0","0"
"18139","2028","9.40113574","45.15679448","18139","Santa Cristina e Bissone","Pavia","Lombardia","3","0","0","0","0","0","0","0","0","0","0","0","0"
"18140","1685","9.18159447","45.03384034","18140","Santa Giuletta","Pavia","Lombardia","3","2","2","1","2","0","9","0","0","0","1","0","0"
"18141","840","9.22506259","45.22209769",NULL,"Sant'Alessio con Vialone","Pavia","Lombardia","3","0","0","0","0","0","0","0","0","0","0","0","0"
"18142","513","9.24055817","44.77079137","18142","Santa Margherita di Staffora","Pavia","Lombardia","3","0","0","0","0","0","0","0","0","0","0","0","0"
"18143","2476","9.29994477","44.98468950","18143","Santa Maria della Versa","Pavia","Lombardia","3","0","0","0","0","0","0","0","0","0","0","0","0"
"18144","864","8.64314480","45.24662130",NULL,"Sant'Angelo Lomellina","Pavia","Lombardia","3","0","0","0","0","0","0","0","0","0","0","0","0"
"18145","598","9.36114462","45.10854539","18145","San Zenone al Po","Pavia","Lombardia","3","0","0","0","0","0","0","0","0","0","0","0","0"
"18146","1760","8.66185489","45.11434048","18146","Sartirana Lomellina","Pavia","Lombardia","3","2","4","5","5","2","7","0","0","0","1","0","0"
"18147","967","8.91019032","45.12493797","18147","Scaldasole","Pavia","Lombardia","3","0","0","0","0","0","0","0","0","0","0","0","0"
"18148","257","8.72970509","45.13736987","18148","Semiana","Pavia","Lombardia","3","0","0","0","0","0","0","0","0","0","0","0","0"
"18149","680","8.94817867","45.03996573","18149","Silvano Pietra","Pavia","Lombardia","3","0","0","0","0","0","0","0","0","0","0","0","0"
"18150","5807","9.19872487","45.32016711","18150","Siziano","Pavia","Lombardia","3","6","5","4","3","5","10","0","0","0","1","0","0"
"18151","1146","9.08377546","45.13223484","18151","Sommo","Pavia","Lombardia","3","0","0","0","0","0","0","0","0","0","0","0","0"
"18152","602","9.34922713","45.11373851","18152","Spessa","Pavia","Lombardia","3","0","0","0","0","0","0","0","0","0","0","0","0"
"18153","11639","9.29516730","45.07530591","18153","Stradella","Pavia","Lombardia","3","12","12","14","12","9","17","0","0","0","1","0","0"
"18154","651","8.74304811","45.02945257","18154","Suardi","Pavia","Lombardia","3","0","0","0","0","0","0","0","0","0","0","0","0"
"18155","1693","9.08644549","44.97654992","18155","Torrazza Coste","Pavia","Lombardia","3","3","0","2","2","2","11","0","0","0","1","0","0"
"18156","588","8.67030548","45.05996692","18156","Torre Beretti e Castellaro","Pavia","Lombardia","3","0","0","0","0","0","0","0","0","0","0","0","0"
"18157","977","9.31681664","45.24240140","18157","Torre d'Arese","Pavia","Lombardia","3","0","0","0","0","0","0","0","0","0","0","0","0"
"18158","347","9.33560207","45.15066298","18158","Torre de' Negri","Pavia","Lombardia","3","0","0","0","0","0","0","0","0","0","0","0","0"
"18159","2395","9.07639687","45.21746495","18159","Torre d'Isola","Pavia","Lombardia","3","0","0","0","0","0","0","0","0","0","0","0","0"
"18160","3427","9.29792661","45.28286993","18160","Torrevecchia Pia","Pavia","Lombardia","3","0","0","0","0","0","0","0","0","0","0","0","0"
"18161","837","9.17584206","45.01559546",NULL,"Torricella Verzate","Pavia","Lombardia","3","0","0","0","0","0","0","0","0","0","0","0","0"
"18162","4361","9.16151622","45.15248202","18162","Travac� Siccomario","Pavia","Lombardia","3","0","0","0","0","0","0","0","0","0","0","0","0"
"18163","2036","9.04708121","45.26094339","18163","Trivolzio","Pavia","Lombardia","3","0","0","0","0","0","0","0","0","0","0","0","0"
"18164","3828","8.86959755","45.21183831",NULL,"Tromello","Pavia","Lombardia","3","0","0","0","0","0","0","0","0","0","0","0","0"
"18165","1023","9.03576818","45.28284959","18165","Trovo","Pavia","Lombardia","3","0","0","0","0","0","0","0","0","0","0","0","0"
"18166","655","9.16683303","44.87933288","18166","Val di Nizza","Pavia","Lombardia","3","0","0","0","0","0","0","0","0","0","0","0","0"
"18167","236","8.86129109","45.15064328","18167","Valeggio","Pavia","Lombardia","3","0","0","0","0","0","0","0","0","0","0","0","0"
"18168","2153","8.66495548","45.14711708",NULL,"Valle Lomellina","Pavia","Lombardia","3","0","0","0","0","0","0","0","0","0","0","0","0"
"18169","1537","9.23298223","45.16962743","18169","Valle Salimbene","Pavia","Lombardia","3","0","0","0","0","0","0","0","0","0","0","0","0"
"18171","3405","9.19627250","44.82199953","18171","Varzi","Pavia","Lombardia","3","4","5","3","11","3","17","0","0","0","1","0","0"
"18172","101","8.73721007","45.16370704",NULL,"Velezzo Lomellina","Pavia","Lombardia","3","0","0","0","0","0","0","0","0","0","0","0","0"
"18173","3066","9.10213278","45.26952835",NULL,"Vellezzo Bellini","Pavia","Lombardia","3","0","0","0","0","0","0","0","0","0","0","0","0"
"18174","386","9.10769690","45.04004064","18174","Verretto","Pavia","Lombardia","3","0","0","0","0","0","0","0","0","0","0","0","0"
"18175","1319","9.17316700","45.11132967","18175","Verrua Po","Pavia","Lombardia","3","0","0","0","0","0","0","0","0","0","0","0","0"
"18176","5933","9.23483143","45.29187437","18176","Vidigulfo","Pavia","Lombardia","3","5","5","7","5","3","8","0","0","0","1","0","0"
"18177","60109","8.85987557","45.31761391",NULL,"Vigevano","Pavia","Lombardia","3","0","0","0","0","0","0","0","0","0","0","0","0"
"18178","75","8.78668897","45.08995761","18178","Villa Biscossi","Pavia","Lombardia","3","0","0","0","0","0","0","0","0","0","0","0","0"
"18179","770","9.04324484","45.17133665","18179","Villanova d'Ardenghi","Pavia","Lombardia","3","0","0","0","0","0","0","0","0","0","0","0","0"
"18180","3153","9.36041071","45.22071855","18180","Villanterio","Pavia","Lombardia","3","1","3","4","8","4","8","0","0","0","1","0","0"
"18181","1546","9.30645859","45.21147861","18181","Vistarino","Pavia","Lombardia","3","0","0","0","0","0","0","0","0","0","0","0","0"
"18182","38174","9.00852362","44.99312509","18182","Voghera","Pavia","Lombardia","3","39","54","44","36","46","121","0","0","0","1","0","0"
"18183","133","9.29747619","44.95378870","18183","Volpara","Pavia","Lombardia","3","0","0","0","0","0","0","0","0","0","0","0","0"
"18184","1036","9.26543670","44.86874500","18184","Zavattarello","Pavia","Lombardia","3","3","0","2","3","1","16","0","0","0","1","0","0"
"18185","1696","9.19841152","45.26093049","18185","Zeccone","Pavia","Lombardia","3","0","0","0","0","0","0","0","0","0","0","0","0"
"18186","1082","8.66631170","45.19492928","18186","Zeme","Pavia","Lombardia","3","0","0","0","0","0","0","0","0","0","0","0","0"
"18187","478","9.32664307","45.05390342","18187","Zenevredo","Pavia","Lombardia","3","0","0","0","0","0","0","0","0","0","0","0","0"
"18188","445","9.39545253","45.11055284","18188","Zerbo","Pavia","Lombardia","3","0","0","0","0","0","0","0","0","0","0","0","0"
"18189","1653","9.01438660","45.20676064","18189","Zerbol�","Pavia","Lombardia","3","0","0","0","0","0","0","0","0","0","0","0","0"
"18190","3223","9.02849669","45.12824661","18190","Zinasco","Pavia","Lombardia","3","0","0","0","0","0","0","0","0","0","0","0","0"
"18191","895","8.91089","45.0439","18191","Cornale e Bastida","Pavia","Lombardia","3","0","0","0","0","0","0","0","0","0","0","0","0"
"18192","2490","9.3704","45.1588","18192","Corteolona e Genzone","Pavia","Lombardia","3","2","5","6","3","7","5","0","0","0","1","0","0"
"18193","1156",NULL,NULL,NULL,"Colli Verdi","Pavia","Lombardia","3","0","0","0","0","0","0","0","0","0","0","0","0"
"19001","1302","9.88878548","45.16831524","19001","Acquanegra Cremonese","Cremona","Lombardia","3","1","3","3","0","3","18","0","0","0","1","0","0"
"19002","3757","9.55920587","45.44713529","19002","Agnadello","Cremona","Lombardia","3","2","0","3","2","2","10","0","0","0","1","0","0"
"19003","2075","9.88185079","45.24474357","19003","Annicco","Cremona","Lombardia","3","2","1","2","4","3","10","0","0","0","1","0","0"
"19004","717","9.91970439","45.31311906",NULL,"Azzanello","Cremona","Lombardia","3","0","0","0","0","0","0","0","0","0","0","0","0"
"19005","4788","9.60916312","45.36153682","19005","Bagnolo Cremasco","Cremona","Lombardia","3","3","4","1","2","5","18","0","0","0","1","0","0"
"19006","1485","10.07836814","45.11404791","19006","Bonemerse","Cremona","Lombardia","3","0","0","0","0","0","0","0","0","0","0","0","0"
"19007","621","9.98705144","45.29285106","19007","Bordolano","Cremona","Lombardia","3","0","0","0","0","0","0","0","0","0","0","0","0"
"19009","1260","10.44206219","45.12883088","19009","Calvatone","Cremona","Lombardia","3","0","0","0","0","0","0","0","0","0","0","0","0"
"19010","1303","9.74619291","45.44259064","19010","Camisano","Cremona","Lombardia","3","0","0","0","0","0","0","0","0","0","0","0","0"
"19011","683","9.66944164","45.39913388","19011","Campagnola Cremasca","Cremona","Lombardia","3","0","0","0","0","0","0","0","0","0","0","0","0"
"19012","2095","9.64414845","45.33808233","19012","Capergnanica","Cremona","Lombardia","3","1","1","3","3","4","9","0","0","0","1","0","0"
"19013","577","9.83810498","45.24652266","19013","Cappella Cantone","Cremona","Lombardia","3","0","0","0","0","0","0","0","0","0","0","0","0"
"19014","439","10.23012535","45.15912616","19014","Cappella de' Picenardi","Cremona","Lombardia","3","0","0","0","0","0","0","0","0","0","0","0","0"
"19015","2452","9.64243814","45.44227445","19015","Capralba","Cremona","Lombardia","3","1","6","2","1","1","9","0","0","0","1","0","0"
"19016","4103","9.96168245","45.25201488","19016","Casalbuttano ed Uniti","Cremona","Lombardia","3","16","7","11","9","11","64","0","0","0","1","0","0"
"19017","1826","9.71390281","45.43160829","19017","Casale Cremasco-Vidolasco","Cremona","Lombardia","3","0","0","0","0","0","0","0","0","0","0","0","0"
"19018","1180","9.61679215","45.31812763","19018","Casaletto Ceredano","Cremona","Lombardia","3","0","0","0","0","0","0","0","0","0","0","0","0"
"19019","548","9.78130227","45.41861722","19019","Casaletto di Sopra","Cremona","Lombardia","3","0","0","0","0","0","0","0","0","0","0","0","0"
"19020","1761","9.62904260","45.40727512","19020","Casaletto Vaprio","Cremona","Lombardia","3","0","0","0","0","0","0","0","0","0","0","0","0"
"19021","15111","10.41378078","44.98742209","19021","Casalmaggiore","Cremona","Lombardia","3","9","11","23","8","14","58","0","0","0","1","0","0"
"19022","1680","9.89784097","45.28708993","19022","Casalmorano","Cremona","Lombardia","3","1","2","5","6","4","27","0","0","0","1","0","0"
"19023","576","10.40578209","45.07067841","19023","Casteldidone","Cremona","Lombardia","3","0","0","0","0","0","0","0","0","0","0","0","0"
"19024","455","9.71762345","45.46846383",NULL,"Castel Gabbiano","Cremona","Lombardia","3","0","0","0","0","0","0","0","0","0","0","0","0"
"19025","9506","9.76489432","45.29350315","19025","Castelleone","Cremona","Lombardia","3","13","12","12","8","9","56","0","0","0","1","0","0"
"19026","5651","9.99696281","45.18570753","19026","Castelverde","Cremona","Lombardia","3","6","6","8","3","8","43","0","0","0","1","0","0"
"19027","330","9.94220743","45.30567509",NULL,"Castelvisconti","Cremona","Lombardia","3","0","0","0","0","0","0","0","0","0","0","0","0"
"19028","553","10.22126378","45.09615732","19028","Cella Dati","Cremona","Lombardia","3","0","0","0","0","0","0","0","0","0","0","0","0"
"19029","2240","9.61612290","45.33750304","19029","Chieve","Cremona","Lombardia","3","0","0","0","0","0","0","0","0","0","0","0","0"
"19030","955","10.19404190","45.16761765","19030","Cicognolo","Cremona","Lombardia","3","0","0","0","0","0","0","0","0","0","0","0","0"
"19031","1371","10.27527725","45.08416020","19031","Cingia de' Botti","Cremona","Lombardia","3","1","2","5","3","7","24","0","0","0","1","0","0"
"19032","1123","10.00735107","45.27264649","19032","Corte de' Cortesi con Cignone","Cremona","Lombardia","3","0","0","0","0","0","0","0","0","0","0","0","0"
"19033","1423","10.09695797","45.22006346","19033","Corte de' Frati","Cremona","Lombardia","3","0","0","0","0","0","0","0","0","0","0","0","0"
"19034","1645","9.65512749","45.30286286","19034","Credera Rubbiano","Cremona","Lombardia","3","0","0","0","0","0","0","0","0","0","0","0","0"
"19035","33091","9.68736190","45.36329144","19035","Crema","Cremona","Lombardia","3","29","34","32","32","39","158","0","0","0","1","0","0"
"19036","69589","10.02420865","45.13336675","19036","Cremona","Cremona","Lombardia","3","73","77","65","77","85","361","0","0","0","1","0","0"
"19037","1580","9.64028087","45.39578850","19037","Cremosano","Cremona","Lombardia","3","0","0","0","0","0","0","0","0","0","0","0","0"
"19038","654","9.85252768","45.16136831","19038","Crotta d'Adda","Cremona","Lombardia","3","0","0","0","0","0","0","0","0","0","0","0","0"
"19039","447","9.83631833","45.35455461","19039","Cumignano sul Naviglio","Cremona","Lombardia","3","0","0","0","0","0","0","0","0","0","0","0","0"
"19040","310","10.24830654","45.11014217","19040","Derovere","Cremona","Lombardia","3","0","0","0","0","0","0","0","0","0","0","0","0"
"19041","3865","9.53819770","45.36350267","19041","Dovera","Cremona","Lombardia","3","3","5","6","1","3","10","0","0","0","1","0","0"
"19043","1200","9.77855341","45.33639762","19043","Fiesco","Cremona","Lombardia","3","0","0","0","0","0","0","0","0","0","0","0","0"
"19044","1116","9.77073788","45.22306217","19044","Formigara","Cremona","Lombardia","3","0","0","0","0","0","0","0","0","0","0","0","0"
"19045","899","10.22168010","45.21581505","19045","Gabbioneta-Binanuova","Cremona","Lombardia","3","0","0","0","0","0","0","0","0","0","0","0","0"
"19046","2015","10.11603436","45.15529613","19046","Gadesco-Pieve Delmona","Cremona","Lombardia","3","0","0","0","0","0","0","0","0","0","0","0","0"
"19047","1178","9.87778112","45.33487444",NULL,"Genivolta","Cremona","Lombardia","3","0","0","0","0","0","0","0","0","0","0","0","0"
"19048","1283","10.03838081","45.10680778","19048","Gerre de' Caprioli","Cremona","Lombardia","3","0","0","0","0","0","0","0","0","0","0","0","0"
"19049","636","9.73002160","45.26222878",NULL,"Gombito","Cremona","Lombardia","3","0","0","0","0","0","0","0","0","0","0","0","0"
"19050","1469","10.15161743","45.20140495","19050","Grontardo","Cremona","Lombardia","3","0","0","0","0","0","0","0","0","0","0","0","0"
"19051","1873","9.86736262","45.19324785",NULL,"Grumello Cremonese ed Uniti","Cremona","Lombardia","3","0","0","0","0","0","0","0","0","0","0","0","0"
"19052","2873","10.34635794","45.00988015","19052","Gussola","Cremona","Lombardia","3","3","2","4","4","4","10","0","0","0","1","0","0"
"19053","1231","10.31183922","45.17346097","19053","Isola Dovarese","Cremona","Lombardia","3","2","1","1","3","4","8","0","0","0","1","0","0"
"19054","2068","9.75509291","45.35573177",NULL,"Izano","Cremona","Lombardia","3","0","0","0","0","0","0","0","0","0","0","0","0"
"19055","2931","9.72762376","45.34334663","19055","Madignano","Cremona","Lombardia","3","3","3","1","2","1","14","0","0","0","1","0","0"
"19056","1525","10.11422694","45.13494893","19056","Malagnino","Cremona","Lombardia","3","2","2","1","0","0","5","0","0","0","1","0","0"
"19057","1893","10.37927438","45.01090343","19057","Martignana di Po","Cremona","Lombardia","3","3","1","0","1","1","4","0","0","0","1","0","0"
"19058","2356","9.57285773","45.37223703","19058","Monte Cremasco","Cremona","Lombardia","3","0","2","0","2","3","8","0","0","0","1","0","0"
"19059","2606","9.71079969","45.28626458",NULL,"Montodine","Cremona","Lombardia","3","0","0","0","0","0","0","0","0","0","0","0","0"
"19060","822","9.68132273","45.29357867","19060","Moscazzano","Cremona","Lombardia","3","0","0","0","0","0","0","0","0","0","0","0","0"
"19061","980","10.25959107","45.05446451","19061","Motta Baluffi","Cremona","Lombardia","3","3","4","1","2","1","4","0","0","0","1","0","0"
"19062","5869","9.74131684","45.38160349","19062","Offanengo","Cremona","Lombardia","3","6","8","6","8","1","35","0","0","0","1","0","0"
"19063","967","10.02474325","45.23446724","19063","Olmeneta","Cremona","Lombardia","3","0","0","0","0","0","0","0","0","0","0","0","0"
"19064","3020","10.24873256","45.22180341","19064","Ostiano","Cremona","Lombardia","3","7","1","1","2","1","13","0","0","0","1","0","0"
"19065","1480","9.92758336","45.23876047","19065","Paderno Ponchielli","Cremona","Lombardia","3","2","1","5","1","0","7","0","0","0","1","0","0"
"19066","3848","9.57793306","45.38905006","19066","Palazzo Pignano","Cremona","Lombardia","3","0","2","1","2","4","8","0","0","0","1","0","0"
"19067","8885","9.55269092","45.40668143","19067","Pandino","Cremona","Lombardia","3","8","11","9","6","3","46","0","0","0","1","0","0"
"19068","3372","10.10335531","45.18462151",NULL,"Persico Dosimo","Cremona","Lombardia","3","0","0","0","0","0","0","0","0","0","0","0","0"
"19069","1608","10.18509595","45.19704222","19069","Pescarolo ed Uniti","Cremona","Lombardia","3","0","0","0","0","0","0","0","0","0","0","0","0"
"19070","673","10.24812085","45.18504294",NULL,"Pessina Cremonese","Cremona","Lombardia","3","0","0","0","0","0","0","0","0","0","0","0","0"
"19072","2561","9.69280925","45.40046685","19072","Pianengo","Cremona","Lombardia","3","3","2","2","1","0","7","0","0","0","1","0","0"
"19073","1152","9.61072341","45.42516414","19073","Pieranica","Cremona","Lombardia","3","0","0","0","0","0","0","0","0","0","0","0","0"
"19074","1295","10.12205833","45.09182746","19074","Pieve d'Olmi","Cremona","Lombardia","3","0","0","0","0","0","0","0","0","0","0","0","0"
"19075","1624","10.18674451","45.12808126","19075","Pieve San Giacomo","Cremona","Lombardia","3","0","0","0","0","0","0","0","0","0","0","0","0"
"19076","6703","9.78313165","45.18664763","19076","Pizzighettone","Cremona","Lombardia","3","7","4","12","9","11","44","0","0","0","1","0","0"
"19077","1471","10.04846986","45.20096583","19077","Pozzaglio ed Uniti","Cremona","Lombardia","3","0","0","0","0","0","0","0","0","0","0","0","0"
"19078","910","9.61843663","45.42024179","19078","Quintano","Cremona","Lombardia","3","0","0","0","0","0","0","0","0","0","0","0","0"
"19079","1770","9.72366022","45.40554807","19079","Ricengo","Cremona","Lombardia","3","0","0","0","0","0","0","0","0","0","0","0","0"
"19080","1055","9.72730407","45.30163222",NULL,"Ripalta Arpina","Cremona","Lombardia","3","0","0","0","0","0","0","0","0","0","0","0","0"
"19081","3394","9.69085968","45.33548635","19081","Ripalta Cremasca","Cremona","Lombardia","3","2","4","4","1","4","12","0","0","0","1","0","0"
"19082","535","9.70454366","45.30599095",NULL,"Ripalta Guerina","Cremona","Lombardia","3","0","0","0","0","0","0","0","0","0","0","0","0"
"19083","2077","10.46878910","45.02785830","19083","Rivarolo del Re ed Uniti","Cremona","Lombardia","3","1","1","3","3","1","3","0","0","0","1","0","0"
"19084","7918","9.51356807","45.46963995","19084","Rivolta d'Adda","Cremona","Lombardia","3","12","11","7","6","9","28","0","0","0","1","0","0"
"19085","2438","10.07860016","45.26006795","19085","Robecco d'Oglio","Cremona","Lombardia","3","0","0","0","0","0","0","0","0","0","0","0","0"
"19086","3021","9.78545791","45.37734979","19086","Romanengo","Cremona","Lombardia","3","4","4","5","5","2","21","0","0","0","1","0","0"
"19087","1169","9.78035753","45.35457978",NULL,"Salvirola","Cremona","Lombardia","3","0","0","0","0","0","0","0","0","0","0","0","0"
"19088","2207","9.81348816","45.24650968","19088","San Bassano","Cremona","Lombardia","3","5","10","1","5","6","9","0","0","0","1","0","0"
"19089","1419","10.17634391","45.06726612","19089","San Daniele Po","Cremona","Lombardia","3","1","1","1","3","0","4","0","0","0","1","0","0"
"19090","1875","10.37841100","45.07745004","19090","San Giovanni in Croce","Cremona","Lombardia","3","4","1","0","2","3","5","0","0","0","1","0","0"
"19091","473","10.31565993","45.07242871","19091","San Martino del Lago","Cremona","Lombardia","3","0","0","0","0","0","0","0","0","0","0","0","0"
