istat,comune,lng,lat
16131,Madone,9.54994881,45.65199573
16132,Mapello,9.54573257,45.70939829
16133,Martinengo,9.76736896,45.57167298
16134,Mezzoldo,9.66566839,46.01220471
16135,Misano di Gera d'Adda,9.62059954,45.46855110
16136,Moio de' Calvi,9.70058412,45.95144174
16137,Monasterolo del Castello,9.93135584,45.76326118
16139,Montello,9.80506490,45.67091191
16140,Morengo,9.70220970,45.53200212
16141,Mornico al Serio,9.80871213,45.59054900
16142,Mozzanica,9.69375604,45.47709603
16143,Mozzo,9.60902504,45.70017710
16144,Nembro,9.75892641,45.74353321
16145,Olmo al Brembo,9.64893935,45.96953727
16146,Oltre il Colle,9.76684312,45.89272446
16147,Oltressenda Alta,9.94421623,45.91448234
16148,Oneta,9.81927675,45.87142446
16149,Onore,10.00997787,45.89257892
16150,Orio al Serio,9.69151337,45.67573293
16151,Ornica,9.57845482,45.98891231
16152,Osio Sopra,9.59192450,45.62977209
16153,Osio Sotto,9.59270829,45.61618219
16154,Pagazzano,9.67331479,45.53359411
16155,Paladina,9.60637977,45.72721062
16156,Palazzago,9.53730572,45.75122637
16157,Palosco,9.83787414,45.58347493
16158,Parre,9.89189745,45.87706854
16159,Parzanica,10.03589843,45.73811128
16160,Pedrengo,9.73413550,45.69842976
16161,Peia,9.89707550,45.79967397
16162,Pianico,10.04353627,45.81099519
16163,Piario,9.92643911,45.89596376
16164,Piazza Brembana,9.67734981,45.94631547
16165,Piazzatorre,9.68557205,45.99001243
16166,Piazzolo,9.67228091,45.97907415
16167,Pognano,9.64199470,45.58590063
16168,Ponte Nossa,9.88739539,45.86954276
16169,Ponteranica,9.65475910,45.73073708
16170,Ponte San Pietro,9.58690420,45.69898952
16171,Pontida,9.50045312,45.73147772
16172,Pontirolo Nuovo,9.56780777,45.56867250
16173,Pradalunga,9.78432737,45.74796639
16174,Predore,10.01950385,45.68066321
16175,Premolo,9.87533480,45.86859604
16176,Presezzo,9.56670539,45.69162228
16177,Pumenengo,9.86772503,45.48030174
16178,Ranica,9.71460508,45.72696442
16179,Ranzanico,9.93612409,45.78860457
16180,Riva di Solto,10.03938351,45.77417492
16182,Rogno,10.13343949,45.85782003
16183,Romano di Lombardia,9.75316933,45.51945126
16184,Roncobello,9.74782375,45.95643792
16185,Roncola,9.56102894,45.76925026
16186,Rota d'Imagna,9.51152824,45.83414786
16187,Rovetta,9.98490261,45.89111129
16188,San Giovanni Bianco,9.65182322,45.87456477
16189,San Paolo d'Argon,9.80174843,45.68763520
16190,San Pellegrino Terme,9.66330535,45.83833313
16191,Santa Brigida,9.62343680,45.98128440
16193,Sarnico,9.95835303,45.66799802
16194,Scanzorosciate,9.73679641,45.71186891
16195,Schilpario,10.15451561,46.00956474
16196,Sedrina,9.62345823,45.77991523
16197,Selvino,9.75012725,45.78074838
16198,Seriate,9.71764216,45.68353578
16199,Serina,9.73009145,45.87138372
16200,Solto Collina,10.02592875,45.78223969
16201,Songavazzo,9.98981791,45.88091617
16202,Sorisole,9.66253698,45.74474021
16203,Sotto il Monte Giovanni XXIII,9.49887457,45.70569781
16204,Sovere,10.02552685,45.82415622
16205,Spinone al Lago,9.92154248,45.76476001
16206,Spirano,9.67098717,45.58217246
16207,Stezzano,9.65102483,45.64975666
16208,Strozza,9.57785981,45.77424733
16209,Suisio,9.50127414,45.65978989
16210,Taleggio,9.56480824,45.89403010
16211,Tavernola Bergamasca,10.04532871,45.70922375
16212,Telgate,9.85342403,45.62729393
16213,Terno d'Isola,9.53143321,45.68359940
16214,Torre Boldone,9.70773248,45.71609034
16216,Torre de' Roveri,9.77220696,45.69951084
16217,Torre Pallavicina,9.86262527,45.44145792
16218,Trescore Balneario,9.84277423,45.69508834
16219,Treviglio,9.59264990,45.52176480
16220,Treviolo,9.61127104,45.67161825
16221,Ubiale Clanezzo,9.61669209,45.78339354
16222,Urgnano,9.68917779,45.59854143
16223,Valbondione,10.01261961,46.03798458
16224,Valbrembo,9.60836917,45.71643237
16225,Valgoglio,9.91394219,45.97559532
16226,Valleve,9.74322887,46.02819671
16227,Valnegra,9.68946994,45.94911785
16229,Valtorta,9.53500677,45.97757770
16230,Vedeseta,9.54266151,45.88945904
16232,Verdellino,9.61534181,45.60418483
16233,Verdello,9.62702383,45.60652189
16234,Vertova,9.84987255,45.80858625
16235,Viadanica,9.96132435,45.68552811
16236,Vigano San Martino,9.89576413,45.72609362
16237,Vigolo,10.02631466,45.71641986
16238,Villa d'Adda,9.46461423,45.71283271
16239,Villa d'Almè,9.61792022,45.74634480
16240,Villa di Serio,9.73419702,45.72011449
16241,Villa d'Ogna,9.93053034,45.90754175
16242,Villongo,9.93475122,45.67239404
16243,Vilminore di Scalve,10.09528648,45.99794954
16244,Zandobbio,9.85241484,45.68654224
16245,Zanica,9.68097350,45.64195570
16246,Zogno,9.66791865,45.79482160
16247,Costa Serina,9.73922304,45.83100576
16248,Algua,9.72222924,45.82583705
16249,Cornalba,9.74464480,45.85024428
16250,Medolago,9.49354197,45.67277395
16251,Solza,9.49030904,45.67777081
16252,Sant'Omobono Terme,9.5187,45.8168
16253,Val Brembilla,9.59647,45.8211
17001,Acquafredda,10.41190041,45.30716861
17002,Adro,9.95535378,45.62514272
17003,Agnosine,10.35768430,45.64771077
17004,Alfianello,10.14824994,45.26758605
17005,Anfo,10.49379785,45.76575000
17006,Angolo Terme,10.14687744,45.89295916
17007,Artogne,10.16452435,45.84832151
17008,Azzano Mella,10.11359436,45.45482356
17009,Bagnolo Mella,10.17928028,45.42902132
17010,Bagolino,10.46893818,45.82122915
17011,Barbariga,10.05674386,45.40397218
17012,Barghe,10.40612722,45.67799548
17013,Bassano Bresciano,10.12684596,45.33019122
17014,Bedizzole,10.42277837,45.51035884
17015,Berlingo,10.03295371,45.50276977
17016,Berzo Demo,10.33300826,46.09287052
17017,Berzo Inferiore,10.27867321,45.93225933
17018,Bienno,10.29546917,45.93555453
17019,Bione,10.34057147,45.67402934
17020,Borgo San Giacomo,9.97101776,45.35011663
17021,Borgosatollo,10.23603582,45.47507645
17022,Borno,10.20580785,45.94679424
17023,Botticino,10.32329909,45.54329565
17024,Bovegno,10.27221530,45.79234745
17025,Bovezzo,10.24349364,45.59163275
17026,Brandico,10.05092043,45.45427209
17027,Braone,10.34243041,45.99021192
17028,Breno,10.30204086,45.95601285
17029,Brescia,10.21910323,45.53993052
17030,Brione,10.14980761,45.64071464
17031,Caino,10.31575694,45.61251414
17032,Calcinato,10.41651764,45.45747040
17033,Calvagese della Riviera,10.44602336,45.53921951
17034,Calvisano,10.34287551,45.34907813
17035,Capo di Ponte,10.34280170,46.02999867
17036,Capovalle,10.54484270,45.75406745
17037,Capriano del Colle,10.12640959,45.45516249
17038,Capriolo,9.93602291,45.63979785
17039,Carpenedolo,10.43152580,45.36118859
17040,Castegnato,10.11683832,45.56211690
17041,Castelcovati,9.94319171,45.50607430
17042,Castel Mella,10.14188166,45.49759872
17043,Castenedolo,10.30043916,45.47135901
17044,Casto,10.32059748,45.69508611
17045,Castrezzato,9.97671546,45.51108736
17046,Cazzago San Martino,10.02501501,45.58101331
17047,Cedegolo,10.34999445,46.07576226
17048,Cellatica,10.17777203,45.58268839
17049,Cerveno,10.32550765,46.00231643
17050,Ceto,10.35184980,46.00235809
17051,Cevo,10.37037619,46.08019094
17052,Chiari,9.93052864,45.53684360
17053,Cigole,10.19136828,45.30993454
17054,Cimbergo,10.36307614,46.02385329
17055,Cividate Camuno,10.27954747,45.94348981
17056,Coccaglio,9.97696104,45.56238459
17057,Collebeato,10.21388771,45.58567193
17058,Collio,10.33333286,45.81116683
17059,Cologne,9.94305337,45.58560661
17060,Comezzano-Cizzago,9.94904429,45.47259447
17061,Concesio,10.21846104,45.60437212
17062,Corte Franca,10.00698240,45.63719867
17063,Corteno Golgi,10.24224115,46.16596898
17064,Corzano,10.00779086,45.44424630
17065,Darfo Boario Terme,10.18048381,45.88347362
17066,Dello,10.07977147,45.41654998
17067,Desenzano del Garda,10.54158830,45.46858257
17068,Edolo,10.33711194,46.17823140
17069,Erbusco,9.97324124,45.59951824
17070,Esine,10.25917638,45.92401953
17071,Fiesse,10.32170366,45.23334134
17072,Flero,10.17589208,45.48235605
17073,Gambara,10.29778932,45.25386029
17074,Gardone Riviera,10.55799486,45.62009093
17075,Gardone Val Trompia,10.18222299,45.68909413
17076,Gargnano,10.65994462,45.68981041
17077,Gavardo,10.43467889,45.58673467
17078,Ghedi,10.27692536,45.40219778
17079,Gianico,10.18397330,45.86531336
17080,Gottolengo,10.27151767,45.29173169
17081,Gussago,10.15314832,45.59242495
17082,Idro,10.47401396,45.73701964
17083,Incudine,10.35819325,46.22211483
17084,Irma,10.28384537,45.77119698
17085,Iseo,10.05004398,45.65982928
17086,Isorella,10.31665753,45.30756270
17087,Lavenone,10.43796818,45.73901274
17088,Leno,10.21741867,45.36749972
17089,Limone sul Garda,10.79290209,45.81333026
17090,Lodrino,10.27760199,45.71774346
17091,Lograto,10.05743850,45.48318568
17092,Lonato del Garda,10.48429285,45.46089172
17093,Longhena,10.05965597,45.43814089
17094,Losine,10.31750867,45.98358956
17095,Lozio,10.26089085,45.98563822
17096,Lumezzane,10.26175600,45.65014976
17097,Maclodio,10.04178291,45.47674013
17098,Magasa,10.61640340,45.78147613
17099,Mairano,10.07630769,45.45020038
17100,Malegno,10.27241110,45.95070971
17101,Malonno,10.31478286,46.11866545
17102,Manerba del Garda,10.55142577,45.55009614
17103,Manerbio,10.13902184,45.35430213
17104,Marcheno,10.21419546,45.70599766
17105,Marmentino,10.28194328,45.75282746
17106,Marone,10.09156211,45.73709034
17107,Mazzano,10.35979044,45.50360347
17108,Milzano,10.20043867,45.27554151
17109,Moniga del Garda,10.53704308,45.53051675
17110,Monno,10.33803738,46.21261535
17111,Monte Isola,10.07929693,45.71498601
17112,Monticelli Brusati,10.09789844,45.63426021
17113,Montichiari,10.39528281,45.41224627
17114,Montirone,10.23111054,45.44377294
17115,Mura,10.34201401,45.71306707
17116,Muscoline,10.46032704,45.56438947
17117,Nave,10.27904530,45.58467547
17118,Niardo,10.33589978,45.97872723
17119,Nuvolento,10.38327962,45.54783467
17120,Nuvolera,10.37015909,45.53332556
17121,Odolo,10.38824584,45.64856079
17122,Offlaga,10.11630783,45.38652358
17123,Ome,10.12416033,45.62489528
17124,Ono San Pietro,10.32924402,46.01645153
17125,Orzinuovi,9.92176686,45.40249790
17126,Orzivecchi,9.96045414,45.42088848
17127,Ospitaletto,10.07517023,45.55686172
17128,Ossimo,10.22847608,45.94575301
17129,Padenghe sul Garda,10.50836300,45.50945065
17130,Paderno Franciacorta,10.07776175,45.59040880
17131,Paisco Loveno,10.29275715,46.07887268
17132,Paitone,10.39994355,45.55300477
17133,Palazzolo sull'Oglio,9.88582148,45.59847763
17134,Paratico,9.95761989,45.66159516
17135,Paspardo,10.37106349,46.02986988
17136,Passirano,10.06402728,45.59815323
17137,Pavone del Mella,10.20804853,45.30332169
17138,San Paolo,10.02462174,45.37129663
17139,Pertica Alta,10.34429218,45.74264899
17140,Pertica Bassa,10.37304046,45.75333445
17141,Pezzaze,10.23921621,45.77493143
17142,Pian Camuno,10.15748085,45.84371740
17143,Pisogne,10.10889801,45.80480282
17144,Polaveno,10.12424826,45.66119599
17145,Polpenazze del Garda,10.50463489,45.54718730
17146,Pompiano,9.98715490,45.43278121
17147,Poncarale,10.17396244,45.46051196
17148,Ponte di Legno,10.51145860,46.25647207
17149,Pontevico,10.08503009,45.27359729
17150,Pontoglio,9.85265228,45.57062305
17151,Pozzolengo,10.62709464,45.40285678
17152,Pralboino,10.21488169,45.26809429
17153,Preseglie,10.39292980,45.66534492
17155,Prevalle,10.42121638,45.54705532
17156,Provaglio d'Iseo,10.04214968,45.63777633
17157,Provaglio Val Sabbia,10.43392813,45.68857672
17158,Puegnago sul Garda,10.50991136,45.57047242
17159,Quinzano d'Oglio,10.00872258,45.31368546
17160,Remedello,10.37196398,45.27889584
17161,Rezzato,10.31849233,45.51341274
17162,Roccafranca,9.91198460,45.46414262
17163,Rodengo Saiano,10.10929589,45.60058750
17164,Roè Volciano,10.49404000,45.62400951
17165,Roncadelle,10.15130870,45.52806210
17166,Rovato,9.99763789,45.56808537
17167,Rudiano,9.88423225,45.48851850
17168,Sabbio Chiese,10.41553263,45.65676279
17169,Sale Marasino,10.11288737,45.71409232
17170,Salò,10.53231140,45.60713769
17171,San Felice del Benaco,10.55377221,45.58275139
17172,San Gervasio Bresciano,10.14967036,45.30601971
17173,San Zeno Naviglio,10.21455357,45.49134250
17174,Sarezzo,10.20297691,45.65378299
17175,Saviore dell'Adamello,10.39820737,46.08049071
17176,Sellero,10.33811802,46.06872235
17177,Seniga,10.17716028,45.24361392
17178,Serle,10.36886737,45.56174398
17179,Sirmione,10.60946835,45.46231487
17180,Soiano del Lago,10.51363282,45.53667141
17181,Sonico,10.35211195,46.16331325
17182,Sulzano,10.10278206,45.69073811
17183,Tavernole sul Mella,10.24024832,45.74807504
17184,Temù,10.47047130,46.24975113
17185,Tignale,10.72185074,45.73951579
17186,Torbole Casaglia,10.10502624,45.50830989
17187,Toscolano-Maderno,10.60624725,45.64167518
17188,Travagliato,10.08021884,45.52337617
17189,Tremosine sul Garda,10.75381073,45.76695652
17190,Trenzano,10.01571144,45.47595167
17191,Treviso Bresciano,10.46199638,45.71274204
17192,Urago d'Oglio,9.87035354,45.51333465
17193,Vallio Terme,10.39578004,45.60922643
17194,Valvestino,10.59482345,45.76184174
17195,Verolanuova,10.07665283,45.32577656
17196,Verolavecchia,10.05181250,45.33052185
17197,Vestone,10.40369545,45.70960367
17198,Vezza d'Oglio,10.40008121,46.24012026
17199,Villa Carcina,10.19527204,45.63141952
17200,Villachiara,9.92960564,45.35687315
17201,Villanuova sul Clisi,10.45370920,45.60166297
17202,Vione,10.44779791,46.24880802
17203,Visano,10.36908371,45.31626037
17204,Vobarno,10.49655796,45.64699577
17205,Zone,10.11661357,45.76219872
17206,Piancogno,10.22051406,45.91880417
18001,Alagna,8.88945222,45.16928391
18002,Albaredo Arnaboldi,9.24350753,45.10683265
18003,Albonese,8.70612790,45.29285040
18004,Albuzzano,9.27717753,45.18754704
18005,Arena Po,9.36186971,45.09443229
18006,Badia Pavese,9.46854900,45.12117417
18007,Bagnaria,9.12433895,44.82607599
18008,Barbianello,9.20599733,45.07570319
18009,Bascapè,9.31542149,45.30464405
18011,Bastida Pancarana,9.09155360,45.08630345
18012,Battuda,9.07740762,45.27357591
18013,Belgioioso,9.31602643,45.16273674
18014,Bereguardo,9.02449546,45.25744652
18015,Borgarello,9.14068907,45.23942871
18016,Borgo Priolo,9.14841048,44.96650803
18017,Borgoratto Mormorolo,9.19322114,44.93011284
18018,Borgo San Siro,8.91269284,45.23483612
18019,Bornasco,9.21835501,45.26637718
18020,Bosnasco,9.35689545,45.06399870
18021,Brallo di Pregola,9.28189064,44.73845550
18022,Breme,8.62332043,45.12790235
18023,Bressana Bottarone,9.13508060,45.07364272
18024,Broni,9.26129813,45.06197007
18025,Calvignano,9.16884328,44.98267158
18026,Campospinoso,9.24669485,45.09360451
18027,Candia Lomellina,8.59816452,45.17473688
18028,Canevino,9.27357320,44.94473370
18029,Canneto Pavese,9.28098021,45.05115779
18030,Carbonara al Ticino,9.05904974,45.16531723
18031,Casanova Lonati,9.21373599,45.09441598
18032,Casatisma,9.13096391,45.04568877
18033,Casei Gerola,8.92707305,45.00630790
18034,Casorate Primo,9.01813904,45.31192430
18035,Cassolnovo,8.80894596,45.36582712
18036,Castana,9.27189802,45.02702606
18037,Casteggio,9.12494869,45.01239955
18038,Castelletto di Branduzzo,9.09766637,45.07018739
18039,Castello d'Agogna,8.68937848,45.23600468
18040,Castelnovetto,8.61139904,45.25437520
18041,Cava Manara,9.10710573,45.13887406
18042,Cecima,9.08168596,44.84781480
18043,Ceranova,9.24226047,45.26001191
18044,Ceretto Lomellina,8.67241282,45.24481961
18045,Cergnago,8.76908632,45.19717197
18046,Certosa di Pavia,9.12741660,45.25434477
18047,Cervesina,9.01775898,45.06117380
18048,Chignolo Po,9.48820517,45.15251471
18049,Cigognola,9.24377127,45.03309465
18050,Cilavegna,8.74367717,45.31042940
18051,Codevilla,9.05549504,44.96399925
18052,Confienza,8.55760228,45.33191517
18053,Copiano,9.32090675,45.19747789
18054,Corana,8.96949055,45.06288562
18057,Corvino San Quirico,9.15892253,45.01556343
18058,Costa de' Nobili,9.37878994,45.13242075
18059,Cozzo,8.61109735,45.19212476
18060,Cura Carpignano,9.25707038,45.21179419
18061,Dorno,8.95195475,45.15485373
18062,Ferrera Erbognone,8.86376906,45.11328526
18063,Filighera,9.31407227,45.17734084
18064,Fortunago,9.18468553,44.92159589
18065,Frascarolo,8.68279849,45.04690209
18066,Galliavola,8.81862618,45.09718401
18067,Gambarana,8.76279748,45.02873481
18068,Gambolò,8.86158530,45.24979779
18069,Garlasco,8.92353757,45.19638380
18071,Gerenzago,9.36220485,45.20355606
18072,Giussago,9.13993742,45.28429328
18073,Godiasco Salice Terme,9.05797207,44.89757219
18074,Golferenzo,9.30696852,44.96175776
18075,Gravellona Lomellina,8.76399625,45.32884890
18076,Gropello Cairoli,8.99214762,45.17717695
18077,Inverno e Monteleone,9.38426433,45.19858107
18078,Landriano,9.25958712,45.31128201
18079,Langosco,8.56284388,45.21533301
18080,Lardirago,9.23437570,45.23543708
18081,Linarolo,9.26788550,45.16021171
18082,Lirio,9.25553586,44.99401253
18083,Lomello,8.79265237,45.12176665
18084,Lungavilla,9.07858780,45.04490566
18085,Magherno,9.32949555,45.22244980
18086,Marcignago,9.07736899,45.25435216
18087,Marzano,9.29457635,45.24758600
18088,Mede,8.73661355,45.09693827
18089,Menconico,9.27906118,44.79595014
18090,Mezzana Bigli,8.84596057,45.06088008
18091,Mezzana Rabattone,9.03229261,45.09470572
18092,Mezzanino,9.20681323,45.12638643
18093,Miradolo Terme,9.44317001,45.17163506
18094,Montalto Pavese,9.20733549,44.97961147
18095,Montebello della Battaglia,9.10100735,44.99970083
18096,Montecalvo Versiggia,9.28398668,44.97040409
18097,Montescano,9.29733537,45.03180352
18098,Montesegale,9.12689667,44.90637183
18099,Monticelli Pavese,9.51274019,45.11050666
18100,Montù Beccaria,9.31241837,45.03883483
18101,Mornico Losana,9.20647093,45.00921957
18102,Mortara,8.73806527,45.25183779
18103,Nicorvo,8.66718852,45.28514650
18104,Olevano di Lomellina,8.71747483,45.21321772
18105,Oliva Gessi,9.17362666,45.00533323
18106,Ottobiano,8.83215280,45.15127105
18107,Palestro,8.53467742,45.30584066
18108,Pancarana,9.05106462,45.07522925
18109,Parona,8.74981845,45.28261312
18110,Pavia,9.16015719,45.18509264
18111,Pietra de' Giorgi,9.22976461,45.02082580
18112,Pieve Albignola,8.96031338,45.11312662
18113,Pieve del Cairo,8.80510102,45.04897446
18114,Pieve Porto Morone,9.43845739,45.11250986
18115,Pinarolo Po,9.16481430,45.06602995
18116,Pizzale,9.04731478,45.03431401
18117,Ponte Nizza,9.09737005,44.85187405
18118,Portalbera,9.32259546,45.09940690
18119,Rea,9.15434003,45.11386906
18120,Redavalle,9.20401766,45.03773197
18121,Retorbido,9.03634536,44.94922806
18122,Rivanazzano Terme,9.01644721,44.93053102
18123,Robbio,8.59395750,45.28911604
18124,Robecco Pavese,9.14865428,45.04842105
18125,Rocca de' Giorgi,9.25216656,44.97158431
18126,Rocca Susella,9.09596542,44.91275863
18127,Rognano,9.08992208,45.28881563
18128,Romagnese,9.32948080,44.83722972
18129,Roncaro,9.27692361,45.22572761
18130,Rosasco,8.57927243,45.25030244
18131,Rovescala,9.35012702,45.01374627
18132,Ruino,9.27345180,44.92787354
18133,San Cipriano Po,9.28086220,45.10908756
18134,San Damiano al Colle,9.34857225,45.02712110
18135,San Genesio ed Uniti,9.17987326,45.23284900
18136,San Giorgio di Lomellina,8.79111791,45.17380714
18137,San Martino Siccomario,9.13451976,45.15715963
18138,Sannazzaro de' Burgondi,8.90828982,45.10316308
18139,Santa Cristina e Bissone,9.40113574,45.15679448
18140,Santa Giuletta,9.18159447,45.03384034
18141,Sant'Alessio con Vialone,9.22506259,45.22209769
18142,Santa Margherita di Staffora,9.24055817,44.77079137
18143,Santa Maria della Versa,9.29994477,44.98468950
18144,Sant'Angelo Lomellina,8.64314480,45.24662130
18145,San Zenone al Po,9.36114462,45.10854539
18146,Sartirana Lomellina,8.66185489,45.11434048
18147,Scaldasole,8.91019032,45.12493797
18148,Semiana,8.72970509,45.13736987
18149,Silvano Pietra,8.94817867,45.03996573
18150,Siziano,9.19872487,45.32016711
18151,Sommo,9.08377546,45.13223484
18152,Spessa,9.34922713,45.11373851
18153,Stradella,9.29516730,45.07530591
18154,Suardi,8.74304811,45.02945257
18155,Torrazza Coste,9.08644549,44.97654992
18156,Torre Beretti e Castellaro,8.67030548,45.05996692
18157,Torre d'Arese,9.31681664,45.24240140
18158,Torre de' Negri,9.33560207,45.15066298
18159,Torre d'Isola,9.07639687,45.21746495
18160,Torrevecchia Pia,9.29792661,45.28286993
18161,Torricella Verzate,9.17584206,45.01559546
18162,Travacò Siccomario,9.16151622,45.15248202
18163,Trivolzio,9.04708121,45.26094339
18164,Tromello,8.86959755,45.21183831
18165,Trovo,9.03576818,45.28284959
18166,Val di Nizza,9.16683303,44.87933288
18167,Valeggio,8.86129109,45.15064328
18168,Valle Lomellina,8.66495548,45.14711708
18169,Valle Salimbene,9.23298223,45.16962743
18170,Valverde,9.23333357,44.86440068
18171,Varzi,9.19627250,44.82199953
18172,Velezzo Lomellina,8.73721007,45.16370704
18173,Vellezzo Bellini,9.10213278,45.26952835
18174,Verretto,9.10769690,45.04004064
18175,Verrua Po,9.17316700,45.11132967
18176,Vidigulfo,9.23483143,45.29187437
18177,Vigevano,8.85987557,45.31761391
18178,Villa Biscossi,8.78668897,45.08995761
18179,Villanova d'Ardenghi,9.04324484,45.17133665
18180,Villanterio,9.36041071,45.22071855
18181,Vistarino,9.30645859,45.21147861
18182,Voghera,9.00852362,44.99312509
18183,Volpara,9.29747619,44.95378870
18184,Zavattarello,9.26543670,44.86874500
18185,Zeccone,9.19841152,45.26093049
18186,Zeme,8.66631170,45.19492928
18187,Zenevredo,9.32664307,45.05390342
18188,Zerbo,9.39545253,45.11055284
18189,Zerbolò,9.01438660,45.20676064
18190,Zinasco,9.02849669,45.12824661
18191,Cornale e Bastida,8.91089,45.0439
18192,Corteolona e Genzone,9.3704,45.1588
19001,Acquanegra Cremonese,9.88878548,45.16831524
19002,Agnadello,9.55920587,45.44713529
19003,Annicco,9.88185079,45.24474357
19004,Azzanello,9.91970439,45.31311906
19005,Bagnolo Cremasco,9.60916312,45.36153682
19006,Bonemerse,10.07836814,45.11404791
19007,Bordolano,9.98705144,45.29285106
19008,Ca' d'Andrea,10.27759481,45.11917122
19009,Calvatone,10.44206219,45.12883088
19010,Camisano,9.74619291,45.44259064
19011,Campagnola Cremasca,9.66944164,45.39913388
19012,Capergnanica,9.64414845,45.33808233
19013,Cappella Cantone,9.83810498,45.24652266
19014,Cappella de' Picenardi,10.23012535,45.15912616
19015,Capralba,9.64243814,45.44227445
19016,Casalbuttano ed Uniti,9.96168245,45.25201488
19017,Casale Cremasco-Vidolasco,9.71390281,45.43160829
19018,Casaletto Ceredano,9.61679215,45.31812763
19019,Casaletto di Sopra,9.78130227,45.41861722
19020,Casaletto Vaprio,9.62904260,45.40727512
19021,Casalmaggiore,10.41378078,44.98742209
19022,Casalmorano,9.89784097,45.28708993
19023,Casteldidone,10.40578209,45.07067841
19024,Castel Gabbiano,9.71762345,45.46846383
19025,Castelleone,9.76489432,45.29350315
19026,Castelverde,9.99696281,45.18570753
19027,Castelvisconti,9.94220743,45.30567509
19028,Cella Dati,10.22126378,45.09615732
19029,Chieve,9.61612290,45.33750304
19030,Cicognolo,10.19404190,45.16761765
19031,Cingia de' Botti,10.27527725,45.08416020
19032,Corte de' Cortesi con Cignone,10.00735107,45.27264649
19033,Corte de' Frati,10.09695797,45.22006346
19034,Credera Rubbiano,9.65512749,45.30286286
19035,Crema,9.68736190,45.36329144
19036,Cremona,10.02420865,45.13336675
19037,Cremosano,9.64028087,45.39578850
19038,Crotta d'Adda,9.85252768,45.16136831
19039,Cumignano sul Naviglio,9.83631833,45.35455461
19040,Derovere,10.24830654,45.11014217
19041,Dovera,9.53819770,45.36350267
19042,Drizzona,10.34969182,45.14025008
19043,Fiesco,9.77855341,45.33639762
19044,Formigara,9.77073788,45.22306217
19045,Gabbioneta-Binanuova,10.22168010,45.21581505
19046,Gadesco-Pieve Delmona,10.11603436,45.15529613
19047,Genivolta,9.87778112,45.33487444
19048,Gerre de' Caprioli,10.03838081,45.10680778
19049,Gombito,9.73002160,45.26222878
19050,Grontardo,10.15161743,45.20140495
19051,Grumello Cremonese ed Uniti,9.86736262,45.19324785
19052,Gussola,10.34635794,45.00988015
19053,Isola Dovarese,10.31183922,45.17346097
19054,Izano,9.75509291,45.35573177
19055,Madignano,9.72762376,45.34334663
19056,Malagnino,10.11422694,45.13494893
19057,Martignana di Po,10.37927438,45.01090343
19058,Monte Cremasco,9.57285773,45.37223703
19059,Montodine,9.71079969,45.28626458
19060,Moscazzano,9.68132273,45.29357867
19061,Motta Baluffi,10.25959107,45.05446451
19062,Offanengo,9.74131684,45.38160349
19063,Olmeneta,10.02474325,45.23446724
19064,Ostiano,10.24873256,45.22180341
19065,Paderno Ponchielli,9.92758336,45.23876047
19066,Palazzo Pignano,9.57793306,45.38905006
19067,Pandino,9.55269092,45.40668143
19068,Persico Dosimo,10.10335531,45.18462151
19069,Pescarolo ed Uniti,10.18509595,45.19704222
19070,Pessina Cremonese,10.24812085,45.18504294
19071,Piadena,10.36788370,45.13115093
19072,Pianengo,9.69280925,45.40046685
19073,Pieranica,9.61072341,45.42516414
19074,Pieve d'Olmi,10.12205833,45.09182746
19075,Pieve San Giacomo,10.18674451,45.12808126
19076,Pizzighettone,9.78313165,45.18664763
19077,Pozzaglio ed Uniti,10.04846986,45.20096583
19078,Quintano,9.61843663,45.42024179
19079,Ricengo,9.72366022,45.40554807
19080,Ripalta Arpina,9.72730407,45.30163222
19081,Ripalta Cremasca,9.69085968,45.33548635
19082,Ripalta Guerina,9.70454366,45.30599095
19083,Rivarolo del Re ed Uniti,10.46878910,45.02785830
19084,Rivolta d'Adda,9.51356807,45.46963995
19085,Robecco d'Oglio,10.07860016,45.26006795
19086,Romanengo,9.78545791,45.37734979
19087,Salvirola,9.78035753,45.35457978
19088,San Bassano,9.81348816,45.24650968
19089,San Daniele Po,10.17634391,45.06726612
19090,San Giovanni in Croce,10.37841100,45.07745004
19091,San Martino del Lago,10.31565993,45.07242871
19092,Scandolara Ravara,10.30212945,45.05308515
19093,Scandolara Ripa d'Oglio,10.15714461,45.22170438
19094,Sergnano,9.70478826,45.42811556
19095,Sesto ed Uniti,9.91670824,45.17550294
19096,Solarolo Rainerio,10.35708680,45.08126027
19097,Soncino,9.87356025,45.39988968
19098,Soresina,9.85425666,45.28863511
19099,Sospiro,10.15925599,45.10565613
19100,Spinadesco,9.92828507,45.14822339
19101,Spineda,10.51651065,45.06039475
19102,Spino d'Adda,9.49243269,45.40052368
19103,Stagno Lombardo,10.08795842,45.07323308
19104,Ticengo,9.82820963,45.36915344
19105,Torlino Vimercati,9.59681136,45.41851042
19106,Tornata,10.43084995,45.10466712
19107,Torre de' Picenardi,10.28686148,45.14400071
19108,Torricella del Pizzo,10.29564633,45.02004282
19109,Trescore Cremasco,9.62544229,45.40165920
19110,Trigolo,9.81161994,45.32926498
19111,Vaiano Cremasco,9.59127217,45.37249775
19112,Vailate,9.60501009,45.46162258
19113,Vescovato,10.16811976,45.17636519
19114,Volongo,10.30250641,45.21154507
