istat,comune,lng,lat
39008,Conselice,11.82906464,44.51266493
39009,Cotignola,11.94221614,44.38439045
39010,Faenza,11.88279721,44.28543714
39011,Fusignano,11.95930040,44.46802428
39012,Lugo,11.91148250,44.42083388
39013,Massa Lombarda,11.82821317,44.44657069
39014,Ravenna,12.19913937,44.41722492
39015,Riolo Terme,11.72454789,44.27615818
39016,Russi,12.03289251,44.37242208
39017,Sant'Agata sul Santerno,11.86165453,44.44233184
39018,Solarolo,11.84375254,44.36017093
40001,Bagno di Romagna,11.97686230,43.85780760
40003,Bertinoro,12.13425106,44.14891351
40004,Borghi,12.35456963,44.03146437
40005,Castrocaro Terme e Terra del Sole,11.95002717,44.17606810
40007,Cesena,12.24217492,44.13654899
40008,Cesenatico,12.39544168,44.19953513
40009,Civitella di Romagna,11.93825799,44.00686055
40011,Dovadola,11.88746782,44.12161957
40012,Forlì,12.04068608,44.22268559
40013,Forlimpopoli,12.12663769,44.18722836
40014,Galeata,11.91037026,43.99642320
40015,Gambettola,12.33907227,44.12000641
40016,Gatteo,12.38611016,44.10961720
40018,Longiano,12.32692236,44.07409338
40019,Meldola,12.06061678,44.12697469
40020,Mercato Saraceno,12.19584445,43.95701341
40022,Modigliana,11.79260095,44.15627344
40028,Montiano,12.30424275,44.08351204
40031,Portico e San Benedetto,11.78091956,44.02586511
40032,Predappio,11.98050097,44.10181434
40033,Premilcuore,11.77569302,43.97641573
40036,Rocca San Casciano,11.84223308,44.06145460
40037,Roncofreddo,12.31808653,44.04188275
40041,San Mauro Pascoli,12.41549224,44.10703239
40043,Santa Sofia,11.90795612,43.94689873
40044,Sarsina,12.14086214,43.91858330
40045,Savignano sul Rubicone,12.39908408,44.09209836
40046,Sogliano al Rubicone,12.30013583,44.00488260
40049,Tredozio,11.74370380,44.07935407
40050,Verghereto,12.00587760,43.79564841
41001,Acqualagna,12.67087178,43.61673002
41002,Apecchio,12.41964013,43.55830201
41003,Auditore,12.57175016,43.82118648
41005,Belforte all'Isauro,12.37562574,43.71701070
41006,Borgo Pace,12.29461948,43.65817010
41007,Cagli,12.64801492,43.54638176
41008,Cantiano,12.62723295,43.47365790
41009,Carpegna,12.33599429,43.78121521
41010,Cartoceto,12.88376809,43.76458096
41013,Fano,13.01966068,43.84340093
41014,Fermignano,12.64528129,43.67649050
41015,Fossombrone,12.80571229,43.68885252
41016,Fratte Rosa,12.90097388,43.63196171
41017,Frontino,12.37743830,43.76458228
41018,Frontone,12.73891053,43.51462189
41019,Gabicce Mare,12.75648023,43.96658771
41020,Gradara,12.77300459,43.94077611
41021,Isola del Piano,12.78293406,43.73715680
41022,Lunano,12.44098613,43.73047000
41023,Macerata Feltria,12.44277531,43.80308276
41025,Mercatello sul Metauro,12.33675362,43.64750954
41026,Mercatino Conca,12.49350427,43.87042655
41027,Mombaroccio,12.85487947,43.79683666
41028,Mondavio,12.96860120,43.67453553
41029,Mondolfo,13.09546209,43.75151916
41030,Montecalvo in Foglia,12.63157980,43.81154560
41031,Monte Cerignone,12.41263275,43.84098868
41032,Monteciccardo,12.80825569,43.81930079
41033,Montecopiolo,12.35938073,43.84127300
41034,Montefelcino,12.83320397,43.73506647
41035,Monte Grimano Terme,12.47284802,43.86544280
41036,Montelabbate,12.79076238,43.84907238
41038,Monte Porzio,13.04518523,43.68986551
41041,Peglio,12.49603827,43.69603920
41043,Pergola,12.83598983,43.56288219
41044,Pesaro,12.91345991,43.91014021
41045,Petriano,12.73335409,43.78031434
41047,Piandimeleto,12.41513494,43.72416077
41048,Pietrarubbia,12.37740064,43.80420265
41049,Piobbico,12.51034920,43.58882426
41051,San Costanzo,13.06950997,43.76311801
41054,San Lorenzo in Campo,12.94543344,43.60342232
41057,Sant'Angelo in Vado,12.41326777,43.66489783
41058,Sant'Ippolito,12.87103494,43.68482650
41059,Sassocorvaro,12.49531808,43.78094127
41060,Sassofeltrio,12.50930402,43.89243764
41061,Serra Sant'Abbondio,12.77061803,43.49085038
41064,Tavoleto,12.59263731,43.84623247
41065,Tavullia,12.75319778,43.89794226
41066,Urbania,12.52426743,43.66837713
41067,Urbino,12.63729902,43.72512229
41068,Vallefoglia,12.8013,43.8264
41069,Colli al Metauro,12.8982,43.7546
41070,Terre Roveresche,12.9641,43.6876
42001,Agugliano,13.38580376,43.54337654
42002,Ancona,13.51887537,43.61675973
42003,Arcevia,12.93959861,43.49999837
42004,Barbara,13.02473927,43.58080064
42005,Belvedere Ostrense,13.16682409,43.58043733
42006,Camerano,13.55302876,43.53092763
42007,Camerata Picena,13.35275403,43.57820462
42008,Castelbellino,13.14606651,43.48783546
42010,Castelfidardo,13.54659630,43.46452646
42011,Castelleone di Suasa,12.97676838,43.60724312
42012,Castelplanio,13.08135253,43.49458947
42013,Cerreto d'Esi,12.98515333,43.32074084
42014,Chiaravalle,13.32555184,43.59973296
42015,Corinaldo,13.04772759,43.64884868
42016,Cupramontana,13.11567288,43.44555295
42017,Fabriano,12.90472385,43.33626864
42018,Falconara Marittima,13.39392666,43.62329100
42019,Filottrano,13.35128311,43.43567741
42020,Genga,12.93510378,43.42959914
42021,Jesi,13.24382689,43.52281933
42022,Loreto,13.60792879,43.44028357
42023,Maiolati Spontini,13.11910582,43.47733777
42024,Mergo,13.03738719,43.47142461
42025,Monsano,13.25030883,43.56348310
42026,Montecarotto,13.06452723,43.52636400
42027,Montemarciano,13.31022808,43.64008533
42029,Monte Roberto,13.13851330,43.48144004
42030,Monte San Vito,13.27097232,43.60058381
42031,Morro d'Alba,13.21405308,43.60112980
42032,Numana,13.62151362,43.51347200
42033,Offagna,13.44148054,43.52725632
42034,Osimo,13.48190682,43.48618905
42035,Ostra,13.15838859,43.61268103
42036,Ostra Vetere,13.05736333,43.60371382
42037,Poggio San Marcello,13.07705050,43.51159656
42038,Polverigi,13.39412242,43.52520561
42040,Rosora,13.06919258,43.48275533
42041,San Marcello,13.20620835,43.57673897
42042,San Paolo di Jesi,13.17356825,43.45488092
42043,Santa Maria Nuova,13.31053369,43.49594448
42044,Sassoferrato,12.85865231,43.43599892
42045,Senigallia,13.21778017,43.71482786
42046,Serra de' Conti,13.03777268,43.54257960
42047,Serra San Quirico,13.01483261,43.44757996
42048,Sirolo,13.61604009,43.52601874
42049,Staffolo,13.18631858,43.43286075
42050,Trecastelli,13.1064,43.6718
43002,Apiro,13.13101333,43.39247319
43003,Appignano,13.34623812,43.36406969
43004,Belforte del Chienti,13.23772508,43.16425472
43005,Bolognola,13.22684641,42.99426104
43006,Caldarola,13.22627038,43.13845473
43007,Camerino,13.06766302,43.13536473
43008,Camporotondo di Fiastrone,13.26552578,43.13179596
43009,Castelraimondo,13.05769967,43.21000258
43010,Castelsantangelo sul Nera,13.15307613,42.89447489
43011,Cessapalombo,13.25840962,43.10910049
43012,Cingoli,13.21646831,43.37428080
43013,Civitanova Marche,13.72803000,43.30668202
43014,Colmurano,13.35670534,43.16387163
43015,Corridonia,13.50886818,43.24818514
43016,Esanatoglia,12.94616909,43.25145608
43017,Fiastra,13.1565,43.0368
43019,Fiuminata,12.93168275,43.18864438
43020,Gagliole,13.06808297,43.23946186
43021,Gualdo,13.33794374,43.06735915
43022,Loro Piceno,13.41619153,43.16610273
43023,Macerata,13.45307188,43.30023926
43024,Matelica,13.00951788,43.25661381
43025,Mogliano,13.48082270,43.18600351
43026,Montecassiano,13.43593734,43.36375365
43027,Monte Cavallo,13.00115702,42.99356324
43028,Montecosaro,13.63525257,43.31684668
43029,Montefano,13.43975137,43.41191862
43030,Montelupone,13.56712367,43.34438490
43031,Monte San Giusto,13.59427638,43.23601473
43032,Monte San Martino,13.43937111,43.03117231
43033,Morrovalle,13.58002604,43.31468877
43034,Muccia,13.04405182,43.08209517
43035,Penna San Giovanni,13.42374445,43.05657462
43036,Petriolo,13.46562823,43.22102655
43038,Pieve Torina,13.05038725,43.04432836
43039,Pioraco,12.98484416,43.17878275
43040,Poggio San Vicino,13.07883903,43.37471006
43041,Pollenza,13.34760396,43.26782215
43042,Porto Recanati,13.66489440,43.42983471
43043,Potenza Picena,13.62025852,43.36625779
43044,Recanati,13.54883759,43.40383437
43045,Ripe San Ginesio,13.36749570,43.14304895
43046,San Ginesio,13.31672887,43.10801114
43047,San Severino Marche,13.17711312,43.22885753
43048,Sant'Angelo in Pontano,13.39547810,43.09929122
43049,Sarnano,13.30106674,43.03547700
43050,Sefro,12.94925569,43.14624647
43051,Serrapetrona,13.18937283,43.17691964
43052,Serravalle di Chienti,12.95202260,43.07184653
43053,Tolentino,13.28429984,43.20872655
43054,Treia,13.31230423,43.31128023
43055,Urbisaglia,13.37679031,43.19704423
43056,Ussita,13.13845668,42.94408380
43057,Visso,13.08830764,42.93075813
43058,Valfornace,13.0839,43.0649
44001,Acquasanta Terme,13.40930458,42.76912283
44002,Acquaviva Picena,13.81464350,42.94473063
44005,Appignano del Tronto,13.66604194,42.89908619
44006,Arquata del Tronto,13.29677295,42.77264083
44007,Ascoli Piceno,13.57691135,42.85322304
44010,Carassai,13.68373044,43.03214724
44011,Castel di Lama,13.71289574,42.86891296
44012,Castignano,13.62155661,42.93806266
44013,Castorano,13.72762244,42.89833352
44014,Colli del Tronto,13.74815942,42.87800984
44015,Comunanza,13.41391783,42.95758340
44016,Cossignano,13.68791015,42.98414793
44017,Cupra Marittima,13.85901545,43.02508750
44020,Folignano,13.63258423,42.82103982
44021,Force,13.49104814,42.96300410
44023,Grottammare,13.86834111,42.98846372
44027,Maltignano,13.68717844,42.83163236
44029,Massignano,13.79702416,43.05085704
44031,Monsampolo del Tronto,13.79095317,42.89746968
44032,Montalto delle Marche,13.60713303,42.98736823
44034,Montedinove,13.58696690,42.97074448
44036,Montefiore dell'Aso,13.75089840,43.05161600
44038,Montegallo,13.33299105,42.84219500
44044,Montemonaco,13.32695984,42.89949543
44045,Monteprandone,13.83573683,42.92009938
44054,Offida,13.69193100,42.93519978
44056,Palmiano,13.45855304,42.89932020
44063,Ripatransone,13.76264711,43.00016638
44064,Roccafluvione,13.47521570,42.86126733
44065,Rotella,13.56093240,42.95452723
44066,San Benedetto del Tronto,13.88291098,42.94363270
44071,Spinetoli,13.77341044,42.88933863
44073,Venarotta,13.49282294,42.88118491
45001,Aulla,9.96815494,44.20934409
45002,Bagnone,9.99442801,44.31538900
45003,Carrara,10.09678309,44.07729932
45004,Casola in Lunigiana,10.17571802,44.20117148
45005,Comano,10.13487911,44.29722610
45006,Filattiera,9.93687773,44.33127853
45007,Fivizzano,10.12283260,44.23706089
45008,Fosdinovo,10.01905890,44.13438049
45009,Licciana Nardi,10.03853952,44.26498452
45010,Massa,10.14173829,44.03674425
45011,Montignoso,10.17648313,44.01814629
45012,Mulazzo,9.90707550,44.32166365
45013,Podenzana,9.94122257,44.20637426
45014,Pontremoli,9.88294832,44.37738694
45015,Tresana,9.95155878,44.23824409
45016,Villafranca in Lunigiana,9.95102604,44.29198470
45017,Zeri,9.76350258,44.35291688
46001,Altopascio,10.67474472,43.81503652
46002,Bagni di Lucca,10.59120328,44.01054783
46003,Barga,10.48477616,44.07304790
46004,Borgo a Mozzano,10.54360068,43.97852311
46005,Camaiore,10.30417448,43.93859723
46006,Camporgiano,10.33379883,44.15864597
46007,Capannori,10.57479954,43.84891682
46008,Careggine,10.32438676,44.12081249
46009,Castelnuovo di Garfagnana,10.41166069,44.11031578
46010,Castiglione di Garfagnana,10.41126782,44.14908854
46011,Coreglia Antelminelli,10.52530192,44.06452690
46013,Forte dei Marmi,10.16670554,43.96017596
46014,Fosciandora,10.45540829,44.11523789
46015,Gallicano,10.43565570,44.06046870
46017,Lucca,10.50151366,43.84432282
46018,Massarosa,10.34180619,43.86849625
46019,Minucciano,10.20756436,44.17031081
46020,Molazzana,10.41843796,44.07259333
46021,Montecarlo,10.66857080,43.85036404
46022,Pescaglia,10.41128318,43.96642357
46023,Piazza al Serchio,10.30001696,44.18256511
46024,Pietrasanta,10.22768810,43.95955549
46025,Pieve Fosciana,10.41068576,44.13062789
46026,Porcari,10.61670670,43.83966221
46027,San Romano in Garfagnana,10.34543881,44.16896414
46028,Seravezza,10.22843772,43.99518964
46030,Stazzema,10.29563014,43.99711505
46031,Vagli Sotto,10.28039662,44.11438940
46033,Viareggio,10.24981154,43.86694270
46034,Villa Basilica,10.64509707,43.92777564
46035,Villa Collemandina,10.39757231,44.15957668
46036,Fabbriche di Vergemoli,10.4275,43.9973
46037,Sillano Giuncugnano,10.3024,44.2250
47002,Agliana,11.00653402,43.90278508
47003,Buggiano,10.72753655,43.87993288
47005,Lamporecchio,10.89678764,43.81697342
47006,Larciano,10.87719405,43.82466175
47007,Marliana,10.77005514,43.93406050
47008,Massa e Cozzile,10.74467251,43.90991520
47009,Monsummano Terme,10.81442271,43.87159620
47010,Montale,11.02226655,43.93473923
47011,Montecatini-Terme,10.77278426,43.88409638
47012,Pescia,10.68859305,43.90315898
47013,Pieve a Nievole,10.79465882,43.87897547
47014,Pistoia,10.91734146,43.93346500
47016,Ponte Buggianese,10.74744648,43.84275902
47017,Quarrata,10.97861288,43.84759372
47018,Sambuca Pistoiese,10.99899531,44.10404639
47020,Serravalle Pistoiese,10.83198084,43.90559434
47021,Uzzano,10.70907718,43.88171633
47022,Chiesina Uzzanese,10.71950713,43.83917408
47023,Abetone Cutigliano,10.7564,44.1004
47024,San Marcello Piteglio,10.7929,44.0574
48001,Bagno a Ripoli,11.31939080,43.75141731
48002,Barberino di Mugello,11.23857988,44.00043999
48003,Barberino Val d'Elsa,11.17116650,43.54173193
48004,Borgo San Lorenzo,11.38768420,43.95478735
48005,Calenzano,11.16719438,43.86508380
48006,Campi Bisenzio,11.13783581,43.82056713
48008,Capraia e Limite,10.97642790,43.74246149
48010,Castelfiorentino,10.97130931,43.60573438
48011,Cerreto Guidi,10.87757536,43.75966924
48012,Certaldo,11.04076435,43.54777896
48013,Dicomano,11.52362001,43.89150207
48014,Empoli,10.94718391,43.71908066
48015,Fiesole,11.29317630,43.80686437
48017,Firenze,11.25588885,43.76923077
48018,Firenzuola,11.37882827,44.11760454
48019,Fucecchio,10.81008689,43.72861331
48020,Gambassi Terme,10.95316019,43.53861741
48021,Greve in Chianti,11.31715767,43.58324882
48022,Impruneta,11.25440777,43.68573641
48024,Lastra a Signa,11.10606378,43.77012377
48025,Londa,11.56720489,43.86010261
48026,Marradi,11.61276552,44.07546428
48027,Montaione,10.91225102,43.55227888
48028,Montelupo Fiorentino,11.02076036,43.72947256
48030,Montespertoli,11.07533259,43.64312984
48031,Palazzuolo sul Senio,11.54729229,44.11226722
48032,Pelago,11.50636044,43.77024562
48033,Pontassieve,11.43986631,43.77581305
48035,Reggello,11.53638325,43.68254950
48036,Rignano sull'Arno,11.45352494,43.72206137
48037,Rufina,11.48791691,43.82663785
48038,San Casciano in Val di Pesa,11.18439255,43.65656239
48039,San Godenzo,11.61961735,43.92627716
48041,Scandicci,11.18133036,43.75822592
48043,Sesto Fiorentino,11.19842773,43.83219044
48044,Signa,11.09755773,43.78238807
48045,Tavarnelle Val di Pesa,11.17268500,43.56090425
48046,Vaglia,11.28135672,43.90656867
48049,Vicchio,11.46543614,43.93378303
48050,Vinci,10.92648684,43.78713658
48052,Figline e Incisa Valdarno,11.4449,43.6291
48053,Scarperia e San Piero,11.3560,43.9960
49001,Bibbona,10.59818454,43.26943910
49002,Campiglia Marittima,10.61687906,43.05902779
49003,Campo nell'Elba,10.23362865,42.74483726
49004,Capoliveri,10.38033226,42.74312800
49005,Capraia Isola,9.84226451,43.04992400
49006,Castagneto Carducci,10.60997361,43.16065888
49007,Cecina,10.51936525,43.31218404
49008,Collesalvetti,10.47606442,43.58921788
49009,Livorno,10.30867810,43.55234873
49010,Marciana,10.16796514,42.79000005
49011,Marciana Marina,10.19683023,42.80471612
49012,Piombino,10.52741432,42.92197069
49013,Porto Azzurro,10.39872636,42.76458226
49014,Portoferraio,10.33119908,42.81526660
49015,Rio Marina,10.42518064,42.81458647
49016,Rio nell'Elba,10.39926162,42.81296376
49017,Rosignano Marittimo,10.47269194,43.40533113
49018,San Vincenzo,10.53823511,43.10084600
49019,Sassetta,10.64398729,43.12836352
49020,Suvereto,10.67910503,43.07925126
50001,Bientina,10.61983755,43.71011358
50002,Buti,10.58735644,43.72731222
50003,Calci,10.51568636,43.72555225
50004,Calcinaia,10.61566661,43.68299475
50005,Capannoli,10.67864818,43.58386618
50006,Casale Marittimo,10.61552922,43.29725055
50008,Cascina,10.54927706,43.67654137
50009,Castelfranco di Sotto,10.74523981,43.69969607
50010,Castellina Marittima,10.57548836,43.41197379
50011,Castelnuovo di Val di Cecina,10.90600651,43.20690066
50012,Chianni,10.64255484,43.48583046
50014,Fauglia,10.51604084,43.56700256
50015,Guardistallo,10.63299137,43.31332535
50016,Lajatico,10.72851258,43.47507540
50019,Montecatini Val di Cecina,10.74815959,43.39200876
50020,Montescudaio,10.62778699,43.32635373
50021,Monteverdi Marittimo,10.71524937,43.17700523
50022,Montopoli in Val d'Arno,10.76042631,43.66858781
50023,Orciano Pisano,10.51010989,43.49126495
50024,Palaia,10.77307881,43.60482308
50025,Peccioli,10.72104789,43.54800598
50026,Pisa,10.40127259,43.71553206
50027,Pomarance,10.87381734,43.30011927
50028,Ponsacco,10.63360648,43.62021159
50029,Pontedera,10.63600988,43.66392507
50030,Riparbella,10.59970360,43.36468323
50031,San Giuliano Terme,10.44248952,43.76334156
50032,San Miniato,10.85239053,43.67940707
50033,Santa Croce sull'Arno,10.77839086,43.71143945
50034,Santa Luce,10.56481909,43.47250273
50035,Santa Maria a Monte,10.69236820,43.69866516
50036,Terricciola,10.67603840,43.52463915
50037,Vecchiano,10.38659926,43.78159787
50038,Vicopisano,10.58439105,43.69975486
50039,Volterra,10.85941327,43.40170812
50040,Casciana Terme Lari,10.5935,43.5663
50041,Crespina Lorenzana,10.5610,43.5720
51001,Anghiari,12.05683986,43.54052916
51002,Arezzo,11.88228845,43.46642752
51003,Badia Tedalda,12.18557888,43.70640891
51004,Bibbiena,11.81814145,43.69445741
51005,Bucine,11.61688357,43.47908084
51006,Capolona,11.85984396,43.56342938
51007,Caprese Michelangelo,11.98577410,43.64399457
51008,Castel Focognano,11.83563947,43.65159472
51010,Castel San Niccolò,11.70459128,43.74104367
51011,Castiglion Fibocchi,11.76321567,43.52756607
51012,Castiglion Fiorentino,11.92386582,43.34164240
51013,Cavriglia,11.48906249,43.52369378
51014,Chitignano,11.88026444,43.66138179
51015,Chiusi della Verna,11.93500938,43.69971795
51016,Civitella in Val di Chiana,11.77091094,43.40321351
51017,Cortona,11.98505582,43.27511338
51018,Foiano della Chiana,11.81847239,43.25248532
51019,Laterina,11.70929387,43.50769221
51020,Loro Ciuffenna,11.63153773,43.59331237
51021,Lucignano,11.74707426,43.27549460
51022,Marciano della Chiana,11.78635617,43.30513199
51023,Montemignaio,11.61990952,43.74012371
51024,Monterchi,12.11189748,43.48559940
51025,Monte San Savino,11.72533603,43.33138534
51026,Montevarchi,11.56746999,43.52360592
51027,Ortignano Raggiolo,11.75250906,43.68151385
51028,Pergine Valdarno,11.68589579,43.47055703
51030,Pieve Santo Stefano,12.04174551,43.66849635
51031,Poppi,11.76530501,43.72453716
51033,San Giovanni Valdarno,11.52962785,43.56673601
51034,Sansepolcro,12.14132220,43.57014563
51035,Sestino,12.29696916,43.70841671
51037,Subbiano,11.87028084,43.57555900
51038,Talla,11.78712862,43.60200466
51039,Terranuova Bracciolini,11.58582871,43.55094739
51040,Castelfranco Piandiscò,11.5583,43.6220
51041,Pratovecchio Stia,11.7084,43.7982
52001,Abbadia San Salvatore,11.67750649,42.88096920
52002,Asciano,11.55944599,43.23494130
52003,Buonconvento,11.48190606,43.13793178
52004,Casole d'Elsa,11.04312925,43.34050477
52005,Castellina in Chianti,11.28565793,43.47001172
52006,Castelnuovo Berardenga,11.50313661,43.34549126
52007,Castiglione d'Orcia,11.61639322,43.00437783
52008,Cetona,11.90064548,42.96289227
52009,Chianciano Terme,11.83180864,43.05883948
52010,Chiusdino,11.08812438,43.15508188
52011,Chiusi,11.94762106,43.01673334
52012,Colle di Val d'Elsa,11.11775175,43.42121405
52013,Gaiole in Chianti,11.43348047,43.46876092
52015,Montepulciano,11.78070207,43.09255459
52016,Monteriggioni,11.21861104,43.39306250
52017,Monteroni d'Arbia,11.42187191,43.23108759
52018,Monticiano,11.17972512,43.13936806
52019,Murlo,11.39110337,43.16848863
52020,Piancastagnaio,11.69182147,42.84943624
52021,Pienza,11.67996125,43.07632711
52022,Poggibonsi,11.14662795,43.46687289
52023,Radda in Chianti,11.37441024,43.48654044
52024,Radicofani,11.76637984,42.89698978
52025,Radicondoli,11.04131758,43.26112158
52026,Rapolano Terme,11.60415849,43.28653480
52027,San Casciano dei Bagni,11.87536298,42.87131921
52028,San Gimignano,11.04317837,43.46776788
52030,San Quirico d'Orcia,11.60328179,43.06026966
52031,Sarteano,11.86917024,42.98960170
52032,Siena,11.33190988,43.31816374
52033,Sinalunga,11.73606159,43.21239106
52034,Sovicille,11.22834289,43.28018779
52035,Torrita di Siena,11.77188985,43.16663712
52036,Trequanda,11.66777341,43.18865340
52037,Montalcino,11.4906,43.0592
53001,Arcidosso,11.53879434,42.87146264
53002,Campagnatico,11.27494204,42.88278613
53003,Capalbio,11.42201384,42.45325601
53004,Castel del Piano,11.53774028,42.89305163
53005,Castell'Azzara,11.69777485,42.77354029
53006,Castiglione della Pescaia,10.87882923,42.76202972
53007,Cinigiano,11.39417166,42.89108419
53008,Civitella Paganico,11.28161679,42.99397382
53009,Follonica,10.75988154,42.92260165
53010,Gavorrano,10.90568187,42.92519152
53011,Grosseto,11.11356398,42.76026757
53012,Isola del Giglio,10.90090066,42.36570981
53013,Magliano in Toscana,11.29353658,42.59855637
53014,Manciano,11.51546068,42.58733998
53015,Massa Marittima,10.88793453,43.05020006
53016,Monte Argentario,11.11584279,42.43915327
53017,Montieri,11.01621415,43.13049342
53018,Orbetello,11.20942799,42.43737248
53019,Pitigliano,11.66941633,42.63491609
53020,Roccalbegna,11.50925451,42.78414266
53021,Roccastrada,11.16742825,43.01121349
53022,Santa Fiora,11.58574960,42.83136068
53023,Scansano,11.33315036,42.68789328
53024,Scarlino,10.85193720,42.90730227
53025,Seggiano,11.55731399,42.92798751
53026,Sorano,11.71382965,42.68173237
53027,Monterotondo Marittimo,10.85584758,43.14550719
53028,Semproniano,11.54169139,42.73024835
54001,Assisi,12.61540396,43.07082764
54002,Bastia Umbra,12.54925980,43.06650647
54003,Bettona,12.48493174,43.01296467
54004,Bevagna,12.60912589,42.93393540
54005,Campello sul Clitunno,12.77692850,42.82007685
54006,Cannara,12.58325585,42.99544132
54007,Cascia,13.01313943,42.71824629
54008,Castel Ritaldi,12.67225912,42.82305190
54009,Castiglione del Lago,12.05357675,43.12727790
54010,Cerreto di Spoleto,12.91638888,42.81933452
54011,Citerna,12.11647010,43.49826711
54012,Città della Pieve,12.00506320,42.95281727
54013,Città di Castello,12.23814701,43.45737865
54014,Collazzone,12.43788685,42.89426307
54015,Corciano,12.28640075,43.12854903
54016,Costacciaro,12.71192029,43.35890844
54017,Deruta,12.41989716,42.98223798
54018,Foligno,12.70358700,42.95569525
54019,Fossato di Vico,12.76164768,43.29433869
54020,Fratta Todina,12.36643365,42.85753894
54021,Giano dell'Umbria,12.57717981,42.83371291
54022,Gualdo Cattaneo,12.55584061,42.90919383
54023,Gualdo Tadino,12.78482744,43.23094978
54024,Gubbio,12.57875535,43.35352094
54025,Lisciano Niccone,12.14336777,43.24602400
54026,Magione,12.20540863,43.14260687
54027,Marsciano,12.33954166,42.91019962
54028,Massa Martana,12.52301353,42.77556262
54029,Monte Castello di Vibio,12.35226566,42.84031952
54030,Montefalco,12.65251997,42.89392022
54031,Monteleone di Spoleto,12.95158880,42.65112459
54032,Monte Santa Maria Tiberina,12.16292237,43.43681364
54033,Montone,12.32683880,43.36371769
54034,Nocera Umbra,12.79031861,43.11094788
54035,Norcia,13.09285285,42.79236160
54036,Paciano,12.07100814,43.02209431
54037,Panicale,12.10062935,43.02935621
54038,Passignano sul Trasimeno,12.13688363,43.18495083
54039,Perugia,12.38824699,43.10675840
54040,Piegaro,12.08582134,42.97051088
54041,Pietralunga,12.43684299,43.44218931
54042,Poggiodomo,12.93472332,42.71167666
54043,Preci,13.03871860,42.87868098
54044,San Giustino,12.17675249,43.54864869
54045,Sant'Anatolia di Narco,12.83600807,42.73311656
54046,Scheggia e Pascelupo,12.66800081,43.40373635
54047,Scheggino,12.83118953,42.71258733
54048,Sellano,12.92706915,42.88882783
54049,Sigillo,12.74076941,43.33128360
54050,Spello,12.67126173,42.99250937
54051,Spoleto,12.73830119,42.73448355
54052,Todi,12.40689673,42.78224880
54053,Torgiano,12.43398052,43.02572640
54054,Trevi,12.74769941,42.87712949
54055,Tuoro sul Trasimeno,12.07173598,43.20875849
54056,Umbertide,12.32693492,43.30646239
54057,Valfabbrica,12.60129441,43.15940657
54058,Vallo di Nera,12.86220539,42.76931597
54059,Valtopina,12.75447309,43.05903670
55001,Acquasparta,12.54631473,42.69062742
55002,Allerona,11.97385887,42.81170398
55003,Alviano,12.29564824,42.58772713
55004,Amelia,12.41191794,42.55889701
55005,Arrone,12.76962517,42.58314672
55006,Attigliano,12.28942454,42.51493803
55007,Baschi,12.21627640,42.67013123
55008,Calvi dell'Umbria,12.56678631,42.40114111
55009,Castel Giorgio,11.97960194,42.70779275
55010,Castel Viscardo,12.00153506,42.75574240
55011,Fabro,12.01294186,42.86344686
55012,Ferentillo,12.78986721,42.62053296
55013,Ficulle,12.06634307,42.83632012
55014,Giove,12.32505030,42.50928609
55015,Guardea,12.29723847,42.62353076
55016,Lugnano in Teverina,12.33032186,42.57428706
55017,Montecastrilli,12.48778680,42.64979219
55018,Montecchio,12.28799914,42.66237686
55019,Montefranco,12.76660902,42.59704856
55020,Montegabbione,12.09252585,42.92123817
55021,Monteleone d'Orvieto,12.05156237,42.91646062
55022,Narni,12.51528967,42.51925810
55023,Orvieto,12.10831017,42.71817773
55024,Otricoli,12.47829719,42.42334290
55025,Parrano,12.10569682,42.86353142
55026,Penna in Teverina,12.35538550,42.49301561
55027,Polino,12.84380126,42.58480961
55028,Porano,12.10199382,42.68703342
55029,San Gemini,12.54624736,42.61338039
55030,San Venanzo,12.26620541,42.86885453
55031,Stroncone,12.66274663,42.49825057
55032,Terni,12.64668751,42.56071258
55033,Avigliano Umbro,12.42809534,42.65508185
56001,Acquapendente,11.86505396,42.74404371
56002,Arlena di Castro,11.82358342,42.46300273
56003,Bagnoregio,12.09850331,42.62607501
56004,Barbarano Romano,12.06596285,42.25224905
56005,Bassano Romano,12.19265891,42.21828248
56006,Bassano in Teverina,12.30840046,42.46308252
56007,Blera,12.02576207,42.27419127
56008,Bolsena,11.98758564,42.64473634
56009,Bomarzo,12.25137261,42.49102137
56010,Calcata,12.42572011,42.21975805
56011,Canepina,12.23365130,42.38080290
56012,Canino,11.74907335,42.46417405
56013,Capodimonte,11.90629883,42.54894033
56014,Capranica,12.17806154,42.25667881
56015,Caprarola,12.23796760,42.32757149
56016,Carbognano,12.26677248,42.33211081
56017,Castel Sant'Elia,12.36809312,42.24932447
56018,Castiglione in Teverina,12.20411325,42.64495596
56019,Celleno,12.12640548,42.55980332
56020,Cellere,11.76784122,42.50798961
56021,Civita Castellana,12.41176641,42.28917672
56022,Civitella d'Agliano,12.18795854,42.60622651
56023,Corchiano,12.35664030,42.34558918
56024,Fabrica di Roma,12.29517695,42.33473421
56025,Faleria,12.44319267,42.22625450
56026,Farnese,11.72449715,42.55018022
56027,Gallese,12.40449190,42.37241450
56028,Gradoli,11.85609185,42.64373853
56029,Graffignano,12.20480114,42.57319312
56030,Grotte di Castro,11.87023789,42.67394823
