Codice comune,Popolazione al 1/1/19
60046,8188
60047,1377
60048,3151
60049,1505
60050,1127
60051,2812
60052,6486
60053,4581
60054,2499
60055,4103
60056,13027
60057,1104
60058,5241
60059,948
60060,7408
60061,319
60062,2004
60063,3145
60064,3280
60065,964
60066,1432
60067,1882
60068,6002
60069,1297
60070,2571
60071,3032
60072,729
60073,2597
60074,25956
60075,2399
60076,4797
60077,353
60078,1338
60079,4814
60080,1809
60081,1665
60082,2538
60083,924
60084,1515
60085,20424
60086,755
60087,2193
60088,1203
60089,2605
60090,1701
60091,309
61001,1308
61002,7656
61003,4726
61004,5336
61005,52608
61006,2126
61007,6128
61008,1875
61009,5434
61010,5687
61011,1996
61012,5679
61013,10168
61014,1529
61015,18293
61016,7072
61017,7342
61018,13588
61019,21442
61020,9908
61021,8543
61022,75430
61023,1501
61024,1133
61025,1431
61026,3739
61027,25923
61028,5020
61029,9207
61030,409
61031,1197
61032,7039
61033,2105
61034,792
61035,1458
61036,4788
61037,9153
61038,527
61039,2106
61040,654
61041,3533
61042,7021
61043,12463
61044,698
61045,1127
61046,15758
61047,10383
61048,38915
61049,39576
61050,2183
61051,3121
61052,29071
61053,27407
61054,11792
61055,3023
61056,2302
61057,10835
61058,4663
61059,2949
61060,5878
61061,1646
61062,7905
61063,1449
61064,1521
61065,1796
61066,1288
61067,7665
61068,2313
61069,3134
61070,3359
61071,847
61072,447
61073,1599
61074,13649
61075,17395
61076,935
61077,14397
61078,22615
61079,923
61080,1910
61081,12372
61082,14003
61083,32727
61084,2649
61085,5486
61086,2231
61087,14789
61088,21154
61089,7318
61090,8592
61091,12241
61092,14635
61093,863
61094,20036
61095,6541
61096,835
61097,2719
61098,7200
61099,12324
61100,7539
61101,3561
61102,7994
61103,7022
61104,6587
62001,8353
62002,2727
62003,5578
62004,2668
62005,2000
62006,759
62007,2266
62008,59200
62009,1386
62010,2106
62011,1651
62012,2627
62013,1012
62014,1657
62015,1301
62016,873
62017,1447
62018,1201
62019,2661
62020,1130
62021,2027
62022,3346
62023,3812
62024,2299
62025,2368
62026,3982
62027,2788
62028,2178
62029,3594
62030,3258
62031,1404
62032,1223
62033,1010
62034,1793
62035,2224
62036,464
62037,4886
62038,4158
62039,1806
62040,4102
62041,1587
62042,1429
62043,13536
62044,4828
62045,3863
62046,2394
62047,2144
62048,2082
62049,1628
62050,1936
62051,522
62052,3047
62053,2550
62054,2119
62055,1332
62056,1162
62057,4644
62058,10048
62059,2946
62060,3083
62061,2191
62062,2098
62063,769
62064,3225
62065,1259
62066,885
62067,3677
62068,4056
62069,886
62070,11028
62071,4270
62072,614
62073,3766
62074,7711
62075,1513
62076,3414
62077,2931
62078,520
63001,58813
63002,64443
63003,7748
63004,7018
63005,34065
63006,26245
63007,9977
63008,27864
63009,10211
63010,16252
63011,37554
63012,11953
63013,5303
63014,7144
63015,2456
63016,22489
63017,48985
63018,3227
63019,8084
63020,13942
63021,18659
63022,3813
63023,76791
63024,65575
63025,7975
63026,17929
63027,12862
63028,7091
63029,1764
63030,12250
63031,18005
63032,29866
63033,16021
63034,123490
63035,28846
63036,17900
63037,20170
63038,4764
63039,6233
63040,1572
63041,60163
63042,7921
63043,29727
63044,14280
63045,37903
63046,7941
63047,12674
63048,35145
63049,959188
63050,34593
63051,23619
63052,16854
63053,12961
63054,6035
63055,22036
63056,13371
63057,39637
63058,25087
63059,54045
63060,80851
63061,10481
63062,25766
63063,41351
63064,52374
63065,6892
63066,12056
63067,44688
63068,32014
63069,3405
63070,8980
63071,9067
63072,27345
63073,33779
63074,19655
63075,6451
63076,16286
63077,6145
63078,3126
63079,34956
63080,16320
63081,8673
63082,18066
63083,42302
63084,84672
63085,3627
63086,20812
63087,31182
63088,4379
63089,24838
63090,11711
63091,8816
63092,5295
64001,4035
64002,4112
64003,1812
64004,1635
64005,22246
64006,10852
64007,7770
64008,54027
64009,3136
64010,4675
64011,3808
64012,2363
64013,298
64014,2318
64015,4506
64016,1138
64017,3391
64018,2397
64019,1362
64020,1743
64021,945
64022,1102
64023,1952
64024,1580
64025,9407
64026,2602
64027,480
64028,2199
64029,3044
64030,1313
64031,1844
64032,2926
64033,2995
64034,5379
64035,3571
64036,3461
64037,653
64038,8017
64039,1896
64040,1634
64041,2222
64042,1518
64043,3478
64044,6151
64045,1159
64046,3166
64047,1694
64048,1900
64049,12282
64050,7536
64051,397
64052,3564
64053,3273
64054,11793
64055,2194
64056,1286
64057,7670
64058,2767
64059,5248
64060,747
64063,1212
64064,1629
64065,5238
64066,4134
64067,2129
64068,1797
64069,660
64070,2307
64071,347
64072,2309
64073,1495
64074,2977
64075,3740
64076,1878
64077,1894
64078,2351
64079,839
64080,3606
64081,740
64082,1157
64083,4840
64084,2496
64085,762
64086,1557
64087,1598
64088,1402
64089,1444
64090,769
64091,734
64092,4173
64093,1224
64095,2143
64096,1113
64097,1159
64098,799
64099,6916
64100,2836
64101,12427
64102,587
64103,3779
64104,3012
64105,1554
64106,1508
64107,2292
64108,1474
64109,2047
64110,1246
64111,533
64112,922
64113,843
64114,2664
64115,1303
64116,2506
64117,962
64118,1592
64119,3184
64120,1058
64121,19740
65001,2679
65002,21830
65003,6410
65004,1000
65005,7095
65006,5025
65007,34151
65008,1456
65009,5894
65010,2399
65011,842
65012,2256
65013,17141
65014,51055
65015,770
65016,5535
65017,4833
65018,2530
65019,2651
65020,1484
65021,7147
65022,17225
65023,378
65024,1017
65025,22921
65026,1159
65027,1362
65028,5336
65029,1917
65030,1628
65031,9273
65032,2844
65033,595
65034,13700
65035,2377
65036,1322
65037,52931
65038,1841
65039,5100
65040,2303
65041,2061
65042,1189
65043,3561
65044,687
65045,864
65046,3321
65047,2507
65048,544
65049,560
65050,39984
65051,1218
65052,13946
65053,752
65054,1160
65055,5081
65056,11873
65057,1229
65058,1327
65059,989
65060,1196
65061,1429
65062,766
65063,1378
65064,1038
65065,658
65066,5576
65067,22324
65068,2698
65069,1868
65070,1985
65071,2672
65072,10938
65073,12549
65074,545
65075,1530
65076,6482
65077,651
65078,45608
65079,24250
65080,2285
65081,2244
65082,6779
65083,3703
65084,1625
65085,1050
65086,602
65087,5352
65088,35538
65089,3902
65090,11055
65091,1774
65092,886
65093,680
65094,1107
65095,1271
65096,2587
65097,5305
65098,2334
65099,26271
65100,3898
65101,2048
65102,2005
65103,1070
65104,2480
65105,1093
65106,7065
65107,1679
65108,8961
65109,1497
65110,381
65111,696
65112,808
65113,468
65114,12552
65115,1968
65116,133364
65117,517
65118,6591
65119,3759
65120,4174
65121,2748
65122,10539
65123,848
65124,564
65125,1698
65126,1704
65127,3236
65128,555
65129,2807
65130,8932
65131,425
65132,10878
65133,2538
65134,6701
65135,31585
65136,4901
65137,50516
65138,1542
65139,300
65140,3917
65141,1268
65142,9771
65143,3354
65144,683
65145,821
65146,7731
65147,1840
65148,1243
65149,2068
65150,495
65151,4117
65152,1637
65153,229
65154,8352
65155,1600
65156,3317
65157,7677
65158,13546
66001,317
66002,1479
66003,850
66004,310
66005,1138
66006,42486
66007,3432
66008,674
66009,1745
66010,711
66011,210
66012,1094
66013,1236
66014,136
66015,793
66016,489
66017,979
66018,250
66019,885
66020,5120
66021,651
66022,206
66023,552
66024,85
66025,5294
66026,449
66027,303
66028,6758
66029,1084
66030,137
66031,908
66032,10858
66033,1564
66034,1024
66035,280
66036,3157
66037,216
66038,856
66039,1171
66040,229
66041,1025
66042,407
66043,342
66044,720
66045,252
66046,1796
66047,523
66048,2093
66049,69478
66050,1613
66051,6083
66052,944
66053,3596
66054,1448
66055,374
66056,2396
66057,1403
66058,528
66059,1147
66060,462
66061,405
66062,1245
66063,471
66064,1787
66065,1202
66066,1133
66067,653
66068,2174
66069,3987
66070,1087
66071,1445
66072,4627
66073,1104
66074,487
66075,7469
66076,950
66077,2731
66078,689
66079,658
66080,844
66081,486
66082,1453
66083,176
66084,1661
66085,3893
66086,105
66087,1939
66088,687
66089,1147
66090,393
66091,116
66092,2266
66093,1767
66094,585
66095,3827
66096,2801
66097,344
66098,23861
66099,6691
66100,279
66101,3112
66102,6133
66103,539
66104,97
66105,434
66106,881
66107,618
66108,846
67001,12548
67002,1884
67003,803
67004,10582
67005,2370
67006,6939
67007,1848
67008,7083
67009,1867
67010,471
67011,7610
67012,1078
67013,2209
67014,1381
67015,2449
67016,1574
67017,4834
67018,2154
67019,3716
67020,2343
67021,5084
67022,619
67023,1200
67024,277
67025,23728
67026,4656
67027,987
67028,7939
67029,3582
67030,9274
67031,5427
67032,6642
67033,1775
67034,248
67035,14944
67036,504
67037,25853
67038,9724
67039,5309
67040,15731
67041,54343
67042,1570
67043,2628
67044,11922
67045,1307
67046,915
67047,16121
68001,366
68002,3463
68003,1084
68004,275
68005,2430
68006,4001
68007,1855
68008,606
68009,773
68010,1325
68011,11041
68012,15057
68013,1231
68014,1719
68015,6092
68016,238
68017,1440
68018,1707
68019,1438
68020,2874
68021,7375
68022,6963
68023,941
68024,54258
68025,3169
68026,1806
68027,12108
68028,119297
68029,486
68030,8613
68031,1328
68032,471
68033,4945
68034,908
68035,3955
68036,291
68037,266
68038,1904
68039,3604
68040,541
68041,19214
68042,2571
68043,3020
68044,852
68045,375
68046,633
69001,3164
69002,2101
69003,1142
69004,1113
69005,10599
69006,768
69007,330
69008,5074
69009,82
69010,1328
69011,549
69012,636
69013,1250
69014,886
69015,5981
69016,3022
69017,5571
69018,4370
69019,354
69020,1678
69021,895
69022,50646
69023,320
69024,813
69025,180
69026,473
69027,2804
69028,4845
69029,335
69030,1979
69031,1351
69032,909
69033,6371
69034,305
69035,25877
69036,942
69037,1719
69038,895
69039,293
69040,1322
69041,2675
69042,1205
69043,8881
69044,407
69045,1179
69046,34899
69047,700
69048,336
69049,692
69050,4739
69051,917
69052,121
69053,82
69054,646
69055,2450
69056,2445
69057,3799
69058,22947
69059,4232
69060,1307
69061,905
69062,991
69063,232
69064,445
69065,1576
69066,1024
69067,850
69068,2170
69069,901
69070,761
69071,1255
69072,4041
69073,1669
69074,2318
69075,1162
69076,1260
69077,94
69078,224
69079,936
69080,151
69081,14412
69082,912
69083,20171
69084,2040
69085,2440
69086,5291
69087,3191
69088,777
69089,353
69090,4090
69091,3020
69092,1753
69093,784
69094,4221
69095,1282
69096,1659
69097,378
69098,1636
69099,41489
69100,928
69101,2288
69102,1311
69103,129
69104,137
70001,625
70002,2616
70003,8033
70004,1316
70005,1196
70006,49049
70007,625
70008,2472
70009,855
70010,7881
70011,2018
70012,517
70013,269
70014,555
70015,1431
70016,918
70017,3686
70018,642
70019,367
70020,784
70021,1831
70022,404
70023,3282
70024,1264
70025,1405
70026,785
70027,1023
70028,768
70029,5202
70030,1795
70031,6674
70032,718
70033,654
70034,466
70035,540
70036,1167
70037,1090
70038,2136
70039,171
70040,483
70041,1049
70042,1314
70043,1486
70044,346
70045,336
70046,6490
70047,396
70048,576
70049,1694
70050,1668
70051,3786
70052,1118
70053,1290
70054,215
70055,2458
70056,109
70057,5084
70058,493
70059,3084
70060,741
70061,1199
70062,646
70063,165
70064,603
70065,1410
70066,553
70067,985
70068,1041
70069,4710
70070,834
70071,484
70072,4278
70073,345
70074,1697
70075,1845
70076,1235
70077,673
70078,33617
70079,737
70080,1309
70081,4643
70082,857
70083,2615
70084,3311
71001,2307
71002,925
71003,1217
71004,13110
71005,6141
71006,2720
71007,3206
71008,7107
71009,2757
71010,6615
71011,957
71012,4084
71013,1462
71014,1805
71015,2132
71016,1247
71017,1365
71018,1508
71019,159
71020,58635
71021,1656
71022,3720
71023,621
71024,151203
71025,4384
71026,475
71027,6314
71028,32889
71029,56738
71031,6215
71032,1004
71033,12162
71034,695
71035,2652
71036,17584
71037,749
71038,4488
71039,2641
71040,2640
71041,1994
71042,1814
71043,3619
71044,1066
71046,27108
71047,13397
71048,963
71049,15063
71050,5711
71051,52426
71052,1896
71053,3877
71054,5777
71055,5306
71056,16978
71058,7035
71059,7639
71060,13907
71061,408
71062,1684
71063,2840
71064,3386
72001,20523
72002,16822
72003,10654
72004,70667
72006,320862
72008,2226
72010,11975
72011,54626
72012,11278
72014,15598
72015,19809
72016,14760
72017,19570
72018,5826
72019,26175
72020,48233
72021,27573
72022,20273
72023,43816
72024,12638
72025,14186
72027,38203
72028,25311
72029,59291
72030,48822
72031,19045
72032,26322
72033,21298
72034,1472
72035,17925
72036,26600
72037,18532
72038,25280
72039,6336
72040,9883
72041,26439
72043,26883
72044,8226
72046,27175
72047,13038
72048,17823
73001,6547
73002,6924
73003,16908
73004,13620
73005,3476
73006,5173
73007,22315
73008,31856
73009,15144
73010,8143
73011,9867
73012,30987
73013,48510
73014,5235
73015,32772
73016,5547
73017,3763
73018,2367
73019,15843
73020,7812
73021,16038
73022,11429
73023,1808
73024,14989
73025,9143
73026,15924
73027,196702
73028,4183
73029,13731
74001,86812
74002,17076
74003,19638
74004,6428
74005,11528
74006,8607
74007,39826
74008,36143
74009,14270
74010,26607
74011,15035
74012,30903
74013,6479
74014,6262
74015,9804
74016,13411
74017,19087
74018,5370
74019,10439
74020,9250
75001,4637
75002,6400
75003,5629
75004,6693
75005,4791
75006,9258
75007,4053
75008,1818
75009,2719
75010,6928
75011,10287
75012,1675
75013,2411
75014,12034
75015,3733
75016,19976
75017,2864
75018,3895
75019,5157
75020,12829
75021,5885
75022,23909
75023,5757
75024,5384
75025,4100
75026,8946
75027,2945
75028,5104
75029,26748
75030,15419
75031,20405
75032,1176
75033,1946
75034,5635
75035,95269
75036,8643
75037,14017
75038,11934
75039,14166
75040,9005
75041,1644
75042,11407
75043,10008
75044,7064
75045,2211
75046,3476
75047,3591
75048,13894
75049,2663
75050,3230
75051,4921
75052,31344
75053,5201
75054,2255
75055,7966
75056,2369
75057,5898
75058,1456
75059,8916
75060,1704
75061,5919
75062,5222
75063,10977
75064,9698
75065,8150
75066,4572
75067,1478
75068,8124
75069,5653
75070,5836
75071,3489
75072,3027
75073,6930
75074,1873
75075,4031
75076,5356
75077,4752
75078,3652
75079,14018
75080,2242
75081,4342
75082,1615
75083,15098
75084,11726
75085,11906
75086,2872
75087,14369
75088,17421
75089,5207
75090,12346
75091,4381
75092,13830
75093,7036
75094,1924
75095,2008
75096,2368
75097,6288
76001,1429
76002,2318
76003,1401
76004,1619
76005,593
76006,3875
76007,11221
76008,1809
76009,1305
76010,2610
76011,2725
76012,4995
76013,4003
76014,859
76015,1900
76016,375
76017,773
76018,1256
76019,587
76020,248
76021,895
76022,2028
76023,772
76024,771
76025,1307
76026,999
76027,608
76028,1882
76029,2502
76030,1375
76031,596
76032,2869
76033,1985
76034,4152
76035,874
76036,5634
76037,1663
76038,540
76039,5373
76040,4342
76041,1714
76042,12558
76043,13420
76044,5045
76045,3970
76046,5561
76047,1623
76048,17739
76049,565
76050,3842
76051,1536
76052,1181
76053,5304
76054,1453
76055,813
76056,3760
76057,4766
76058,1819
76059,5852
76060,4025
76061,977
76062,6953
76063,66769
76064,4335
76065,928
76066,13101
76067,1684
76068,2705
76069,1454
76070,3396
76071,3525
76072,1051
76073,1294
76074,1001
76075,664
76076,2859
76077,734
76078,1501
76079,1394
76080,6285
76081,1418
76082,831
76083,2317
76084,1080
76085,6914
76086,1408
76087,569
76088,1131
76089,7332
76090,3160
76091,3014
76092,2256
76093,639
76094,1961
76095,11627
76096,2796
76097,2888
76098,3367
76099,740
76100,3288
77001,1757
77002,954
77003,12423
77004,712
77005,351
77006,1187
77007,707
77008,8456
77009,1027
77010,947
77011,5044
77012,2109
77013,4737
77014,60404
77015,2475
77016,7152
77017,9776
77018,6815
77019,399
77020,17538
77021,17875
77022,4038
77023,2550
77024,2696
77025,1128
77026,1445
77027,4006
77028,5124
77029,4956
77030,1452
77031,7669
78001,1095
78002,1838
78003,20225
78004,1634
78005,809
78006,1268
78007,415
78008,696
78009,4375
78010,14082
78011,2883
78012,2867
78013,1932
78014,919
78015,9266
78016,1265
78017,10051
78018,1213
78019,2766
78020,2186
78021,1375
78022,1191
78023,1677
78024,705
78025,8094
78026,3335
78027,234
78029,18086
78030,2979
78031,9722
78032,268
78033,21870
78034,2788
78035,497
78036,2324
78037,3058
78038,811
78039,1321
78040,10006
78041,888
78042,1251
78043,1226
78045,67270
78046,1065
78047,9948
78048,5249
78049,4325
78050,941
78051,3788
78052,1451
78053,1160
78054,2012
78055,2918
78056,2875
78057,2039
78058,8160
78059,1643
78060,2229
78061,1926
78062,2506
78063,1860
78064,811
78065,916
78066,3917
78067,2355
78068,2945
78069,2461
78070,9151
78071,1219
78072,774
78073,1747
78074,2741
78075,1862
78076,3473
78077,3149
78078,991
78079,9495
78080,1549
78081,20491
78082,1768
78083,4343
78084,2883
78085,1197
78086,363
78087,2067
78088,1226
78089,1035
78090,327
78091,15688
78092,671
78093,2124
78094,1408
78096,815
78097,1415
78098,1246
78099,1081
78100,714
78101,6657
78102,35526
78103,3330
78104,7196
78105,5713
78106,4395
78107,1905
78109,1095
78110,3155
78111,1003
78112,1504
78113,596
78114,3357
78115,1248
78116,2634
78117,1284
78118,1387
78119,16852
78120,588
78121,3306
78122,6129
78123,7400
78124,1024
78125,1999
78126,498
78127,3629
78128,2148
78129,1198
78130,1211
78131,1807
78132,5004
78133,2470
78134,1713
78135,2159
78136,3707
78137,926
78138,11091
78139,1211
78140,476
78142,6945
78143,4497
78145,1998
78146,4948
78147,718
78148,4601
78149,6131
78150,9016
78152,1097
78153,2882
78154,5441
78155,2618
78156,9928
78157,77128
79002,887
79003,1793
79004,816
79005,691
79007,495
79008,2939
79009,1302
79011,7564
79012,5235
79017,1800
79018,2027
79020,1497
79023,89065
79024,530
79025,385
79027,1180
79029,5512
79030,927
79033,1371
79034,2048
79036,4834
79039,6686
79042,5520
79043,3137
79047,3938
79048,2050
79052,591
79055,457
79056,2129
79058,3217
79059,5789
79060,5248
79061,4505
79063,1581
79065,605
79068,1184
79069,4641
79071,419
79072,2243
79073,875
79074,1044
79077,739
79080,1756
79081,5540
79083,810
79087,4800
79088,524
79089,1174
79092,2014
79094,1103
79095,2610
79096,2609
79099,2081
79108,734
79110,1520
79114,4067
79115,1675
79116,1390
79117,2116
79118,1822
79122,1723
79123,3443
79126,529
79127,7691
79129,3100
79130,4503
79131,3124
79133,4718
79134,797
79137,9030
79138,2995
79139,1534
79142,3652
79143,2385
79146,2599
79147,3815
79148,980
79151,1677
79157,1582
79160,70598
80001,2951
80002,522
80003,2139
80004,1274
80005,5090
80006,984
80007,9979
80008,2533
80009,4267
80010,1301
80011,431
80012,8943
80013,4200
80014,3542
80015,1094
80016,873
80017,780
80018,4540
80019,412
80020,699
80021,505
80022,1521
80023,2285
80024,737
80025,7119
80026,558
80027,6505
80028,10247
80029,4998
80030,852
80031,3299
80032,1626
80033,789
80034,915
80035,1624
80036,2556
80037,1781
80038,20078
80039,7114
80040,3080
80041,416
80042,5005
80043,12421
80044,2689
80045,6541
80046,1452
80047,506
80048,900
80049,5007
80050,11217
80051,2454
80052,3581
80053,6161
80054,6043
80055,5204
80056,2393
80057,18744
80058,525
80059,1141
80060,3798
80061,10361
80062,1158
80063,180369
80064,2321
80065,7775
80066,425
80067,6416
80068,1000
80069,14796
80070,777
80071,3030
80072,461
80073,2546
80074,3718
80075,1144
80076,529
80077,1653
80078,848
80079,589
80080,327
80081,4009
80082,1405
80083,1267
80084,890
80085,4852
80086,2656
80087,803
80088,18147
80089,1998
80090,225
80091,1360
80092,2541
80093,15458
80094,512
80095,2069
80096,13534
80097,5099
81001,45190
81002,2919
81003,6495
81004,11745
81005,15158
81006,31151
81007,5496
81008,27465
81009,4337
81010,3981
81011,82640
81012,51553
81013,11221
81014,7702
81015,10337
81016,1478
81017,1639
81018,10532
81019,4969
81020,4767
81021,67531
81022,12113
81023,1946
81024,8127
82001,3475
82002,1917
82003,1173
82004,8349
82005,10127
82006,54714
82007,6491
82008,1939
82009,11238
82010,4387
82011,4194
82012,1302
82013,7359
82014,8081
82015,3867
82016,478
82017,7645
82018,1237
82019,3193
82020,11604
82021,39049
82022,8619
82023,11688
82024,3256
82025,2992
82026,1008
82027,14309
82028,5130
82029,2728
82030,3629
82031,12264
82032,3953
82033,1668
82034,11008
82035,13006
82036,6565
82037,1788
82038,2284
82039,1835
82040,1172
82041,910
82042,1465
82043,7155
82044,3617
82045,6726
82046,6490
82047,2844
82048,29382
82049,38884
82050,6080
82051,3179
82052,1979
82053,663401
82054,31840
82055,3166
82056,2677
82057,6070
82058,3196
82059,2928
82060,4645
82061,1450
82062,2389
82063,5293
82064,8554
82065,1542
82066,1004
82067,11208
82068,2778
82069,418
82070,25861
82071,12688
82072,4306
82073,10496
82074,3140
82075,1318
82076,3454
82077,1882
82078,2623
82079,19960
82080,3301
82081,612
82082,956
83001,1861
83002,734
83003,2431
83004,868
83005,41221
83006,594
83007,5773
83008,3051
83009,13295
83010,4414
83011,3214
83012,775
83013,1260
83014,3014
83015,1118
83016,2370
83017,2311
83018,486
83019,2768
83020,1394
83021,1362
83022,471
83023,1078
83024,887
83025,3789
83026,657
83027,3298
83028,3820
83029,3204
83030,2464
83031,347
83032,9325
83033,6904
83034,1469
83035,1710
83036,1535
83037,706
83038,2822
83039,1616
83040,761
83041,12821
83042,1405
83043,1008
83044,666
83045,569
83046,1493
83047,2319
83048,232555
83049,31028
83050,1269
83051,938
83052,4590
83053,714
83054,2685
83055,582
83056,1541
83057,2161
83058,825
83059,700
83060,3667
83061,3641
83062,1284
83063,2113
83064,6242
83065,1140
83066,13215
83067,1282
83068,3904
83069,962
83070,772
83071,186
83072,4119
83073,1080
83074,627
83075,2006
83076,6598
83077,6967
83078,3523
83079,1889
83080,2733
83081,2775
83082,1243
83083,930
83084,12305
83085,1532
83086,4582
83087,884
83088,2972
83089,9394
83090,1337
83091,4648
83092,3865
83093,1761
83094,1972
83095,2628
83096,4939
83097,10831
83098,7363
83099,6155
83100,839
83101,2785
83102,998
83103,1308
83104,4014
83105,8390
83106,7344
83107,5612
83108,4474
84001,58956
84002,2803
84003,9362
84004,3525
84005,2605
84006,1293
84007,3502
84008,2009
84009,6129
84010,9737
84011,35778
84012,7858
84013,2865
84014,3591
84015,3372
84016,930
84017,32059
84018,5556
84019,1178
84020,6556
84021,36505
84022,1759
84023,12413
84024,2494
84025,2929
84026,7479
84027,22503
84028,16513
84029,8068
84030,12579
84031,11327
84032,4574
84033,18711
84034,5770
84035,3139
84036,7901
84037,2308
84038,6327
84039,1291
84040,4441
84041,40341
84042,4456
84043,1378
85001,928
85002,542
85003,4541
85004,61064
85005,2937
85006,4123
85007,73854
85008,1775
85009,11633
85010,2924
85011,1502
85012,10405
85013,26627
85014,1911
85015,11291
85016,22393
85017,5125
85018,5891
85019,6777
85020,1320
85021,3331
85022,1564
86001,8132
86002,4825
86003,5036
86004,12800
86005,4379
86006,4696
86007,5361
86008,1952
86009,27004
86010,3518
86011,12962
86012,13415
86013,3001
86014,21726
86015,6768
86016,7093
86017,737
86018,9094
86019,7557
86020,4732
87001,3548
87002,18480
87003,29073
87004,52065
87005,18135
87006,35430
87007,28083
87008,23832
87009,18856
87010,5197
87011,37883
87012,5149
87013,4495
87014,3129
87015,311584
87016,9438
87017,27444
87018,13152
87019,25424
87020,3078
87021,5270
87022,3766
87023,14337
87024,32200
87025,7186
87026,1054
87027,5334
87028,4682
87029,50037
87030,12178
87031,7484
87032,16488
87033,47600
87034,14673
87035,3950
87036,3049
87037,10826
87038,10712
87039,14610
87040,2647
87041,23562
87042,11811
87043,3196
87044,8002
87045,9411
87046,1570
87047,7682
87048,8533
87049,16887
87050,11092
87051,20267
87052,7901
87053,8783
87054,6029
87055,9625
87056,4026
87057,3747
87058,4020
88001,11431
88002,8128
88003,30073
88004,2923
88005,16317
88006,54268
88007,2942
88008,19427
88009,73373
88010,11009
88011,26962
88012,64040
89001,35872
89002,31218
89003,1924
89004,1007
89005,6933
89006,17629
89007,769
89008,2425
89009,22665
89010,12453
89011,23101
89012,13611
89013,24192
89014,22144
89015,8569
89016,21198
89017,121171
89018,8097
89019,8486
89020,3937
89021,11823
90001,1457
90002,1856
90003,43931
90004,618
90005,774
90006,13835
90007,557
90008,1804
90009,2715
90010,408
90011,950
90012,3494
90013,3340
90014,752
90015,277
90016,679
90017,3822
90018,900
90019,502
90020,896
90021,4049
90022,641
90023,5893
90024,426
90025,1613
90026,1307
90027,830
90028,382
90029,1507
90030,512
90031,830
90032,486
90033,8464
90034,879
90035,11192
90036,1849
90037,2489
90038,579
90039,491
90040,99
90041,2392
90042,1900
90043,857
90044,794
90045,1351
90046,2715
90047,60731
90048,4177
90049,3195
90050,2978
90051,5707
90052,10454
90053,632
90054,4196
90055,2990
90056,2353
90057,4481
90058,22126
90059,2569
90060,720
90061,537
90062,1259
90063,5377
90064,126870
90065,1332
90066,144
90067,7169
90068,855
90069,14775
90070,13902
90071,2896
90072,2406
90073,950
90074,2251
90075,1519
90076,2944
90077,4338
90078,2252
90079,4345
90080,2319
90081,1862
90082,1672
90083,2480
90084,3524
90085,1499
90086,612
90087,1374
90088,732
90089,1616
90090,2091
90091,5241
90092,5025
91001,1261
91002,2356
91003,1105
91004,797
91005,3974
91006,3589
91007,587
91008,533
91009,2762
91010,2546
91011,2072
91012,1316
91016,2277
91017,8556
91018,606
91019,558
91024,3838
91025,756
91026,1389
91027,2444
91028,2608
91031,1324
91032,2119
91033,2292
91035,3156
91037,5299
91038,492
91039,1303
91040,514
91041,1634
91042,2128
91043,1360
91044,9936
91046,2498
91047,1735
91050,295
91051,36154
91055,6988
91056,1269
91057,845
91058,363
91059,718
91060,892
91061,2835
91062,4155
91063,7081
91064,1991
91066,1123
91067,2286
91068,241
91069,772
91070,2263
91071,1603
91072,1837
91073,3023
91077,1675
91083,2084
91084,1693
91085,11444
91086,1621
91088,994
91089,3919
91090,667
91091,474
91093,1968
91094,2840
91095,11051
91097,1106
91098,1432
91099,1196
91100,532
91101,3124
91103,1944
91104,332
92003,26638
92009,154267
92011,23465
92015,8283
92037,8015
92050,7320
92051,70531
92066,5266
92068,28463
92074,21016
92075,6810
92080,17647
92090,8726
92099,2150
92105,13175
92108,9547
92109,19719
93001,250
93002,1306
93004,9189
93005,15731
93006,244
93007,9333
93008,2551
93009,6323
93010,8390
93011,861
93012,1534
93013,5188
93014,357
93015,912
93016,383
93017,18201
93018,2733
93019,372
93020,1565
93021,11746
93022,12642
93024,601
93025,11818
93026,1537
93027,4333
93028,2746
93029,7774
93030,1514
93031,3147
93032,15200
93033,51367
93034,8428
93035,3513
93036,5988
93037,19931
93038,4638
93039,1444
93040,4285
93041,15123
93042,2218
93043,6403
93044,12121
93045,290
93046,361
93047,1775
93049,721
93050,1324
93051,8517
93052,1676
93053,3929
94001,402
94002,4897
94003,691
94004,708
94005,745
94006,864
94007,1312
94008,1100
94009,312
94010,1618
94011,159
94012,485
94013,102
94014,1240
94015,213
94016,920
94017,1324
94018,179
94019,626
94020,673
94021,1883
94022,3084
94023,21749
94024,675
94025,1093
94026,1799
94027,1011
94028,2332
94029,513
94030,2118
94031,1641
94032,843
94033,253
94034,441
94035,707
94036,305
94037,625
94038,2297
94039,1095
94040,923
94041,520
94042,1082
94043,484
94044,1443
94045,705
94046,359
94047,298
94048,663
94049,717
94050,2254
94051,679
94052,11218
95001,2678
95002,431
95003,248
95004,1384
95005,364
95006,3872
95007,845
95008,371
95009,328
95010,82
95011,1280
95012,618
95013,669
95014,138
95015,1568
95016,158
95017,1256
95018,9152
95019,2581
95020,867
95021,4434
95022,460
95023,740
95024,866
95025,4771
95026,1046
95027,1494
95028,442
95029,4091
95030,696
95031,1770
95032,645
95033,1272
95034,469
95035,1760
95036,347
95037,1197
95038,31709
95039,1530
95040,295
95041,2189
95042,249
95043,2116
95044,664
95045,2961
95046,2596
95047,4795
95048,347
