Codice comune,Popolazione al 1/1/19
18190,3147
18191,848
18192,2577
18193,1088
19001,1173
19002,3918
19003,2036
19004,624
19005,4885
19006,1503
19007,596
19009,1194
19010,1245
19011,676
19012,2158
19013,546
19014,410
19015,2324
19016,3810
19017,1867
19018,1152
19019,541
19020,1802
19021,15445
19022,1622
19023,570
19024,445
19025,9483
19026,5685
19027,283
19028,500
19029,2271
19030,927
19031,1220
19032,1082
19033,1370
19034,1572
19035,34487
19036,72680
19037,1753
19038,650
19039,437
19040,306
19041,3825
19043,1200
19044,1047
19045,870
19046,1954
19047,1175
19048,1329
19049,621
19050,1487
19051,1748
19052,2710
19053,1168
19054,1988
19055,2838
19056,1719
19057,2069
19058,2290
19059,2503
19060,753
19061,893
19062,6084
19063,946
19064,2880
19065,1407
19066,3817
19067,9033
19068,3389
19069,1525
19070,632
19072,2519
19073,1133
19074,1277
19075,1596
19076,6432
19077,1470
19078,913
19079,1731
19080,997
19081,3397
19082,532
19083,1940
19084,8173
19085,2332
19086,3147
19087,1158
19088,2212
19089,1347
19090,1926
19091,408
19092,1346
19093,525
19094,3537
19095,3218
19096,939
19097,7608
19098,8929
19099,3096
19100,1476
19101,611
19102,6807
19103,1541
19104,429
19105,486
19106,458
19107,2081
19108,584
19109,2829
19110,1697
19111,3697
19112,4520
19113,3934
19114,492
19115,341
19116,3986
20001,2865
20002,10056
20003,5919
20007,4164
20008,4369
20010,2253
20011,2714
20012,1513
20013,3241
20014,4622
20015,12733
20016,5244
20017,23704
20018,3838
20019,2590
20020,1085
20021,14921
20022,3413
20024,2980
20025,2240
20026,10191
20027,8995
20028,5972
20029,1509
20030,49403
20031,6531
20032,775
20033,7807
20034,4091
20035,5458
20036,4947
20037,2575
20038,6607
20039,7042
20041,1704
20042,6647
20043,1705
20044,2405
20045,16578
20046,1172
20047,5523
20048,1264
20050,2532
20051,5283
20052,6971
20053,8718
20054,4162
20055,6961
20056,1533
20057,11873
20058,1217
20059,1714
20060,1161
20061,7285
20062,1475
20063,2689
20064,2028
20065,21313
20066,20154
20068,2189
20070,7326
20071,14831
20072,5529
20073,1983
21001,1656
21002,1030
21003,398
21004,14934
21005,778
21006,3505
21007,1755
21008,107739
21009,655
21010,2232
21011,22377
21012,2808
21013,16716
21014,395
21015,8104
21016,2656
21017,5496
21018,2298
21019,6855
21020,1527
21021,2887
21022,5215
21023,3430
21024,2239
21025,665
21026,1378
21027,2389
21028,3351
21029,5384
21030,2823
21031,3579
21032,1000
21033,2629
21034,3311
21035,1726
21036,900
21037,5214
21038,5005
21039,2715
21040,18073
21041,12511
21042,4045
21043,342
21044,1574
21045,1274
21046,5272
21047,3081
21048,2791
21049,841
21050,1692
21051,40862
21052,2914
21053,1701
21054,2086
21055,2017
21056,5869
21057,3230
21058,1973
21059,3937
21060,3825
21061,4869
21062,3783
21063,1565
21064,724
21065,195
21066,1872
21067,3624
21068,546
21069,265
21070,4497
21071,2917
21072,7955
21073,1362
21074,3151
21075,1240
21076,3827
21077,3367
21079,3066
21080,3558
21081,3885
21082,1767
21083,3255
21084,1544
21085,1974
21086,7145
21087,2912
21088,1432
21089,2629
21091,1228
21092,1880
21093,6215
21094,1838
21095,1141
21096,1766
21097,4473
21098,3431
21099,1965
21100,1007
21101,2450
21102,1040
21103,969
21104,2896
21105,1057
21106,3205
21107,3093
21108,6022
21109,2320
21110,3339
21111,4694
21112,959
21113,1597
21114,1875
21115,6979
21116,2998
21117,1389
21118,762
22001,8824
22002,1481
22003,3168
22005,1099
22006,17828
22007,4082
22009,5045
22011,1481
22013,2651
22015,434
22017,1540
22018,397
22021,667
22022,6953
22025,4002
22026,253
22027,739
22029,678
22030,325
22032,1358
22033,1100
22034,3778
22035,1946
22036,713
22037,1475
22038,1468
22039,1887
22040,583
22041,1090
22042,948
22043,527
22045,219
22046,601
22047,2325
22048,1187
22049,1036
22050,4112
22051,1086
22052,549
22053,2947
22054,238
22058,694
22059,350
22060,304
22061,4053
22062,7020
22063,657
22064,980
22068,675
22070,666
22071,429
22074,1221
22078,583
22079,5065
22080,640
22081,911
22083,1103
22085,472
22087,3158
22088,1446
22089,1326
22090,344
22091,416
22092,2533
22093,745
22095,2168
22097,1183
22098,2775
22102,1162
22103,9032
22104,8094
22106,804
22108,862
22109,261
22110,2206
22111,443
22112,139
22113,579
22114,880
22115,1597
22116,5501
22117,7177
22118,2644
22120,1113
22123,9942
22124,2815
22127,2092
22128,1350
22129,1093
22130,795
22131,841
22133,167
22134,830
22135,996
22136,1851
22137,784
22138,385
22139,21471
22142,649
22143,3048
22144,2500
22147,4514
22150,1353
22152,1278
22153,17505
22154,611
22155,1396
22156,2930
22157,446
22159,428
22160,1680
22161,39972
22162,409
22163,806
22164,184
22165,547
22167,3223
22168,1127
22169,925
22170,808
22171,1417
22172,1447
22173,370
22176,692
22177,819
22179,1264
22180,1272
22181,707
22182,1174
22183,4580
22184,565
22188,1954
22189,599
22190,989
22191,2016
22193,709
22195,637
22196,2965
22199,3660
22200,1305
22202,680
22203,1485
22205,118288
22209,470
22210,1370
22211,840
22213,1833
22216,173
22222,3843
22224,3035
22226,1749
22228,2963
22229,5270
22230,6675
22231,1571
22232,1160
22233,2140
22234,1450
22235,1615
22236,5065
22237,527
22238,2015
22239,709
22240,3306
22241,2333
22242,1411
22243,2908
22244,1807
22245,5398
22246,2945
22247,1396
22248,5065
22249,4831
22250,3540
22251,3109
23001,2362
23002,5263
23003,2265
23004,6345
23005,2638
23006,7178
23007,3189
23008,1692
23009,2009
23010,1391
23011,3557
23012,16058
23013,1371
23014,2464
23015,20331
23016,7048
23017,7886
23018,8467
23019,5641
23020,3687
23021,11910
23022,13266
23023,6021
23024,1494
23025,16602
23026,2485
23027,8514
23028,8808
23029,1086
23030,3793
23031,2609
23032,1920
23033,757
23034,275
23035,4142
23036,4116
23037,5314
23038,10932
23039,5238
23040,11549
23041,3242
23042,8495
23043,7042
23044,25380
23045,3687
23046,3178
23047,2509
23048,4617
23049,4308
23050,8988
23051,7844
23052,17096
23053,8485
23054,3716
23055,10097
23056,1244
23057,3057
23058,17308
23059,10705
23060,7317
23061,2523
23062,2196
23063,3809
23064,6019
23065,2672
23066,1601
23067,2099
23068,3792
23069,21402
23070,5074
23071,25432
23072,4097
23073,15634
23074,557
23075,2975
23076,12936
23077,11876
23078,2533
23079,1392
23080,890
23081,7124
23082,14789
23083,17776
23084,3029
23085,2188
23086,3054
23087,4890
23088,2780
23089,15564
23090,764
23091,257993
23092,5120
23093,2547
23094,10247
23095,5838
23096,33367
23097,15050
23098,4880
24001,1408
24002,2027
24003,1614
24004,12021
24005,2224
24006,7848
24007,3113
24008,25569
24009,6453
24010,863
24012,43412
24013,6472
24014,8610
24015,6643
24016,3172
24017,3982
24018,11270
24019,2509
24020,1314
24021,11171
24022,1685
24023,806
24024,3610
24025,3788
24026,14836
24027,2905
24028,6198
24029,12817
24030,2494
24031,906
24032,3214
24033,2107
24034,11996
24035,7681
24036,11362
24037,1316
24038,13860
24039,1614
24040,3777
24041,690
24042,2368
24043,3414
24044,830
24046,4274
24047,3767
24048,10242
24049,131
24050,193
24051,5609
24052,16511
24053,3636
24054,2563
24055,14916
24056,9513
24057,14038
24058,3477
24059,2570
24060,6512
24061,23459
24062,5043
24063,2825
24064,3433
24065,1789
24066,2835
24067,9020
24068,3079
24070,7609
24071,3108
24072,1211
24073,4949
24074,8955
24075,3055
24076,738
24077,2151
24078,8319
24079,4316
24080,559
24081,3148
24082,2793
24083,5801
24084,6268
24085,4221
24086,14290
24087,14560
24088,8083
24089,654
24090,1034
24091,8458
24093,1644
24094,1589
24095,5734
24096,3590
24097,5278
24098,6740
24099,2615
24100,39162
24101,1896
24102,4293
24103,7651
24104,12847
24105,24434
24106,524
24107,5884
24108,11711
24110,8749
24111,26048
24112,1266
24113,3114
24114,1745
24115,2331
24116,110790
24117,1915
24118,6136
24119,6635
24120,1381
24121,771
24122,6753
24123,3083
24124,6425
25001,4117
25002,2768
25003,1192
25004,2250
25005,3279
25006,35833
25007,793
25008,1968
25010,1272
25011,3958
25012,1313
25013,381
25014,360
25015,2151
25016,5820
25017,444
25018,2337
25019,1866
25021,20560
25022,3163
25023,1115
25025,582
25026,2808
25027,1070
25028,2937
25029,5308
25030,1292
25032,558
25033,1340
25034,5932
25035,273
25036,4396
25037,352
25039,3753
25040,8232
25043,612
25044,1203
25045,1597
25046,388
25047,1607
25048,6786
25049,610
25050,2502
25051,1894
25053,10198
25054,506
25055,2443
25056,3135
25057,375
25058,1400
25059,1745
25060,1326
25061,4830
25062,485
25063,1868
25065,1398
25066,854
25067,851
25069,212
25070,3143
25071,5201
25072,6852
25073,3156
26001,6975
26002,4532
26003,9108
26004,5951
26005,7808
26006,7952
26007,4749
26008,11256
26009,13080
26010,11301
26011,2288
26012,33507
26013,7198
26014,2885
26015,3861
26016,3700
26017,3409
26018,2632
26019,5327
26020,5071
26021,35231
26022,6959
26023,6285
26024,4541
26025,6098
26026,8704
26027,3784
26028,5739
26029,5882
26030,2919
26031,6041
26032,5237
26033,6046
26034,4115
26035,9180
26036,9363
26037,5064
26038,9638
26039,5118
26040,9356
26041,2964
26042,3252
26043,27768
26044,4384
26045,1324
26046,31380
26047,4461
26048,2836
26049,10775
26050,6616
26051,20659
26052,4525
26053,3861
26054,2205
26055,22068
26056,7353
26057,12047
26058,8341
26059,12882
26060,761
26061,2224
26062,5230
26063,16891
26064,9957
26065,1702
26066,9522
26067,2150
26068,11000
26069,14568
26070,6734
26071,13046
26072,6975
26073,5219
26074,4970
26075,9167
26076,9961
26077,7392
26078,3059
26079,1877
26080,6191
26081,10254
26082,12223
26083,11780
26084,4336
26085,10816
26086,84999
26087,10271
26088,6965
26089,16803
26090,3694
26091,17899
26092,28148
26093,10194
26094,1811
26095,11426
27001,3849
27002,7254
27003,10680
27004,13145
27005,11523
27006,13637
27007,6110
27008,49259
27009,3232
27010,3006
27011,10383
27012,15104
27013,12206
27014,8437
27015,4166
27016,6143
27017,7034
27018,2765
27019,26563
27020,17513
27021,21559
27022,6353
27023,38421
27024,27350
27025,11505
27026,16101
27027,6970
27028,12369
27029,24909
27030,4664
27031,8164
27032,13000
27033,41843
27034,11863
27035,17597
27036,12928
27037,18961
27038,27984
27039,7672
27040,2291
27041,4776
27042,260520
27043,10003
27044,13526
28001,20265
28002,3230
28003,26278
28004,4289
28005,1825
28006,2127
28007,4811
28008,3538
28009,3060
28010,628
28011,3885
28012,2448
28013,8836
28014,3471
28015,7114
28016,16187
28017,14809
28018,2675
28019,12017
28020,5747
28021,2285
28022,1530
28023,7601
28026,4651
28027,4846
28028,5392
28029,1501
28030,5708
28031,1962
28032,20161
28033,6459
28034,10258
28035,5153
28036,7242
28037,16280
28038,8011
28039,7141
28040,4316
28041,4289
28042,4595
28043,2019
28044,9014
28045,7982
28046,7743
28047,3064
28048,9130
28049,1764
28050,6081
28052,1860
28053,2612
28054,11568
28055,17501
28056,9024
28057,11573
28058,11477
28059,5629
28060,210912
28061,3832
28062,1276
28063,11123
28064,9570
28065,20086
28066,3314
28067,2397
28068,3692
28069,13502
28070,3532
28071,4953
28072,16544
28073,4878
28075,10174
28076,6357
28077,13113
28078,4458
28079,3028
28080,7290
28082,7236
28083,2535
28084,1970
28085,10443
28086,22964
28087,6995
28088,4118
28089,9053
28090,2640
28091,8392
28092,6140
28093,12973
28094,4343
28095,2088
28096,4768
28097,1791
28098,921
28099,13057
28100,23035
28101,5582
28102,2197
28103,10479
28104,6136
28105,3304
28106,9057
28107,6998
29001,19347
29002,4202
29003,2654
29004,10263
29005,1204
29006,2526
29007,1483
29008,708
29009,2700
29010,901
29011,1539
29012,4079
29013,2689
29014,1612
29015,3533
29017,2341
29018,2496
29019,1783
29021,2356
29022,3961
29023,1418
29024,2579
29025,992
29026,1515
29027,2093
29028,1125
29029,11634
29030,3458
29031,3437
29032,1741
29033,12001
29034,1433
29035,1540
29036,1146
29037,3892
29038,2215
29039,9546
29040,6383
29041,51104
29042,1117
29043,1082
29044,3871
29045,3191
29046,8195
29047,2643
29048,4932
29049,1168
29050,1983
29051,909
29052,14217
30001,2223
30002,854
30003,971
30004,3268
30005,2076
30006,2871
30007,1721
30008,3479
30009,5296
30010,2393
30011,1834
30012,726
30013,6454
30014,3947
30015,1607
30016,7873
30018,2804
30019,2885
30020,3751
30021,998
30022,679
30023,13811
30024,644
30025,619
30026,11101
30027,16168
30028,2178
30029,476
30030,3155
30031,2167
30032,2284
30033,165
30034,104
30035,1310
30036,2860
30037,6285
30039,1108
30040,563
30041,921
30042,578
30043,10851
30044,4680
30045,326
30046,13453
30047,707
30048,3756
30049,6885
30051,617
30052,2333
30053,5920
30054,923
30055,6442
30056,1796
30057,6838
30058,2620
30059,1678
30060,1676
30061,505
30062,4938
30063,2488
30064,2483
30065,2706
30066,2858
30067,1867
30068,5088
30069,2917
30070,5388
30071,2119
30072,9395
30073,2541
30074,5531
30075,2476
30076,1379
30077,2547
30078,5455
30079,6916
30080,3600
30081,903
30082,1463
30083,4060
30084,234
30085,747
30086,916
30087,2837
30088,501
30089,443
30090,4890
30091,6100
30092,970
30093,285
30094,414
30095,2415
30097,2012
30098,2875
30099,8007
30100,7408
30101,6122
30102,1082
30103,2134
30104,2317
30105,1257
30106,1676
30107,396
30108,371
30109,3759
30110,898
30111,330
30112,1278
30113,588
30114,3996
30116,8921
30117,4211
30118,14924
30120,2818
30121,10169
30122,2094
30123,2804
30124,2209
30126,1705
30127,7703
30128,1633
30129,99377
30130,2702
30131,2003
30132,872
30133,2199
30135,799
30136,568
30137,1745
30138,1149
30188,6265
30189,1306
30190,6315
30191,711
31001,1718
31002,7302
31003,1364
31004,336
31005,1689
31006,3064
31007,34336
31008,6468
31009,8080
31010,1490
31011,968
31012,28453
31013,738
31014,1547
31015,3709
31016,11928
31017,2197
31018,6203
31019,768
31020,1548
31021,2005
31022,1690
31023,7256
31024,2854
31025,1692
32001,8471
32002,865
32003,13062
32004,5760
32005,2068
32006,204267
33001,2039
33002,4696
33003,987
33004,2723
33005,3572
33006,7999
33007,6066
33008,2417
33010,4808
33011,7740
33012,4591
33013,13725
33014,5301
33015,122
33016,845
33017,586
33018,4683
33019,1168
33020,1197
33021,15300
33022,2075
33023,5690
33024,4539
33025,2243
33026,3927
33027,5241
33028,957
33030,485
33032,103942
33033,2219
33034,609
33035,9114
33036,4707
33037,6526
33038,7041
33039,12301
33040,5609
33041,832
33042,2847
33043,2104
33044,2073
33045,4207
33046,1704
33047,73
33048,2506
33049,3016
34001,2145
34002,2150
34003,3320
34004,1990
34005,683
34006,6849
34007,6911
34008,2118
34009,14716
34010,9104
34011,1104
34012,1842
34013,8983
34014,27041
34015,7061
34016,5641
34017,6007
34018,10484
34019,5054
34020,10884
34022,880
34023,11104
34024,3600
34025,13033
34026,1099
34027,196518
34028,1012
34030,2934
34031,5679
34032,19746
34033,5739
34035,1743
34036,4841
34038,1199
34039,2104
34040,939
34041,7689
34042,9538
34044,515
34045,2625
34046,1185
34049,7846
34050,3188
34051,12788
35001,8805
35002,9789
35003,3242
35004,10222
35005,5365
35006,5597
35008,10695
35009,5671
35010,5156
35011,4007
35012,18982
35013,4441
35014,15346
35015,8482
35016,10506
35017,9898
35018,3740
35020,25485
35021,6627
35022,5763
35023,6507
35024,15018
35026,8840
35027,10499
35028,13607
35029,7295
35030,13169
35032,9153
35033,171999
35034,6088
35035,4075
35036,14861
35037,8126
35038,6217
35039,11333
35040,25770
35041,4367
35042,1822
35043,4237
35044,3325
35045,3634
35046,4130
36001,4263
36002,10189
36003,8802
36004,3172
36005,71836
36006,33059
36007,15083
36008,11323
36009,6960
36010,8373
36011,2950
36012,15415
36013,17064
36014,1222
36015,34559
36016,1883
36017,3907
36018,2675
36019,17680
36020,5264
36021,6256
36022,23895
36023,186307
36024,937
36025,2122
36026,3315
36027,16122
36028,10066
36029,2120
36030,17680
36031,2327
36032,1618
36033,3734
36034,6173
36035,692
36036,6513
36037,10862
36038,3552
36039,5977
36040,40918
36041,9251
36042,8430
36043,2485
36044,15427
36045,12859
36046,25493
36047,4583
37001,12323
37002,9834
37003,7115
37005,5629
37006,390636
37007,3273
37008,18460
37009,13256
37010,1825
37011,36512
37012,3458
37013,1872
37014,1224
37015,3410
37016,4537
37017,6546
37019,18424
37020,20984
37021,15545
37022,5498
37024,13692
37025,6587
37026,1948
37027,4840
37028,5507
37030,12130
37031,3894
37032,69798
37033,2182
37034,4298
37035,9117
37036,6834
37037,16782
37038,8871
37039,15608
37040,3698
37041,6161
37042,10875
37044,6361
37045,4683
37046,13817
37047,17608
37048,7128
37050,8465
37051,4159
37052,8820
37053,28292
37054,32518
37055,12435
37056,7404
37057,14909
37059,7709
37060,19015
37061,31209
37062,6904
38001,21429
38003,14133
38004,35474
38005,11603
38006,22114
38007,16234
38008,132052
38010,2814
38011,4842
38012,2301
38014,6726
38017,5935
38018,9786
38019,11604
38022,7583
38023,3674
38025,3699
38027,8788
38028,9996
38029,7839
38030,7065
39001,11938
39002,16714
39003,2430
39004,7498
39005,2520
39006,9599
39007,28819
39008,9752
39009,7375
39010,58755
39011,8157
39012,32283
39013,10557
39014,157663
39015,5681
39016,12306
39017,2929
39018,4480
40001,5815
40003,10927
40004,2884
40005,6377
40007,97210
40008,25933
40009,3724
40011,1573
40012,117798
40013,13274
40014,2500
40015,10733
40016,9132
40018,7200
40019,9961
40020,6860
40022,4474
40028,1722
40031,753
40032,6285
40033,753
40036,1828
40037,3406
40041,12017
40043,4114
40044,3380
40045,17842
40046,3193
40049,1141
40050,1818
41001,4371
41002,1803
41005,741
41006,572
41007,8408
41008,2171
41009,1668
41010,7926
41013,60872
41014,8456
41015,9395
41016,936
41017,285
41018,1265
41019,5680
41020,4874
41021,562
41022,1493
41023,1994
41025,1334
41026,1031
41027,2077
41028,3817
41029,14360
41030,2762
41031,653
41032,1640
41033,1091
41034,2615
41035,1117
41036,6990
41038,2835
41041,686
41043,6151
41044,94969
41045,2802
41047,2130
41048,647
41049,1916
41051,4711
41054,3325
41057,4054
41058,1507
41060,1411
41061,963
41064,870
41065,7947
41066,6990
41067,14361
41068,15133
41069,12341
41070,5238
41071,4940
42001,4733
42002,101043
42003,4408
42004,1327
42005,2181
42006,7125
42007,2558
42008,5044
42010,18683
42011,1588
42012,3446
42013,3650
42014,14733
42015,4927
42016,4578
42017,30509
42018,25906
42019,9298
42020,1708
42021,39969
42022,12786
42023,6201
42024,1013
42025,3350
42026,1913
42027,9873
42029,3059
42030,6815
42031,1854
42032,3795
42033,2025
42034,35007
42035,6666
42036,3234
42037,671
42038,4552
42040,1950
42041,2008
42042,916
42043,4097
42044,7070
42045,44620
42046,3737
42047,2759
42048,4063
42049,2211
42050,7569
43002,2196
43003,4155
43004,1904
43005,141
43006,1710
43007,6852
43008,525
43009,4449
43010,249
43011,482
43012,10082
43013,42476
43014,1224
43015,15212
43016,1923
43017,663
43019,1317
43020,599
43021,774
43022,2303
43023,41514
43024,9612
43025,4571
43026,7054
43027,122
43028,7227
43029,3400
43030,3538
43031,7852
43032,734
43033,10078
43034,878
43035,1035
43036,1929
43038,1359
43039,1062
43040,241
43041,6475
43042,12541
43043,15850
43044,21097
43045,837
43046,3278
43047,12344
43048,1361
43049,3179
43050,438
43051,922
43052,1009
43053,19113
43054,9255
43055,2551
43056,409
43057,1062
43058,1015
44001,2696
44002,3747
44005,1728
44006,1087
44007,48169
44010,1018
44011,8589
44012,2709
44013,2315
44014,3717
44015,3056
44016,922
44017,5361
44020,9138
44021,1249
44023,16073
44027,2337
44029,1651
44031,4591
44032,2037
44034,510
44036,2033
44038,476
44044,551
44045,12708
44054,4927
44056,185
44063,4202
44064,1967
44065,849
44066,47330
44071,7254
44073,1997
45001,11067
45002,1814
45003,62285
45004,1006
45005,699
45006,2244
45007,7579
45008,4702
45009,4872
45010,68889
45011,10298
45012,2398
45013,2140
45014,7182
45015,1962
45016,4727
45017,1014
46001,15532
46002,5932
46003,9818
46004,6958
46005,32283
46006,2133
46007,46216
46008,536
46009,5851
46010,1758
46011,5163
46013,7249
46014,589
46015,3697
46017,88824
46018,22322
46019,1981
46020,1034
46021,4370
46022,3439
46023,2250
46024,23600
46025,2473
46026,8961
46027,1403
46028,12830
46030,3016
46031,907
46033,62056
46034,1550
46035,1298
46036,821
46037,1026
47002,17920
47003,8882
47005,7440
47006,6321
47007,3172
47008,7894
47009,21151
47010,10754
47011,20673
47012,19674
47013,9236
47014,90358
47016,8856
47017,26693
47018,1568
47020,11679
47021,5669
47022,4547
47023,2048
47024,7938
48001,25566
48002,10937
48004,18319
48005,17940
48006,47141
48008,7829
48010,17336
48011,10931
48012,15998
48013,5514
48014,48795
48015,14088
48017,378839
48018,4555
48019,23082
48020,4807
48021,13803
48022,14643
48024,20294
48025,1911
48026,3043
48027,3601
48028,14301
48030,13474
48031,1120
48032,7711
48033,20689
48035,16563
48036,8639
48037,7182
48038,17159
48039,1109
48041,50551
48043,49331
48044,18874
48046,5171
48049,8139
48050,14608
48052,23411
48053,12220
48054,12125
49001,3249
49002,12886
49003,4840
49004,4046
49005,407
49006,9055
49007,28101
49008,16762
49009,157783
49010,2122
49011,1958
49012,33559
49013,3686
49014,12011
49017,30807
49018,6738
49019,471
49020,3062
49021,3289
50001,8431
50002,5594
50003,6405
50004,12726
50005,6395
50006,1103
50008,45059
50009,13420
50010,1940
50011,2162
50012,1339
50014,3684
50015,1220
50016,1311
50019,1669
50020,2166
50021,756
50022,11149
50023,615
50024,4542
50025,4742
50026,88880
50027,5661
50028,15598
50029,29223
50030,1612
50031,31195
50032,27959
50033,14594
50034,1638
50035,13157
50036,4509
50037,12068
50038,8593
50039,10159
50040,12327
50041,5436
51001,5501
51002,99179
51003,1051
51004,12076
51005,10091
51006,5380
51007,1410
51008,3092
51010,2631
51011,2124
51012,13129
51013,9554
51014,893
51015,1958
51016,9003
51017,21984
51018,9528
51020,5878
51021,3544
51022,3427
51023,536
51024,1715
51025,8702
51026,24490
51027,861
51030,3087
51031,6114
51033,16823
51034,15801
51035,1282
51037,6412
51038,1014
51039,12268
51040,9828
51041,5652
51042,6636
52001,6275
52002,7038
52003,3102
52004,3829
52005,2814
52006,9112
52007,2265
52008,2602
52009,7079
52010,1849
52011,8429
52012,21737
52013,2705
52015,13824
52016,10033
52017,9070
52018,1526
52019,2413
52020,4129
52021,2074
52022,28948
52023,1548
52024,1062
52025,922
52026,5379
52027,1578
52028,7760
52030,2614
52031,4664
52032,53937
52033,12514
52034,10028
52035,7267
52036,1228
52037,5843
53001,4279
53002,2369
53003,4068
53004,4808
53005,1408
53006,7202
53007,2474
53008,3154
53009,21106
53010,8505
53011,82353
53012,1436
53013,3452
53014,7210
53015,8303
53016,12397
53017,1178
53018,14731
53019,3744
53020,967
53021,9010
53022,2560
53023,4376
53024,3916
53025,981
53026,3265
53027,1316
53028,1061
54001,28314
54002,21781
54003,4347
54004,4955
54005,2354
54006,4355
54007,3099
54008,3209
54009,15423
54010,1038
54011,3432
54012,7709
54013,39439
54014,3448
54015,21391
54016,1159
54017,9705
54018,57059
54019,2708
54020,1855
54021,3858
54022,5892
54023,14949
54024,31547
54025,602
54026,14802
54027,18574
54028,3673
54029,1514
54030,5535
54031,582
54032,1156
54033,1618
54034,5672
54035,4815
54036,979
54037,5515
54038,5672
54039,165956
54040,3549
54041,2057
54042,100
54043,700
54044,11227
54045,563
54046,1333
54047,463
54048,1027
54049,2366
54050,8565
54051,37855
54052,16434
54053,6607
54054,8349
54055,3786
54056,16645
54057,3361
54058,353
54059,1351
55001,4670
55002,1763
55003,1438
55004,11819
55005,2715
55006,1978
55007,2673
55008,1784
55009,2105
55010,2861
55011,2752
55012,1859
55013,1618
55014,1897
55015,1780
55016,1434
55017,5055
55018,1640
55019,1283
55020,1191
55021,1434
55022,19055
55023,20148
55024,1798
55025,505
55026,1068
55027,226
55028,1945
55029,4938
55030,2198
55031,4781
55032,110749
55033,2473
56001,5434
56002,855
56003,3597
56004,1069
56005,4791
56006,1268
56007,3255
56008,3917
56009,1795
56010,910
56011,3019
56012,5286
56013,1694
56014,6442
56015,5366
56016,1971
56017,2594
56018,2319
56019,1308
56020,1142
56021,16171
56022,1572
56023,3738
56024,8275
56025,2150
56026,1466
56027,2816
56028,1323
56029,2204
56030,2605
56031,2259
56032,811
56033,895
56034,3395
56035,8965
56036,13387
56037,1966
56038,4637
56039,9494
56040,976
56041,3819
56042,8842
56043,1972
56044,573
56045,8533
56046,1253
56047,2107
56048,8174
56049,6663
56050,16240
56051,323
56052,8364
56053,2842
56054,2548
56055,4008
56056,2218
56057,13978
56058,4511
56059,67681
56060,5244
57001,612
57002,2484
57003,2475
57004,240
57005,616
57006,601
57007,4435
57008,945
57009,2624
57010,1666
57011,734
57012,1250
57013,272
57014,1031
57015,1310
57016,6702
57017,445
57018,400
57019,359
57020,152
57021,1544
57022,497
57023,271
57024,581
57025,3896
57026,536
57027,13880
57028,1299
57029,3169
57030,724
57031,1550
57032,361
57033,2328
57034,554
57035,3692
57036,73
57037,130
57038,498
57039,391
57040,876
57041,1198
57042,287
57043,672
57044,4074
57045,343
57046,212
57047,383
57048,166
57049,2018
57050,1130
57051,2015
57052,1272
57053,6410
57054,2666
57055,2549
57056,538
57057,635
57058,323
57059,47149
57060,1199
57061,553
57062,778
57063,549
57064,3148
57065,1100
57066,2286
57067,1420
57068,1019
57069,1339
57070,1225
57071,230
57072,237
57073,177
58001,1482
58002,1733
58003,40980
58004,4020
58005,19459
58006,861
58007,55101
58008,1309
58009,18574
58010,1496
58011,14086
58012,2818
58013,19077
58014,444
58015,11533
58016,4093
58017,325
58018,10903
58019,337
58020,4322
58021,679
58022,8955
58023,7338
58024,8726
58025,853
58026,11428
58027,1097
58028,436
58029,38083
58030,1307
58031,598
58032,52716
58033,2032
58034,21310
58035,4347
58036,15858
58037,448
58038,13165
58039,22657
58040,6290
58041,1910
58042,5864
58043,23714
58044,1230
58045,706
58046,20567
58047,89671
58048,352
58049,6514
58050,13539
58051,941
58052,1402
58053,922
58054,7753
58055,775
58056,7155
58057,44981
58058,3138
58059,23190
58060,12200
58061,1269
58062,2091
58063,5282
58064,8758
58065,41287
58066,1897
58067,2553
58068,8680
58069,1391
58070,1931
58071,1947
58072,49995
58073,6614
58074,22065
58075,13178
58076,217
58077,751
58078,2340
58079,63792
58080,1155
58081,10687
58082,10391
58083,740
58084,182
58085,364
58086,17285
58087,255
58088,12170
58089,952
58090,691
58091,2856133
58092,1346
58093,7851
58094,875
58095,1559
58096,2839
58097,18933
58098,4995
58099,3656
58100,3303
58101,175
58102,9134
58103,8902
58104,56472
58105,4982
58106,1073
58107,5698
58108,259
58109,298
58110,16177
58111,53250
58112,3905
58113,161
58114,18081
58115,13467
58116,41584
58117,49750
58118,38963
58119,15801
58120,80470
58122,33410
59001,74660
59002,1508
59003,605
59004,4189
59005,37130
59006,10858
59007,39826
59008,38105
59009,20361
59010,10806
59011,126746
59012,4183
59013,3096
59014,19726
59015,6286
59016,3876
59017,14945
59018,3376
59019,14296
59020,1206
59021,4358
59022,1101
59023,1153
59024,20464
59025,10134
59026,6943
59027,10135
59028,24911
59029,7558
59030,3229
59031,2915
59032,45800
59033,769
60001,266
60002,1876
60003,28632
60004,2646
60005,4313
60006,21249
60007,5166
60008,5633
60009,2278
60010,7093
60011,4247
60012,2577
60013,698
60014,8526
60015,2732
60016,1673
60017,546
60018,2635
60019,36612
60020,3391
60021,875
60022,3979
60023,4702
60024,23244
60025,8851
60026,8064
60027,1894
60028,931
60029,664
60030,1602
60031,3841
60032,545
60033,20973
60034,522
60035,10703
60036,2868
60037,1295
60038,46054
60039,2092
60040,1275
60041,2413
60042,1553
60043,11392
60044,12596
60045,3257
