"istatId","name","month","d15","d16","d17","d18","d19","d20","istatMarch","ecoBG","bsToday","mar19","mar20","officialCovid","population","nameItSt","lng","lat"
"1269","Strambino","3","10","4","10","1","10","14","1","0","0","0","0","0","6336","Strambino","7.88062828","45.38458718"
"1270","Susa","3","7","7","9","12","5","12","1","0","0","0","0","0","6629","Susa","7.04641962","45.13525075"
"1280","Trofarello","3","14","14","7","10","13","23","1","0","0","0","0","0","10911","Trofarello","7.74030330","44.98596444"
"1287","Valperga","3","7","6","4","6","4","6","1","0","0","0","0","0","3163","Valperga","7.65678710","45.37027102"
"1293","Verolengo","3","4","5","5","4","5","10","1","0","0","0","0","0","4962","Verolengo","7.96715786","45.18904937"
"1294","Verrua Savoia","3","3","1","4","3","2","4","1","0","0","0","0","0","1459","Verrua Savoia","8.09314758","45.15655009"
"1307","Villar Perosa","3","10","4","3","1","4","12","1","0","0","0","0","0","4149","Villar Perosa","7.24926893","44.92019309"
"1308","Villastellone","3","4","2","5","4","8","4","1","0","0","0","0","0","4864","Villastellone","7.74535320","44.92155495"
"1314","Volpiano","3","10","19","16","15","20","26","1","0","0","0","0","0","14998","Volpiano","7.77555033","45.20189898"
"2011","Bianz�","3","1","6","1","2","1","5","1","0","0","0","0","0","2028","Bianz�","8.12006412","45.30737818"
"2016","Borgosesia","3","11","12","9","16","14","29","1","0","0","0","0","0","13031","Borgosesia","8.27641052","45.71672956"
"2017","Borgo Vercelli","3","4","1","3","9","1","6","1","0","0","0","0","0","2295","Borgo Vercelli","8.46637050","45.35715818"
"2021","Buronzo","3","1","1","2","1","1","6","1","0","0","0","0","0","916","Buronzo","8.26833442","45.48211892"
"2030","Caresana","3","2","1","4","2","3","7","1","0","0","0","0","0","1028","Caresana","8.50648564","45.22108416"
"2031","Caresanablot","3","1","2","0","1","1","4","1","0","0","0","0","0","1137","Caresanablot","8.38877273","45.35735225"
"2047","Costanzana","3","3","1","3","1","3","5","1","0","0","0","0","0","816","Costanzana","8.37006540","45.23619745"
"2061","Gattinara","3","13","7","5","8","10","19","1","0","0","0","0","0","8272","Gattinara","8.37128081","45.61734452"
"2071","Livorno Ferraris","3","5","4","3","3","3","6","1","0","0","0","0","0","4450","Livorno Ferraris","8.08199764","45.28165932"
"2116","Roasio","3","1","1","3","1","1","4","1","0","0","0","0","0","2465","Roasio","8.28892846","45.60862395"
