"istatId","name","month","d15","d16","d17","d18","d19","d20","istatMarch","ecoBG","bsToday","mar19","mar20","officialCovid","population","nameItSt","lng","lat"
"16034","Bottanuco","3","0","0","5","0","6","11","1",,,,,,"5176","Bottanuco","9.50359425","45.64081122"
"16035","Bracca","3","1","0","0","3","0","0","0","1",,"0","5","1","749","Bracca","9.70781335","45.82266222"
"16037","Brembate","3","4","6","8","4","2","21","1",,,,,,"8293","Brembate","9.55516253","45.60388463"
"16038","Brembate di Sopra","3","5","5","8","3","4","44","1",,,,,,"7771","Brembate di Sopra","9.57758711","45.71627848"
"16042","Brusaporto","3","3","2","2","4","0","16","1",,,,,,"5393","Brusaporto","9.76126081","45.67082667"
"16043","Calcinate","3","2","1","1","6","3","12","1",,,,,,"5782","Calcinate","9.80155201","45.61977118"
"16044","Calcio","3","3","3","1","1","5","16","1",,,,,,"5336","Calcio","9.85508435","45.50766222"
"16046","Calusco d'Adda","3","5","7","5","7","5","9","1",,,,,,"8233","Calusco d'Adda","9.47138472","45.68834716"
"16047","Calvenzano","3","3","2","11","3","0","16","1","1",,"2","25","11","4061","Calvenzano","9.59815751","45.49463312"
"16048","Camerata Cornello","3","0","1","0","0","1","0","0","1",,"1","7","2","627","Camerata Cornello","9.65566453","45.89956035"
"16053","Caravaggio","3","7","9","8","13","6","40","1","1",,"14","56","24","15882","Caravaggio","9.64310613","45.49713767"
"16055","Carobbio degli Angeli","3","3","1","4","1","2","0","0","1",,"2","9","4","4549","Carobbio degli Angeli","9.82862581","45.67045623"
"16057","Carvico","3","1","0","4","1","1","8","1",,,,,,"4666","Carvico","9.47982813","45.70685592"
"16058","Casazza","3","2","4","1","0","2","8","1","1",,"3","14","1","4021","Casazza","9.90631523","45.75151263"
"16059","Casirate d'Adda","3","2","1","1","2","5","10","1",,,,,,"3894","Casirate d'Adda","9.56659968","45.49235035"
"16060","Casnigo","3","4","6","1","2","2","18","1",,,,,,"3334","Casnigo","9.86745342","45.81634563"
"16062","Castelli Calepio","3","6","2","7","9","6","34","1","1",,"8","50","32","9612","Castelli Calepio","9.90225371","45.64152654"
"16063","Castel Rozzone","3","0","2","3","0","1","3","1","1",,"1","5","3","2896","Castel Rozzone","9.62373758","45.55543684"
"16064","Castione della Presolana","3","2","3","2","3","2","0","0","1",,"3","23","5","3455","Castione della Presolana","10.03640944","45.90774598"
"16066","Cavernago","3","0","1","0","0","2","0","0","1",,"2","7","5","2508","Cavernago","9.76373349","45.62380299"
"16068","Cenate Sopra","3","2","2","0","2","0","7","1",,,,,,"2505","Cenate Sopra","9.82417576","45.71174379"
"16070","Cene","3","6","5","4","0","3","19","1",,,,,,"4229","Cene","9.82557194","45.77943252"
"16071","Cerete","3","1","3","2","1","0","0","0","1",,"0","8","1","1646","Cerete","9.99497475","45.86768981"
"16073","Chiuduno","3","2","2","3","4","3","17","1",,,,,,"5852","Chiuduno","9.85376247","45.64690256"
"16074","Cisano Bergamasco","3","2","1","4","4","1","7","1",,,,,,"6268","Cisano Bergamasco","9.47436152","45.74238525"
"16075","Ciserano","3","2","1","2","3","4","10","1","1",,"3","18","8","5688","Ciserano","9.60072632","45.58667048"
"16076","Cividate al Piano","3","7","6","2","5","4","15","1",,,,,,"5157","Cividate al Piano","9.82979510","45.55425697"
"16077","Clusone","3","7","5","8","5","8","59","1","1",,"12","89","24","8678","Clusone","9.94697311","45.89156953"
"16079","Cologno al Serio","3","3","5","2","2","7","0","0","1",,"7","34","11","10596","Cologno al Serio","9.70610192","45.57940957"
"16081","Comun Nuovo","3","2","0","2","2","1","9","1",,,,,,"4163","Comun Nuovo","9.66473652","45.62325078"
"16082","Corna Imagna","3","1","0","0","0","1","0","0","1",,"1","1","0","953","Corna Imagna","9.54447510","45.83152482"
"16086","Costa Volpino","3","4","7","8","6","5","25","1",,,,,,"9194","Costa Volpino","10.09399319","45.82794219"
"16087","Covo","3","3","3","0","1","3","0","0","1",,"4","23","9","4066","Covo","9.76854314","45.50113193"
"16089","Curno","3","3","1","5","1","5","17","1","1",,"13","26","9","7635","Curno","9.61132252","45.69154232"
"16091","Dalmine","3","13","13","9","11","15","52","1","1",,"18","119","30","22881","Dalmine","9.60117345","45.64796557"
"16092","Dossena","3","1","2","0","0","0","0","0","1",,"1","7","2","962","Dossena","9.69696495","45.87917249"
"16093","Endine Gaiano","3","6","3","2","2","1","0","0","1",,"2","13","6","3519","Endine Gaiano","9.97649310","45.79018606"
"16096","Fara Gera d'Adda","3","4","3","4","9","3","12","1",,,,,,"7913","Fara Gera d'Adda","9.53074769","45.55086391"
"16100","Fiorano al Serio","3","3","0","3","4","0","24","1",,,,,,"3071","Fiorano al Serio","9.84166374","45.79948279"
"16102","Fonteno","3","0","0","0","0","1","0","0","1",,"1","12","4","685","Fonteno","10.01921554","45.75786413"
"16103","Foppolo","3","0","0","0","0","0","0","0","1",,"0","2","0","202","Foppolo","9.75497897","46.04394127"
"16104","Foresto Sparso","3","3","2","0","3","1","10","1",,,,,,"3153","Foresto Sparso","9.91367871","45.69511225"
"16108","Gandino","3","9","6","3","4","4","36","1","1",,"8","51","9","5576","Gandino","9.90400497","45.81128887"
"16111","Gazzaniga","3","6","4","2","4","3","39","1","1",,"6","49","10","5160","Gazzaniga","9.83572599","45.79743158"
"16113","Ghisalba","3","0","5","2","1","2","13","1",,,,,,"5923","Ghisalba","9.75443504","45.59161982"
"16115","Gorle","3","4","4","1","2","1","23","1","1",,"3","29","10","6445","Gorle","9.71877961","45.70242869"
"16116","Gorno","3","1","0","5","1","1","6","1",,,,,,"1636","Gorno","9.84340028","45.86280091"
"16121","Isola di Fondra","3","0","0","0","0","0","0","0","1",,"0","0","0","192","Isola di Fondra","9.74750710","45.98078910"
"16124","Leffe","3","5","4","4","2","5","45","1",,,,,,"4671","Leffe","9.88525625","45.79979518"
"16125","Lenna","3","2","0","0","0","2","0","0","1",,"3","9","1","641","Lenna","9.67730257","45.94318433"
"16126","Levate","3","1","1","1","1","0","9","1",,,,,,"3802","Levate","9.62447164","45.62522363"
"16127","Locatello","3","1","0","0","0","0","0","0","1",,"0","2","2","819","Locatello","9.53254936","45.83222039"
"16128","Lovere","3","2","3","9","7","7","10","1",,,,,,"5318","Lovere","10.07160122","45.81288555"
"16131","Madone","3","4","2","2","0","1","7","1",,,,,,"3943","Madone","9.54994881","45.65199573"
"16132","Mapello","3","4","2","1","1","1","0","0","1",,"0","11","8","6453","Mapello","9.54573257","45.70939829"
"16133","Martinengo","3","6","4","4","0","4","0","0","1",,"8","66","25","10088","Martinengo","9.76736896","45.57167298"
"16135","Misano di Gera d'Adda","3","2","0","1","0","0","6","1",,,,,,"2927","Misano di Gera d'Adda","9.62059954","45.46855110"
"16139","Montello","3","1","1","0","1","2","15","1",,,,,,"3173","Montello","9.80506490","45.67091191"
"16142","Mozzanica","3","3","2","0","1","3","6","1",,,,,,"4574","Mozzanica","9.69375604","45.47709603"
"16143","Mozzo","3","3","5","1","5","5","0","0","1",,"5","20","11","7460","Mozzo","9.60902504","45.70017710"
"16144","Nembro","3","8","8","9","8","11","121","1","1",,"14","135","76","11542","Nembro","9.75892641","45.74353321"
"16149","Onore","3","0","0","0","0","3","0","0","1",,"4","4","2","846","Onore","10.00997787","45.89257892"
"16150","Orio al Serio","3","2","0","1","2","0","0","0","1",,"0","8","3","1733","Orio al Serio","9.69151337","45.67573293"
"16152","Osio Sopra","3","8","3","1","3","3","9","1",,,,,,"5079","Osio Sopra","9.59192450","45.62977209"
"16153","Osio Sotto","3","8","9","3","3","7","21","1","1",,"11","40","23","12080","Osio Sotto","9.59270829","45.61618219"
"16155","Paladina","3","0","4","2","2","1","0","0","1",,"4","25","15","3996","Paladina","9.60637977","45.72721062"
"16157","Palosco","3","2","8","1","4","7","24","1",,,,,,"5773","Palosco","9.83787414","45.58347493"
"16160","Pedrengo","3","0","1","1","3","4","18","1",,,,,,"5799","Pedrengo","9.73413550","45.69842976"
"16161","Peia","3","0","2","1","2","5","13","1",,,,,,"1864","Peia","9.89707550","45.79967397"
"16166","Piazzolo","3","0","0","0","0","0","0","0","1",,"0","1","1","84","Piazzolo","9.67228091","45.97907415"
"16169","Ponteranica","3","6","4","1","2","1","19","1","1",,"2","26","8","6788","Ponteranica","9.65475910","45.73073708"
"16170","Ponte San Pietro","3","10","9","7","7","3","44","1","1",,"9","62","22","11273","Ponte San Pietro","9.58690420","45.69898952"
"16171","Pontida","3","3","1","1","3","2","9","1",,,,,,"3210","Pontida","9.50045312","45.73147772"
"16172","Pontirolo Nuovo","3","1","1","2","5","3","0","0","1",,"4","8","3","4993","Pontirolo Nuovo","9.56780777","45.56867250"
"16173","Pradalunga","3","3","2","3","5","6","28","1","1",,"7","42","23","4636","Pradalunga","9.78432737","45.74796639"
"16174","Predore","3","2","2","1","1","2","10","1",,,,,,"1859","Predore","10.01950385","45.68066321"
"16176","Presezzo","3","0","1","2","0","2","8","1",,,,,,"4934","Presezzo","9.56670539","45.69162228"
"16178","Ranica","3","4","1","3","2","1","18","1","1",,"4","22","11","5986","Ranica","9.71460508","45.72696442"
"16180","Riva di Solto","3","0","0","1","0","1","0","0","1",,"1","8","6","862","Riva di Solto","10.03938351","45.77417492"
"16183","Romano di Lombardia","3","5","10","13","9","10","63","1","1",,"16","76","37","18784","Romano di Lombardia","9.75316933","45.51945126"
"16184","Roncobello","3","2","2","0","0","1","0","0","1",,"2","0","0","429","Roncobello","9.74782375","45.95643792"
"16188","San Giovanni Bianco","3","1","5","3","3","2","34","1","1",,"2","41","16","5071","San Giovanni Bianco","9.65182322","45.87456477"
"16190","San Pellegrino Terme","3","2","6","4","2","2","30","1","1",,"2","42","12","4950","San Pellegrino Terme","9.66330535","45.83833313"
"16191","Santa Brigida","3","2","1","2","0","0","0","0","1",,"0","5","3","597","Santa Brigida","9.62343680","45.98128440"
"16193","Sarnico","3","4","7","5","3","3","19","1",,,,,,"6390","Sarnico","9.95835303","45.66799802"
"16194","Scanzorosciate","3","4","8","9","7","9","65","1","1",,"14","72","15","9835","Scanzorosciate","9.73679641","45.71186891"
"16195","Schilpario","3","5","2","3","2","2","7","1","1",,"2","12","2","1250","Schilpario","10.15451561","46.00956474"
"16196","Sedrina","3","2","2","2","3","0","0","0","1",,"0","20","9","2507","Sedrina","9.62345823","45.77991523"
"16197","Selvino","3","0","2","2","2","1","16","1","1",,"1","20","9","1991","Selvino","9.75012725","45.78074838"
"16198","Seriate","3","13","14","12","8","18","78","1","1",,"16","103","47","24336","Seriate","9.71764216","45.68353578"
"16199","Serina","3","2","1","2","0","3","9","1","1",,"6","17","7","2165","Serina","9.73009145","45.87138372"
"16201","Songavazzo","3","0","2","2","0","1","0","0","1",,"1","7","2","702","Songavazzo","9.98981791","45.88091617"
"16202","Sorisole","3","5","6","3","6","3","24","1",,,,,,"9097","Sorisole","9.66253698","45.74474021"
"16203","Sotto il Monte Giovanni XXIII","3","3","1","2","4","2","8","1",,,,,,"4291","Sotto il Monte Giovanni XXIII","9.49887457","45.70569781"
"16204","Sovere","3","5","6","3","7","3","19","1",,,,,,"5509","Sovere","10.02552685","45.82415622"
"16206","Spirano","3","7","2","0","1","2","0","0","1",,"2","30","9","5639","Spirano","9.67098717","45.58217246"
"16207","Stezzano","3","9","2","4","4","7","36","1","1",,"10","60","26","12623","Stezzano","9.65102483","45.64975666"
"16209","Suisio","3","1","4","1","0","0","9","1",,,,,,"3873","Suisio","9.50127414","45.65978989"
"16211","Tavernola Bergamasca","3","1","2","2","1","0","8","1",,,,,,"2140","Tavernola Bergamasca","10.04532871","45.70922375"
"16212","Telgate","3","2","1","0","2","0","0","0","1",,"3","19","9","4857","Telgate","9.85342403","45.62729393"
"16213","Terno d'Isola","3","6","1","4","4","2","7","1",,,,,,"7665","Terno d'Isola","9.53143321","45.68359940"
"16214","Torre Boldone","3","4","8","3","6","7","0","0","1",,"11","71","31","8333","Torre Boldone","9.70773248","45.71609034"
"16216","Torre de' Roveri","3","1","1","0","1","2","6","1",,,,,,"2310","Torre de' Roveri","9.77220696","45.69951084"
"16218","Trescore Balneario","3","10","7","5","6","2","29","1",,,,,,"9427","Trescore Balneario","9.84277423","45.69508834"
"16219","Treviglio","3","12","15","13","19","17","69","1","1",,"26","93","31","28410","Treviglio","9.59264990","45.52176480"
"16220","Treviolo","3","3","3","3","2","3","0","0","1",,"4","41","15","10302","Treviolo","9.61127104","45.67161825"
"16221","Ubiale Clanezzo","3","0","0","0","0","0","0","0","1",,"1","3","3","1399","Ubiale Clanezzo","9.61669209","45.78339354"
"16223","Valbondione","3","0","0","0","1","1","0","0","1",,"1","8","4","1085","Valbondione","10.01261961","46.03798458"
"16224","Valbrembo","3","1","2","1","4","2","6","1",,,,,,"3886","Valbrembo","9.60836917","45.71643237"
"16227","Valnegra","3","0","0","0","1","0","0","0","1",,"0","2","0","207","Valnegra","9.68946994","45.94911785"
"16232","Verdellino","3","4","2","5","3","8","9","1",,,,,,"7654","Verdellino","9.61534181","45.60418483"
"16233","Verdello","3","6","6","3","4","3","17","1",,,,,,"7748","Verdello","9.62702383","45.60652189"
"16237","Vigolo","3","1","1","0","0","1","0","0","1",,"1","3","3","607","Vigolo","10.02631466","45.71641986"
"16238","Villa d'Adda","3","9","3","4","5","3","23","1",,,,,,"4735","Villa d'Adda","9.46461423","45.71283271"
"16240","Villa di Serio","3","5","2","1","5","2","32","1",,,,,,"6620","Villa di Serio","9.73419702","45.72011449"
"16241","Villa d'Ogna","3","2","1","1","1","1","7","1",,,,,,"1971","Villa d'Ogna","9.93053034","45.90754175"
"16242","Villongo","3","1","3","1","3","3","16","1","1",,"3","23","9","7619","Villongo","9.93475122","45.67239404"
"16243","Vilminore di Scalve","3","1","0","3","3","0","0","0","1",,"0","9","1","1491","Vilminore di Scalve","10.09528648","45.99794954"
"16245","Zanica","3","4","1","7","1","2","20","1",,,,,,"8193","Zanica","9.68097350","45.64195570"
"16246","Zogno","3","6","9","5","8","2","0","0","1",,"6","77","32","9054","Zogno","9.66791865","45.79482160"
"16253","Val Brembilla","3","6","3","2","0","5","10","1",,,,,,"4522","Val Brembilla","9.59647","45.8211"
"17001","Acquafredda","3","1","1","2","1","1","0","0",,"1","4","11","7","1579","Acquafredda","10.41190041","45.30716861"
"17004","Alfianello","3","0","1","1","3","3","0","0",,"1","4","9","4","2451","Alfianello","10.14824994","45.26758605"
"17010","Bagolino","3","9","5","4","3","4","12","1",,,,,,"3940","Bagolino","10.46893818","45.82122915"
"17014","Bedizzole","3","2","8","6","8","10","18","1",,,,,,"11816","Bedizzole","10.42277837","45.51035884"
"17015","Berlingo","3","1","2","2","1","2","4","1",,,,,,"2582","Berlingo","10.03295371","45.50276977"
"17020","Borgo San Giacomo","3","2","4","3","4","5","19","1",,"1","5","21","14","5496","Borgo San Giacomo","9.97101776","45.35011663"
"17021","Borgosatollo","3","2","6","5","3","7","18","1",,"1","7","30","14","9094","Borgosatollo","10.23603582","45.47507645"
"17022","Borno","3","3","0","5","2","2","4","1",,,,,,"2630","Borno","10.20580785","45.94679424"
"17023","Botticino","3","4","6","8","12","8","22","1",,,,,,"10788","Botticino","10.32329909","45.54329565"
"17025","Bovezzo","3","4","6","9","1","1","11","1",,,,,,"7483","Bovezzo","10.24349364","45.59163275"
"17028","Breno","3","2","3","2","2","6","9","1",,,,,,"4920","Breno","10.30204086","45.95601285"
"17029","Brescia","3","133","141","127","137","134","281","1",,,,,,"189902","Brescia","10.21910323","45.53993052"
"17032","Calcinato","3","4","2","4","5","5","33","1",,"1","8","55","6","12599","Calcinato","10.41651764","45.45747040"
"17035","Capo di Ponte","3","0","1","1","1","2","2","1",,,,,,"2509","Capo di Ponte","10.34280170","46.02999867"
"17037","Capriano del Colle","3","3","5","3","2","3","4","1",,,,,,"4553","Capriano del Colle","10.12640959","45.45516249"
"17040","Castegnato","3","8","8","2","5","4","15","1",,,,,,"8031","Castegnato","10.11683832","45.56211690"
"17041","Castelcovati","3","7","2","1","3","3","5","1",,,,,,"6593","Castelcovati","9.94319171","45.50607430"
"17042","Castel Mella","3","7","4","3","4","6","6","1",,,,,,"10840","Castel Mella","10.14188166","45.49759872"
"17043","Castenedolo","3","3","5","8","10","6","12","1",,,,,,"11160","Castenedolo","10.30043916","45.47135901"
"17045","Castrezzato","3","6","0","2","3","1","7","1",,,,,,"7083","Castrezzato","9.97671546","45.51108736"
"17046","Cazzago San Martino","3","6","12","3","7","4","19","1",,"1","6","34","16","10959","Cazzago San Martino","10.02501501","45.58101331"
"17056","Coccaglio","3","1","3","5","5","2","25","1",,"1","4","52","12","8469","Coccaglio","9.97696104","45.56238459"
"17057","Collebeato","3","4","3","1","2","3","11","1",,,,,,"4698","Collebeato","10.21388771","45.58567193"
"17059","Cologne","3","4","4","3","3","5","19","1",,,,,,"7534","Cologne","9.94305337","45.58560661"
"17061","Concesio","3","10","6","6","12","9","21","1",,,,,,"14813","Concesio","10.21846104","45.60437212"
"17062","Corte Franca","3","2","1","3","0","1","12","1",,,,,,"7078","Corte Franca","10.00698240","45.63719867"
"17063","Corteno Golgi","3","4","1","1","2","0","6","1",,,,,,"2015","Corteno Golgi","10.24224115","46.16596898"
"17065","Darfo Boario Terme","3","15","7","6","9","16","31","1",,,,,,"15524","Darfo Boario Terme","10.18048381","45.88347362"
"17066","Dello","3","2","1","3","1","0","8","1",,,,,,"5576","Dello","10.07977147","45.41654998"
"17067","Desenzano del Garda","3","23","14","16","15","18","40","1",,,,,,"26793","Desenzano del Garda","10.54158830","45.46858257"
"17069","Erbusco","3","4","5","4","3","3","0","0",,"1","5","25","10","8286","Erbusco","9.97324124","45.59951824"
"17072","Flero","3","7","4","5","6","3","8","1",,,,,,"8440","Flero","10.17589208","45.48235605"
"17073","Gambara","3","3","3","1","1","4","4","1",,,,,,"4697","Gambara","10.29778932","45.25386029"
"17075","Gardone Val Trompia","3","4","10","4","6","7","15","1",,,,,,"11700","Gardone Val Trompia","10.18222299","45.68909413"
"17077","Gavardo","3","4","5","7","6","6","8","1",,,,,,"11686","Gavardo","10.43467889","45.58673467"
"17079","Gianico","3","2","0","1","1","1","10","1",,,,,,"2196","Gianico","10.18397330","45.86531336"
"17080","Gottolengo","3","4","6","1","2","5","17","1",,"1","5","31","11","5238","Gottolengo","10.27151767","45.29173169"
"17081","Gussago","3","14","8","7","11","12","25","1",,,,,,"16403","Gussago","10.15314832","45.59242495"
"17086","Isorella","3","2","1","2","2","1","5","1",,,,,,"4091","Isorella","10.31665753","45.30756270"
"17091","Lograto","3","3","2","2","3","2","7","1",,,,,,"3793","Lograto","10.05743850","45.48318568"
"17092","Lonato del Garda","3","12","7","6","13","7","23","1",,"1","12","36","14","15559","Lonato del Garda","10.48429285","45.46089172"
"17096","Lumezzane","3","15","10","11","17","11","17","1",,,,,,"23390","Lumezzane","10.26175600","45.65014976"
"17099","Mairano","3","1","2","4","1","1","7","1",,,,,,"3329","Mairano","10.07630769","45.45020038"
"17101","Malonno","3","5","2","0","3","3","5","1",,,,,,"3320","Malonno","10.31478286","46.11866545"
"17102","Manerba del Garda","3","4","5","2","2","2","0","0",,"1","3","10","2","4902","Manerba del Garda","10.55142577","45.55009614"
"17103","Manerbio","3","10","10","6","11","8","54","1",,"1","7","67","30","12869","Manerbio","10.13902184","45.35430213"
"17106","Marone","3","2","1","5","2","2","4","1",,,,,,"3293","Marone","10.09156211","45.73709034"
"17113","Montichiari","3","8","12","11","7","12","0","0",,"1","17","42","18","23734","Montichiari","10.39528281","45.41224627"
"17114","Montirone","3","0","2","3","3","2","7","1",,"1","3","19","12","5044","Montirone","10.23111054","45.44377294"
"17122","Offlaga","3","1","5","3","0","0","0","0",,"1","1","15","6","4269","Offlaga","10.11630783","45.38652358"
"17125","Orzinuovi","3","5","11","3","6","9","61","1",,"1","16","81","41","12343","Orzinuovi","9.92176686","45.40249790"
"17126","Orzivecchi","3","1","1","1","2","4","8","1",,,,,,"2485","Orzivecchi","9.96045414","45.42088848"
"17127","Ospitaletto","3","9","5","9","5","7","13","1",,,,,,"13579","Ospitaletto","10.07517023","45.55686172"
"17129","Padenghe sul Garda","3","2","1","2","0","2","6","1",,,,,,"4276","Padenghe sul Garda","10.50836300","45.50945065"
"17133","Palazzolo sull'Oglio","3","8","9","12","10","13","54","1",,"1","19","98","30","19472","Palazzolo sull'Oglio","9.88582148","45.59847763"
"17136","Passirano","3","3","3","3","6","1","16","1",,"1","1","24","9","7114","Passirano","10.06402728","45.59815323"
"17138","San Paolo","3","1","2","2","1","2","12","1",,"1","7","16","10","4504","San Paolo","10.02462174","45.37129663"
"17142","Pian Camuno","3","2","2","3","1","0","6","1",,,,,,"4400","Pian Camuno","10.15748085","45.84371740"
"17143","Pisogne","3","2","9","4","2","13","20","1",,"1","15","36","8","8112","Pisogne","10.10889801","45.80480282"
"17146","Pompiano","3","1","2","2","5","4","8","1",,,,,,"3893","Pompiano","9.98715490","45.43278121"
"17147","Poncarale","3","0","2","2","1","1","10","1",,,,,,"5219","Poncarale","10.17396244","45.46051196"
"17150","Pontoglio","3","3","2","3","7","6","17","1",,,,,,"6894","Pontoglio","9.85265228","45.57062305"
"17152","Pralboino","3","2","3","2","1","2","0","0",,"1","2","20","3","2912","Pralboino","10.21488169","45.26809429"
"17155","Prevalle","3","2","2","3","2","2","8","1",,,,,,"6816","Prevalle","10.42121638","45.54705532"
"17156","Provaglio d'Iseo","3","5","5","6","4","0","0","0",,"1","5","17","11","7136","Provaglio d'Iseo","10.04214968","45.63777633"
"17159","Quinzano d'Oglio","3","2","5","5","3","3","37","1",,"1","6","54","13","6390","Quinzano d'Oglio","10.00872258","45.31368546"
"17162","Roccafranca","3","3","4","2","1","1","11","1",,,,,,"4767","Roccafranca","9.91198460","45.46414262"
"17164","Roè Volciano","3","3","2","3","3","0","7","1",,,,,,"4465","Roè Volciano","10.49404000","45.62400951"
"17165","Roncadelle","3","6","8","5","6","5","15","1",,,,,,"9265","Roncadelle","10.15130870","45.52806210"
"17166","Rovato","3","10","11","10","10","6","0","0",,"1","10","77","23","17562","Rovato","9.99763789","45.56808537"
"17169","Sale Marasino","3","6","5","0","5","2","10","1",,,,,,"3370","Sale Marasino","10.11288737","45.71409232"
"17170","Salò","3","11","10","5","9","8","14","1",,,,,,"10350","Salò","10.53231140","45.60713769"
"17173","San Zeno Naviglio","3","5","2","3","7","1","0","0",,"1","1","8","5","4601","San Zeno Naviglio","10.21455357","45.49134250"
"17174","Sarezzo","3","8","11","8","5","11","26","1",,,,,,"13469","Sarezzo","10.20297691","45.65378299"
"17186","Torbole Casaglia","3","5","2","4","1","0","8","1",,"1","1","21","12","6370","Torbole Casaglia","10.10502624","45.50830989"
"17188","Travagliato","3","13","7","5","8","4","9","1",,"1","12","21","7","13447","Travagliato","10.08021884","45.52337617"
"17190","Trenzano","3","2","4","3","2","1","5","1",,"1","1","12","7","5480","Trenzano","10.01571144","45.47595167"
"17192","Urago d'Oglio","3","2","1","0","1","2","0","0",,"1","6","16","2","3877","Urago d'Oglio","9.87035354","45.51333465"
"17195","Verolanuova","3","8","8","10","5","10","28","1",,,,,,"8133","Verolanuova","10.07665283","45.32577656"
"17196","Verolavecchia","3","1","0","3","2","0","12","1",,,,,,"3875","Verolavecchia","10.05181250","45.33052185"
"17199","Villa Carcina","3","6","4","6","6","5","7","1",,,,,,"10755","Villa Carcina","10.19527204","45.63141952"
"17201","Villanuova sul Clisi","3","5","3","3","3","6","11","1",,,,,,"5661","Villanuova sul Clisi","10.45370920","45.60166297"
"17204","Vobarno","3","13","6","6","3","2","8","1",,,,,,"8150","Vobarno","10.49655796","45.64699577"
"17206","Piancogno","3","5","2","3","3","2","8","1",,,,,,"4679","Piancogno","10.22051406","45.91880417"
"18004","Albuzzano","3","1","3","2","3","3","12","1",,,,,,"3355","Albuzzano","9.27717753","45.18754704"
"18005","Arena Po","3","4","5","4","2","2","5","1",,,,,,"1625","Arena Po","9.36186971","45.09443229"
"18022","Breme","3","0","0","0","1","0","8","1",,,,,,"853","Breme","8.62332043","45.12790235"
"18024","Broni","3","8","7","15","15","5","13","1",,,,,,"9073","Broni","9.26129813","45.06197007"
"18035","Cassolnovo","3","1","7","9","4","11","13","1",,,,,,"6940","Cassolnovo","8.80894596","45.36582712"
"18041","Cava Manara","3","3","4","7","7","8","11","1",,,,,,"6586","Cava Manara","9.10710573","45.13887406"
"18048","Chignolo Po","3","3","3","6","1","2","5","1",,,,,,"3992","Chignolo Po","9.48820517","45.15251471"
"18060","Cura Carpignano","3","3","0","0","1","1","5","1",,,,,,"4371","Cura Carpignano","9.25707038","45.21179419"
"18068","Gambolò","3","5","7","6","3","3","16","1",,,,,,"9779","Gambolò","8.86158530","45.24979779"
"18075","Gravellona Lomellina","3","6","1","3","2","3","13","1",,,,,,"2688","Gravellona Lomellina","8.76399625","45.32884890"
"18076","Gropello Cairoli","3","6","0","4","3","4","13","1",,,,,,"4592","Gropello Cairoli","8.99214762","45.17717695"
"18078","Landriano","3","3","2","5","4","3","9","1",,,,,,"5917","Landriano","9.25958712","45.31128201"
"18083","Lomello","3","3","0","4","0","3","6","1",,,,,,"2295","Lomello","8.79265237","45.12176665"
"18093","Miradolo Terme","3","1","1","2","3","1","13","1",,,,,,"3792","Miradolo Terme","9.44317001","45.17163506"
"18095","Montebello della Battaglia","3","2","2","3","5","0","6","1",,,,,,"1689","Montebello della Battaglia","9.10100735","44.99970083"
"18100","Montù Beccaria","3","2","2","2","1","1","7","1",,,,,,"1722","Montù Beccaria","9.31241837","45.03883483"
"18102","Mortara","3","15","10","18","18","9","45","1",,,,,,"15156","Mortara","8.73806527","45.25183779"
"18106","Ottobiano","3","1","0","0","2","1","7","1",,,,,,"1181","Ottobiano","8.83215280","45.15127105"
"18109","Parona","3","0","1","2","3","2","4","1",,,,,,"1987","Parona","8.74981845","45.28261312"
"18110","Pavia","3","55","47","38","57","55","78","1",,,,,,"68280","Pavia","9.16015719","45.18509264"
"18113","Pieve del Cairo","3","3","2","0","0","3","4","1",,,,,,"2108","Pieve del Cairo","8.80510102","45.04897446"
"18114","Pieve Porto Morone","3","3","3","3","2","3","6","1",,,,,,"2788","Pieve Porto Morone","9.43845739","45.11250986"
"18115","Pinarolo Po","3","0","1","2","4","3","7","1",,,,,,"1702","Pinarolo Po","9.16481430","45.06602995"
"18121","Retorbido","3","0","0","1","3","0","3","1",,,,,,"1506","Retorbido","9.03634536","44.94922806"
"18123","Robbio","3","2","5","4","6","3","6","1",,,,,,"6164","Robbio","8.59395750","45.28911604"
"18128","Romagnese","3","0","2","2","0","1","6","1",,,,,,"744","Romagnese","9.32948080","44.83722972"
"18146","Sartirana Lomellina","3","1","3","4","3","1","4","1",,,,,,"1760","Sartirana Lomellina","8.66185489","45.11434048"
"18150","Siziano","3","3","2","3","0","2","6","1",,,,,,"5807","Siziano","9.19872487","45.32016711"
"18153","Stradella","3","8","10","11","10","6","11","1",,,,,,"11639","Stradella","9.29516730","45.07530591"
"18171","Varzi","3","1","4","2","8","2","10","1",,,,,,"3405","Varzi","9.19627250","44.82199953"
"18176","Vidigulfo","3","5","3","2","3","3","5","1",,,,,,"5933","Vidigulfo","9.23483143","45.29187437"
"18180","Villanterio","3","1","1","2","4","0","4","1",,,,,,"3153","Villanterio","9.36041071","45.22071855"
"18182","Voghera","3","24","33","27","25","35","57","1",,,,,,"38174","Voghera","9.00852362","44.99312509"
"18184","Zavattarello","3","3","0","0","2","1","10","1",,,,,,"1036","Zavattarello","9.26543670","44.86874500"
"19001","Acquanegra Cremonese","3","1","2","2","0","2","11","1",,,,,,"1302","Acquanegra Cremonese","9.88878548","45.16831524"
"19002","Agnadello","3","2","0","3","1","2","4","1",,,,,,"3757","Agnadello","9.55920587","45.44713529"
